"X.chrom","start","end","name","n_frags","strand","n_weight","n_spanned","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category","flags","flag_counts","index","count"
"chr9",111795586,111826847,"unknown_circ_008598",2,"-",3,3,3,3,126,122,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","9__111795587__111826847",2
"chr12",79679566,79693331,"unknown_circ_000966",1,"+",2,2,2,2,74,80,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","12__79679567__79693331",1
"chr1",109553537,109566143,"unknown_circ_016568",1,"-",1,1,1,1,104,32,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__109553538__109566143",1
"chr5",14358364,14358439,"unknown_circ_003323",1,"-",2,2,2,2,150,74,"unknown",2,0,0,1,"GTAG","N/A","SHORT","N/A","0","5__14358365__14358439",1
"chr17",73238416,73239651,"unknown_circ_008940",1,"-",1,1,1,1,90,40,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__73238417__73239651",1
"chr10",120917179,120920593,"unknown_circ_017489",1,"-",0.5,1,1,0.5,12,56,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","10__120917180__120920593",1
"chr4",88035518,88036451,"unknown_circ_020819",1,"+",1,1,1,1,112,4,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","4__88035519__88036451",1
"chr11",18010143,18029623,"unknown_circ_000800",3,"-",3,3,3,3,132,78,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","11__18010144__18029623",3
"chr3",9506198,9506312,"unknown_circ_017718",4,"-",4,4,3,4,64,92,"unknown",4,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","3__9506199__9506312",4
"chr19",34912423,34912572,"unknown_circ_006636",1,"+",1,1,1,1,46,94,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__34912424__34912572",1
"chr5",77521365,77524063,"unknown_circ_020920",2,"-",2,2,1,2,62,66,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","5__77521366__77524063",2
"chr8",103850971,103862372,"unknown_circ_007951",1,"-",1,1,1,1,28,100,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","8__103850972__103862372",1
"chr12",56645798,56646099,"unknown_circ_016229",1,"-",1,1,1,1,12,122,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__56645799__56646099",1
"chr5",122881110,122911657,"unknown_circ_014621",1,"+",2,2,2,2,80,48,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","5__122881111__122911657",1
"chrX",101854639,101855863,"unknown_circ_004936",1,"+",0.5,1,1,0.5,36,6,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","X__101854640__101855863",1
"chr12",120611456,120611973,"unknown_circ_017350",1,"-",1,1,1,1,58,70,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__120611457__120611973",1
"chr6",160201966,160207029,"unknown_circ_013394",1,"-",1,1,1,1,86,6,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__160201967__160207029",1
"chr19",30462099,30477324,"unknown_circ_011365",5,"+",5,6,5,5,36,122,"unknown",5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","2","19__30462100__30477324",5
"chr1",231060586,231090149,"unknown_circ_020121",1,"-",1,1,1,1,116,16,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__231060587__231090149",1
"chr2",27581598,27581630,"unknown_circ_002049",2,"-",2,2,1,2,64,6,"unknown",2,1,0,1,"GTAG","N/A","SHORT,WARN_EXT_1MM","N/A","0","2__27581599__27581630",2
"chr1",171526647,171526701,"unknown_circ_015348",2,"-",2,2,2,2,64,132,"unknown",2,0,0,1,"GTAG","N/A","SHORT","N/A","0","1__171526648__171526701",2
"chr14",105818714,105821514,"unknown_circ_022780",1,"+",1,1,1,1,110,24,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","14__105818715__105821514",1
"chr19",1979909,1980016,"unknown_circ_004824",1,"+",1,1,1,1,98,34,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__1979910__1980016",1
"chr15",59494524,59494593,"unknown_circ_011143",1,"-",2,2,2,2,136,126,"unknown",2,0,0,1,"GTAG","N/A","SHORT","N/A","0","15__59494525__59494593",1
"chr4",39301879,39303932,"unknown_circ_011136",1,"-",0.5,1,1,0.5,38,20,"unknown",0.5,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_INSIDE_SPLICE_JUNCTION","1","4__39301880__39303932",1
"chr10",75854028,75855613,"unknown_circ_001229",1,"+",2,2,2,2,130,128,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","10__75854029__75855613",1
"chr20",47849842,47851625,"unknown_circ_014350",2,"+",2,2,2,2,54,74,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","20__47849843__47851625",2
"chr2",61597455,61597714,"unknown_circ_002046",3,"-",3,3,2,3,62,102,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","2__61597456__61597714",3
"chr8",61757948,61758092,"unknown_circ_020618",1,"-",1,1,1,1,126,8,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","8__61757949__61758092",1
"chr7",5568848,101273022,"unknown_circ_013270",1,"-",1,1,1,1,20,2,"unknown",1,2,0,1,"GTAG","N/A","HUGE,WARN_EXT_2MM+","N/A","0","7__5568849__101273022",1
"chr4",20468277,20469446,"unknown_circ_013251",1,"+",1,1,1,1,18,108,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__20468278__20469446",1
"chr10",99196947,99198460,"unknown_circ_016026",1,"-",1,1,1,1,60,54,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__99196948__99198460",1
"chr9",135917473,135919313,"unknown_circ_002867",5,"+",5,5,3,5,92,134,"unknown",5,0,0,1,"GTAG","N/A","","N/A","0","9__135917474__135919313",5
"chr1",21377358,21460527,"unknown_circ_002586",1,"-",2,2,2,2,66,56,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","1__21377359__21460527",1
"chr14",75513078,75516421,"unknown_circ_004555",2,"-",3,3,3,3,98,60,"unknown",3,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","1","14__75513079__75516421",2
"chr8",618597,666007,"unknown_circ_004383",1,"-",1,1,1,1,14,114,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","8__618598__666007",1
"chrX",130509360,130529810,"unknown_circ_009416",1,"+",2,2,2,2,36,56,"unknown",2,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","X__130509361__130529810",1
"chr14",90429451,90442159,"unknown_circ_017604",1,"+",1,1,1,1,124,10,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","14__90429452__90442159",1
"chr12",64879234,64879797,"unknown_circ_008495",2,"+",4,4,2,4,78,84,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","12__64879235__64879797",2
"chr6",86328535,86329135,"unknown_circ_014992",1,"-",1,1,1,1,28,6,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__86328536__86329135",1
"chr8",124035952,124042956,"unknown_circ_002691",10,"-",9.5,14,12,9.5,120,126,"unknown",9.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","9","8__124035953__124042956",10
"chr2",232326544,232326586,"unknown_circ_008582",11,"+",15,15,13,15,148,82,"unknown",15,0,0,1,"GTAG","N/A","SHORT","N/A","0","2__232326545__232326586",11
"chr17",73686750,73689562,"unknown_circ_001445",1,"+",1,1,1,1,114,16,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__73686751__73689562",1
"chr5",175919194,175921276,"unknown_circ_002891",1,"+",1,1,1,1,18,68,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","5__175919195__175921276",1
"chr1",110459976,110464496,"unknown_circ_016217",1,"-",1,1,1,1,54,28,"unknown",1,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","1","1__110459977__110464496",1
"chr11",35530059,64889739,"unknown_circ_008524",1,"-",1,1,1,1,2,32,"unknown",1,0,1,1,"GTAG","N/A","HUGE,WARN_ALWAYS_BROKEN,WARN_EXT_1MM","BROKEN_SEGMENTS","1","11__35530060__64889739",1
"chr1",225718255,225840135,"unknown_circ_021503",1,"-",1,1,1,1,90,34,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","1__225718256__225840135",1
"chr22",28290363,28293880,"unknown_circ_015357",1,"-",1.5,2,2,1.5,56,116,"unknown",1.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","22__28290364__28293880",1
"chr10",98703869,98711953,"unknown_circ_002420",1,"+",2,2,2,2,102,32,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","10__98703870__98711953",1
"chr5",140961878,140963182,"unknown_circ_007985",2,"-",2,2,2,2,98,64,"unknown",2,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","1","5__140961879__140963182",2
"chr10",12160747,12160917,"unknown_circ_007972",1,"+",1,1,1,1,108,28,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__12160748__12160917",1
"chr1",51048289,51171563,"unknown_circ_013792",1,"-",2,2,2,2,54,68,"unknown",2,0,0,1,"GTAG","N/A","HUGE","N/A","0","1__51048290__51171563",1
"chr12",107219503,107254190,"unknown_circ_011950",1,"+",1,1,1,1,28,82,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__107219504__107254190",1
"chr1",33149610,221319861,"unknown_circ_021928",1,"-",0.5,1,1,0.5,28,2,"unknown",0.5,1,1,1,"GTAG","N/A","HUGE,WARN_ALWAYS_BROKEN,WARN_EXT_1MM","BROKEN_SEGMENTS,WARN_UNRESOLVED_LINSPLICE","1,1","1__33149611__221319861",1
"chr18",9588086,9595100,"unknown_circ_009940",1,"-",2,2,2,2,126,88,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","18__9588087__9595100",1
"chr17",80014606,80014733,"unknown_circ_012491",1,"+",0.5,1,1,0.5,34,38,"unknown",0.5,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_INSIDE_SPLICE_JUNCTION","1","17__80014607__80014733",1
"chr13",45578439,45580438,"unknown_circ_017309",1,"+",1,1,1,1,44,84,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","13__45578440__45580438",1
"chr7",101801839,101821937,"unknown_circ_013397",3,"+",4,4,4,4,64,84,"unknown",4,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","2","7__101801840__101821937",3
"chr21",47685291,47685377,"unknown_circ_013128",1,"+",1,1,1,1,120,10,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","21__47685292__47685377",1
"chr6",94120218,94124485,"unknown_circ_022793",1,"-",1,1,1,1,26,92,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__94120219__94124485",1
"chr17",42151527,42157558,"unknown_circ_015548",1,"+",1,1,1,1,10,122,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__42151528__42157558",1
"chr20",48713019,48713357,"unknown_circ_011667",1,"-",1,1,1,1,24,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","20__48713020__48713357",1
"chr5",179136873,179147561,"unknown_circ_001134",7,"+",7.5,8,8,7.5,88,126,"unknown",7.5,0,0,1,"GTAG","N/A","WARN_ALWAYS_WARN","WARN_UNRESOLVED_LINSPLICE","1","5__179136874__179147561",7
"chr4",129035724,129099797,"unknown_circ_003450",1,"+",1,1,1,1,22,76,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__129035725__129099797",1
"chrX",109289584,109352374,"unknown_circ_016816",1,"+",1,1,1,1,28,92,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","X__109289585__109352374",1
"chr13",73528116,73528286,"unknown_circ_018071",1,"+",1,1,1,1,94,26,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","13__73528117__73528286",1
"chr1",235640101,235640238,"unknown_circ_007962",1,"+",1,1,1,1,42,8,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__235640102__235640238",1
"chr2",20052314,20052369,"unknown_circ_012417",1,"+",1,1,1,1,164,6,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","2__20052315__20052369",1
"chr10",60147949,60150620,"unknown_circ_014699",1,"+",1,1,1,1,52,60,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__60147950__60150620",1
"chr4",95494501,95507595,"unknown_circ_018456",1,"+",1,1,1,1,48,34,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__95494502__95507595",1
"chr13",21381595,21416820,"unknown_circ_015431",1,"-",1,1,1,1,84,44,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","13__21381596__21416820",1
"chr3",60519857,60522712,"unknown_circ_019401",1,"-",1,1,1,1,30,80,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__60519858__60522712",1
"chr13",46559431,46563232,"unknown_circ_007662",2,"-",2,2,2,2,86,92,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","13__46559432__46563232",2
"chr1",25944969,221319861,"unknown_circ_022791",1,"-",1,1,1,1,108,6,"unknown",1,0,1,1,"GTAG","N/A","HUGE,WARN_EXT_1MM","N/A","0","1__25944970__221319861",1
"chr1",9991948,9995685,"unknown_circ_008091",3,"-",3,3,3,3,68,74,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","1__9991949__9995685",3
"chr17",73490328,73490408,"unknown_circ_006783",1,"+",1,1,1,1,42,130,"unknown",1,0,0,1,"GTAG","N/A","SHORT","N/A","0","17__73490329__73490408",1
"chr2",38975720,38975795,"unknown_circ_004587",3,"-",4,4,4,4,120,148,"unknown",4,0,0,1,"GTAG","N/A","SHORT","N/A","0","2__38975721__38975795",3
"chr5",176370335,176385155,"unknown_circ_004358",18,"-",17,19,12,17,116,94,"unknown",17,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","4","5__176370336__176385155",18
"chr7",2419843,101273022,"unknown_circ_012993",1,"-",1,1,1,1,34,2,"unknown",1,1,0,1,"GTAG","N/A","HUGE,WARN_ALWAYS_BROKEN,WARN_EXT_1MM","BROKEN_SEGMENTS","1","7__2419844__101273022",1
"chr2",20939730,20939965,"unknown_circ_005508",2,"-",2,2,2,2,46,92,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__20939731__20939965",2
"chr17",28575895,28576081,"unknown_circ_007176",1,"+",1,1,1,1,32,112,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__28575896__28576081",1
"chr7",5360279,5360687,"unknown_circ_020948",1,"-",1,1,1,1,28,22,"unknown",1,2,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN,WARN_EXT_2MM+","BROKEN_SEGMENTS","1","7__5360280__5360687",1
"chr7",6178722,6183827,"unknown_circ_017980",1,"+",1,1,1,1,66,62,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","7__6178723__6183827",1
"chr1",109646042,221319861,"unknown_circ_006189",1,"-",1,1,1,1,100,4,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","1__109646043__221319861",1
"chr17",18225202,18225296,"unknown_circ_015554",2,"+",1.5,2,2,1.5,106,94,"unknown",1.5,0,0,1,"GTAG","N/A","SHORT","SUPPORT_CLOSURE,WARN_UNRESOLVED_EXTRA_BACKSPLICE","1,1","17__18225203__18225296",2
"chr12",104951073,104952047,"unknown_circ_005997",1,"+",1,1,1,1,74,60,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__104951074__104952047",1
"chr15",65826686,65831275,"unknown_circ_021018",1,"+",1,1,1,1,126,4,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__65826687__65831275",1
"chr9",127566372,127566621,"unknown_circ_021607",1,"+",1,1,1,1,106,10,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","9__127566373__127566621",1
"chr13",114265310,114277601,"unknown_circ_001726",4,"+",5,5,4,5,14,24,"unknown",5,0,0,1,"GTAG","N/A","","N/A","0","13__114265311__114277601",4
"chr10",123719872,123733596,"unknown_circ_001927",2,"-",3,3,3,3,32,104,"unknown",3,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","2","10__123719873__123733596",2
"chr3",196626812,196657771,"unknown_circ_001379",1,"+",2,2,2,2,96,112,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","3__196626813__196657771",1
"chr8",15588174,15605974,"unknown_circ_009651",1,"+",1,1,1,1,100,18,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","8__15588175__15605974",1
"chr11",44117333,44117393,"unknown_circ_010000",1,"+",1,1,1,1,56,126,"unknown",1,0,0,1,"GTAG","N/A","SHORT","N/A","0","11__44117334__44117393",1
"chr5",125896774,125912903,"unknown_circ_014951",1,"-",2,2,2,2,20,14,"unknown",2,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","1","5__125896775__125912903",1
"chr12",124158164,124163836,"unknown_circ_014605",2,"+",2,2,1,2,108,18,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","12__124158165__124163836",2
"chr9",4618863,4666256,"unknown_circ_009720",1,"-",1,2,2,1,38,52,"unknown",1,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","2","9__4618864__4666256",1
"chr6",155450351,155490050,"unknown_circ_020181",1,"+",1,1,1,1,80,46,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__155450352__155490050",1
"chr2",25972564,25994409,"unknown_circ_010286",1,"-",1,1,1,1,126,42,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__25972565__25994409",1
"chr19",18276969,18278116,"unknown_circ_000954",1,"+",2,2,2,2,102,76,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","19__18276970__18278116",1
"chr1",54275367,54301293,"unknown_circ_001505",1,"-",1,1,1,1,62,70,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__54275368__54301293",1
"chr13",78293666,78335245,"unknown_circ_013133",1,"+",2,2,2,2,28,122,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","13__78293667__78335245",1
"chr2",114383185,114383264,"unknown_circ_001235",1,"-",2,2,2,2,68,66,"unknown",2,0,0,1,"GTAG","N/A","SHORT","N/A","0","2__114383186__114383264",1
"chr5",153413350,153414527,"unknown_circ_000324",4,"-",5,5,5,5,88,122,"unknown",5,0,0,1,"GTAG","N/A","","N/A","0","5__153413351__153414527",4
"chr16",8999043,9024254,"unknown_circ_015835",1,"-",1,1,1,1,124,6,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__8999044__9024254",1
"chr10",131943474,131973353,"unknown_circ_021957",1,"+",1,1,1,1,38,6,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__131943475__131973353",1
"chr11",67799618,67801641,"unknown_circ_018867",1,"+",1,1,1,1,4,124,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","11__67799619__67801641",1
"chr12",6630963,6631203,"unknown_circ_008001",1,"+",1,1,1,1,78,38,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__6630964__6631203",1
"chr9",88233897,88250730,"unknown_circ_011787",1,"-",2,2,2,2,88,108,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","9__88233898__88250730",1
"chr15",75759914,75760348,"unknown_circ_002176",1,"+",1,1,1,1,94,38,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","15__75759915__75760348",1
"chr1",227348243,227407121,"unknown_circ_006083",1,"-",1,1,1,1,2,126,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__227348244__227407121",1
"chr15",83221229,83226736,"unknown_circ_002554",1,"-",1,1,1,1,42,80,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__83221230__83226736",1
"chrX",132041648,132063535,"unknown_circ_022528",1,"-",1,1,1,1,72,58,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","X__132041649__132063535",1
"chr2",219394678,219427536,"unknown_circ_020469",1,"-",1,1,1,1,122,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__219394679__219427536",1
"chr2",216190709,216190861,"unknown_circ_003514",1,"+",2,2,2,2,94,72,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__216190710__216190861",1
"chr21",34821088,34841233,"unknown_circ_000478",2,"-",4,4,2,4,48,16,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","21__34821089__34841233",2
"chr2",28999716,29016770,"unknown_circ_017337",1,"+",1,1,1,1,118,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__28999717__29016770",1
"chr22",38690114,38690187,"unknown_circ_021949",1,"-",1,1,1,1,116,62,"unknown",1,0,0,1,"GTAG","N/A","SHORT","N/A","0","22__38690115__38690187",1
"chr1",1735857,1770677,"unknown_circ_009318",1,"-",2,2,2,2,114,20,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","1__1735858__1770677",1
"chr1",23779189,221319861,"unknown_circ_020759",1,"-",1,1,1,1,116,2,"unknown",1,0,1,1,"GTAG","N/A","HUGE,WARN_EXT_1MM","N/A","0","1__23779190__221319861",1
"chr15",34629859,34629911,"unknown_circ_011582",1,"+",1,1,1,1,108,24,"unknown",1,1,0,1,"GTAG","N/A","SHORT,WARN_EXT_1MM","N/A","0","15__34629860__34629911",1
"chr1",33478807,33480195,"unknown_circ_009322",2,"-",3,3,3,3,34,12,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","1__33478808__33480195",2
"chr7",96765699,96772130,"unknown_circ_009232",1,"+",1,1,1,1,76,56,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","7__96765700__96772130",1
"chr10",98988903,99025882,"unknown_circ_008998",4,"-",4,4,3,4,86,60,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","10__98988904__99025882",4
"chr19",11258493,11258789,"unknown_circ_007978",1,"-",2,2,2,2,66,108,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","19__11258494__11258789",1
"chr15",74897940,74898756,"unknown_circ_012745",1,"+",1,1,1,1,130,2,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__74897941__74898756",1
"chr18",29444589,29451083,"unknown_circ_017049",1,"-",1,1,1,1,8,124,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","18__29444590__29451083",1
"chr2",120566184,120567567,"unknown_circ_016583",1,"+",1,1,1,1,40,62,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__120566185__120567567",1
"chr4",42020127,42051496,"unknown_circ_016654",1,"+",1,1,1,1,90,16,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__42020128__42051496",1
"chr4",5774443,5774502,"unknown_circ_021517",1,"-",1,1,1,1,52,70,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","4__5774444__5774502",1
"chr1",2316416,2321435,"unknown_circ_011636",1,"-",1,1,1,1,128,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__2316417__2321435",1
"chr7",99818382,99950746,"unknown_circ_004252",12,"+",15.5,16,13,15.5,10,88,"unknown",15.5,0,0,1,"GTAG","N/A","HUGE","BROKEN_SEGMENTS,WARN_UNRESOLVED_LINSPLICE","2,1","7__99818383__99950746",12
"chr7",135262543,135277940,"unknown_circ_003423",6,"+",6,6,5,6,132,126,"unknown",6,0,0,1,"GTAG","N/A","","N/A","0","7__135262544__135277940",6
"chr2",111405988,111406011,"unknown_circ_004708",2,"+",2,2,1,2,178,6,"unknown",2,0,2,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","2__111405989__111406011",2
"chr1",91403041,91406866,"unknown_circ_003435",4,"-",4,4,2,4,92,78,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","1__91403042__91406866",4
"chr13",51941940,51953708,"unknown_circ_019953",1,"-",1,1,1,1,12,26,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","13__51941941__51953708",1
"chr11",66133406,66137003,"unknown_circ_006282",2,"-",3,3,3,3,74,94,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","11__66133407__66137003",2
"chr6",81150401,81150752,"unknown_circ_019518",1,"+",1,1,1,1,130,2,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__81150402__81150752",1
"chr4",79158663,79188586,"unknown_circ_012270",2,"+",2,2,2,2,126,122,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","4__79158664__79188586",2
"chr14",24409069,24409126,"unknown_circ_005131",1,"-",1,1,1,1,24,12,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","14__24409070__24409126",1
"chr14",58794220,71289334,"unknown_circ_021038",1,"-",0.5,1,1,0.5,2,34,"unknown",0.5,1,0,1,"GTAG","N/A","HUGE,WARN_ALWAYS_BROKEN,WARN_EXT_1MM","BROKEN_SEGMENTS,SUPPORT_CLOSURE,WARN_UNRESOLVED_EXTRA_BACKSPLICE","1,1,1","14__58794221__71289334",1
"chr22",36914809,36915584,"unknown_circ_019095",1,"-",1,1,1,1,132,2,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","22__36914810__36915584",1
"chr15",86301114,86313051,"unknown_circ_009076",1,"-",1,1,1,1,12,116,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","15__86301115__86313051",1
"chr8",48845579,48846650,"unknown_circ_021810",1,"-",1,1,1,1,108,24,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","8__48845580__48846650",1
"chr17",74555426,74555540,"unknown_circ_001163",2,"+",2,2,1,2,12,38,"unknown",2,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","17__74555427__74555540",2
"chrX",24717541,24861794,"unknown_circ_022477",1,"+",1,1,1,1,62,64,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","X__24717542__24861794",1
"chr2",99135426,99156138,"unknown_circ_004594",2,"+",4,4,2,4,92,112,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","2__99135427__99156138",2
"chr10",53516449,71758644,"unknown_circ_019080",1,"-",1,1,1,1,2,2,"unknown",1,2,0,1,"GTAG","N/A","HUGE,WARN_EXT_2MM+","N/A","0","10__53516450__71758644",1
"chr19",55610151,55614936,"unknown_circ_003420",5,"-",9,9,7,9,86,90,"unknown",9,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","2","19__55610152__55614936",5
"chr17",73927309,73934313,"unknown_circ_008609",1,"-",1,1,1,1,70,66,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__73927310__73934313",1
"chr8",30938382,30958471,"unknown_circ_009679",2,"+",2,2,2,2,118,68,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","8__30938383__30958471",2
"chr17",4015902,4020460,"unknown_circ_017991",1,"-",1,1,1,1,2,128,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__4015903__4020460",1
"chr16",88008653,88041793,"unknown_circ_020106",1,"+",1,1,1,1,2,126,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__88008654__88041793",1
