"X.chrom","start","end","name","n_frags","strand","n_weight","n_spanned","n_uniq","uniq_bridges","best_qual_left","best_qual_right","tissues","tiss_counts","edits","anchor_overlap","breakpoints","signal","strandmatch","category","flags","flag_counts","index","count"
"chr8",103335538,103373854,"unknown_circ_021924",2,"-",1.5,2,2,1.5,66,48,"unknown",1.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","8__103335539__103373854",2
"chr19",15302234,15303330,"unknown_circ_012685",1,"-",1,1,1,1,110,26,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__15302235__15303330",1
"chrX",37485806,37527703,"unknown_circ_001945",1,"+",1,1,1,1,86,36,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","X__37485807__37527703",1
"chr5",37238958,37239971,"unknown_circ_012974",3,"-",3,3,3,3,18,126,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","5__37238959__37239971",3
"chr11",60668083,60668335,"unknown_circ_027627",1,"-",1,1,1,1,114,10,"unknown",1,1,2,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","11__60668084__60668335",1
"chr9",102676271,102691125,"unknown_circ_014751",2,"+",2,2,2,2,42,72,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","9__102676272__102691125",2
"chr3",37291188,37315092,"unknown_circ_004907",3,"+",3,3,3,3,50,94,"unknown",3,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","1","3__37291189__37315092",3
"chr2",32602655,32626691,"unknown_circ_021364",3,"+",3,3,2,3,132,84,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","2__32602656__32626691",3
"chr5",68396633,68400543,"unknown_circ_013454",1,"+",1,1,1,1,64,68,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","5__68396634__68400543",1
"chr1",100342013,100343384,"unknown_circ_002465",1,"+",1,1,1,1,94,44,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__100342014__100343384",1
"chrX",53643930,53644407,"unknown_circ_009143",1,"-",1,1,1,1,48,84,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","X__53643931__53644407",1
"chr3",52727647,52727823,"unknown_circ_027756",1,"+",1,1,1,1,100,26,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__52727648__52727823",1
"chr18",23845133,23866463,"unknown_circ_020236",1,"+",1,1,1,1,64,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","18__23845134__23866463",1
"chr10",112745385,112760303,"unknown_circ_023795",1,"+",1,1,1,1,36,96,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__112745386__112760303",1
"chr2",44187679,44202356,"unknown_circ_022634",1,"-",1,1,1,1,40,80,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__44187680__44202356",1
"chr1",151065667,151079698,"unknown_circ_016336",1,"+",1,1,1,1,124,8,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__151065668__151079698",1
"chr15",78452433,78454709,"unknown_circ_017769",1,"+",1,1,1,1,10,122,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__78452434__78454709",1
"chr15",81046501,81046741,"unknown_circ_026962",1,"+",1,1,1,1,130,2,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","15__81046502__81046741",1
"chr3",63898263,63898901,"unknown_circ_001244",39,"+",42,42,24,42,132,102,"unknown",42,0,0,1,"GTAG","N/A","","N/A","0","3__63898264__63898901",39
"chr19",47507316,47507443,"unknown_circ_028035",1,"+",1,1,1,1,38,112,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","19__47507317__47507443",1
"chr21",44813910,44813974,"unknown_circ_018500",2,"+",2,2,2,2,148,26,"unknown",2,0,0,1,"GTAG","N/A","SHORT","N/A","0","21__44813911__44813974",2
"chr2",26486247,26500028,"unknown_circ_025018",1,"+",1,1,1,1,2,24,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__26486248__26500028",1
"chr1",47761436,47776034,"unknown_circ_027776",1,"-",1,1,1,1,18,112,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__47761437__47776034",1
"chr17",7842830,7843560,"unknown_circ_019890",1,"+",1,1,1,1,24,96,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","17__7842831__7843560",1
"chr1",156294762,156303434,"unknown_circ_028693",1,"-",1,1,1,1,100,30,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__156294763__156303434",1
"chr1",70639147,70654956,"unknown_circ_002331",4,"-",2.5,4,4,2.5,56,114,"unknown",2.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION,WARN_UNRESOLVED_LINSPLICE","2,1","1__70639148__70654956",4
"chr3",48960180,48965246,"unknown_circ_009891",9,"+",9,9,9,9,64,122,"unknown",9,0,0,1,"GTAG","N/A","WARN_ALWAYS_BROKEN","BROKEN_SEGMENTS","1","3__48960181__48965246",9
"chr1",235273535,235273614,"unknown_circ_013170",1,"-",1,1,1,1,12,12,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","1__235273536__235273614",1
"chr15",30058468,30064369,"unknown_circ_021890",1,"-",1,1,1,1,100,34,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__30058469__30064369",1
"chr10",97028534,97031541,"unknown_circ_028713",1,"-",1,1,1,1,74,14,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__97028535__97031541",1
"chr22",40944722,40948371,"unknown_circ_007510",1,"-",1,1,1,1,12,62,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","22__40944723__40948371",1
"chr6",42932527,42936236,"unknown_circ_006349",1,"-",1,1,1,1,88,42,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__42932528__42936236",1
"chr2",20518297,20532824,"unknown_circ_020725",2,"-",2,2,2,2,88,122,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__20518298__20532824",2
"chr14",70418854,70420249,"unknown_circ_006390",1,"+",1,1,1,1,26,108,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","14__70418855__70420249",1
"chr5",93386435,93392908,"unknown_circ_007253",2,"-",2,2,2,2,72,64,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","5__93386436__93392908",2
"chr11",49455507,49455753,"unknown_circ_019912",1,"-",1,1,1,1,14,6,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","11__49455508__49455753",1
"chr16",8961034,8961128,"unknown_circ_013896",1,"+",1,1,1,1,66,54,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","16__8961035__8961128",1
"chr15",51242075,51294841,"unknown_circ_020467",1,"+",1,1,1,1,12,116,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__51242076__51294841",1
"chr1",11114695,11115897,"unknown_circ_019829",1,"+",1,1,1,1,46,62,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","1__11114696__11115897",1
"chr15",71203870,71256271,"unknown_circ_022734",1,"+",1,1,1,1,14,116,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__71203871__71256271",1
"chr5",41927114,41930019,"unknown_circ_017634",1,"+",1,1,1,1,82,44,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","5__41927115__41930019",1
"chr9",97578973,97579030,"unknown_circ_015452",1,"+",1,1,1,1,24,150,"unknown",1,0,0,1,"GTAG","N/A","SHORT","N/A","0","9__97578974__97579030",1
"chr1",220752695,220792097,"unknown_circ_003629",1,"+",1,1,1,1,24,102,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__220752696__220792097",1
"chr8",1824736,1846691,"unknown_circ_016869",1,"+",1,1,1,1,86,20,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","8__1824737__1846691",1
"chr4",13426733,13427978,"unknown_circ_014185",1,"-",1,1,1,1,80,48,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__13426734__13427978",1
"chr18",45368162,45423180,"unknown_circ_007278",3,"-",4,4,4,4,120,104,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","18__45368163__45423180",3
"chr9",19360241,19361961,"unknown_circ_020790",2,"+",2,2,2,2,48,88,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","9__19360242__19361961",2
"chr2",15534350,15567918,"unknown_circ_022327",2,"-",2,2,2,2,98,64,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__15534351__15567918",2
"chr15",59179173,59179739,"unknown_circ_020701",2,"-",2,2,2,2,108,94,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","15__59179174__59179739",2
"chr11",34273619,34273668,"unknown_circ_028542",1,"+",1,1,1,1,168,14,"unknown",1,1,0,1,"GTAG","N/A","SHORT,WARN_EXT_1MM","N/A","0","11__34273620__34273668",1
"chr16",89287411,89288591,"unknown_circ_016342",1,"+",1,1,1,1,18,106,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__89287412__89288591",1
"chr6",155108994,155116273,"unknown_circ_011237",1,"+",1,1,1,1,14,116,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__155108995__155116273",1
"chr18",67562936,67669558,"unknown_circ_009008",1,"-",1,1,1,1,74,66,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","18__67562937__67669558",1
"chr11",61178409,61196762,"unknown_circ_026025",1,"-",1,1,1,1,120,2,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","11__61178410__61196762",1
"chr16",21327204,21328447,"unknown_circ_025545",1,"+",1,1,1,1,12,116,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__21327205__21328447",1
"chr16",89484691,89554455,"unknown_circ_018209",1,"-",1,1,1,1,36,88,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__89484692__89554455",1
"chr6",25984644,25985460,"unknown_circ_004666",1,"+",1,1,1,1,130,2,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","6__25984645__25985460",1
"chr12",80214553,80215970,"unknown_circ_026675",1,"-",1,1,1,1,70,58,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__80214554__80215970",1
"chr1",33760537,33760906,"unknown_circ_003304",8,"+",8,8,7,8,120,80,"unknown",8,0,0,1,"GTAG","N/A","","N/A","0","1__33760538__33760906",8
"chr1",52981562,52992045,"unknown_circ_002363",3,"-",3,3,3,3,126,44,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","1__52981563__52992045",3
"chr10",31644072,31647262,"unknown_circ_025061",1,"+",0.5,1,1,0.5,42,8,"unknown",0.5,0,0,1,"GTAG","N/A","WARN_ALWAYS_WARN","WARN_UNRESOLVED_LINSPLICE","1","10__31644073__31647262",1
"chr6",90437551,90450097,"unknown_circ_018733",1,"-",1,1,1,1,96,34,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__90437552__90450097",1
"chr22",29025539,29025818,"unknown_circ_009918",2,"-",2,2,2,2,68,84,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","22__29025540__29025818",2
"chr1",235634163,235658138,"unknown_circ_005206",6,"-",6,6,5,6,114,110,"unknown",6,0,0,1,"GTAG","N/A","","N/A","0","1__235634164__235658138",6
"chr7",6077054,6078666,"unknown_circ_003862",1,"-",1,1,1,1,44,86,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","7__6077055__6078666",1
"chr5",87581560,87588460,"unknown_circ_025681",2,"+",2,2,2,2,16,102,"unknown",2,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","5__87581561__87588460",2
"chr6",166360551,166363107,"unknown_circ_013524",3,"-",3,3,3,3,92,116,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","6__166360552__166363107",3
"chr10",7285519,7318951,"unknown_circ_004468",12,"-",12,12,10,12,128,96,"unknown",12,0,0,1,"GTAG","N/A","","N/A","0","10__7285520__7318951",12
"chr3",129151940,129152827,"unknown_circ_011571",1,"-",1,1,1,1,86,48,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__129151941__129152827",1
"chr9",103065913,103072661,"unknown_circ_013345",2,"-",2,2,2,2,108,46,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","9__103065914__103072661",2
"chr1",41530304,41541123,"unknown_circ_008626",1,"-",1,1,1,1,26,74,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","1__41530305__41541123",1
"chr14",92592465,92609638,"unknown_circ_026847",2,"+",2,2,2,2,76,114,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","14__92592466__92609638",2
"chr2",242541310,242542494,"unknown_circ_009551",2,"-",2,2,2,2,110,142,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__242541311__242542494",2
"chr9",136726495,136804341,"unknown_circ_005146",2,"-",2.5,3,3,2.5,86,84,"unknown",2.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","9__136726496__136804341",2
"chr6",41839301,41859613,"unknown_circ_022729",1,"-",1,1,1,1,32,98,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__41839302__41859613",1
"chr18",54547174,54606624,"unknown_circ_010449",1,"+",1,1,1,1,14,122,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","18__54547175__54606624",1
"chr6",117888016,117900227,"unknown_circ_017432",1,"-",1,1,1,1,36,98,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__117888017__117900227",1
"chr9",127685373,127701145,"unknown_circ_007829",2,"-",2,2,2,2,114,60,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","9__127685374__127701145",2
"chr1",55316908,55316980,"unknown_circ_021373",1,"-",1,1,1,1,130,52,"unknown",1,2,0,1,"GTAG","N/A","SHORT,WARN_EXT_2MM+","N/A","0","1__55316909__55316980",1
"chr7",102412855,102489847,"unknown_circ_004786",1,"+",1,1,1,1,12,56,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","7__102412856__102489847",1
"chr2",47705410,47708010,"unknown_circ_012157",2,"+",2,2,2,2,126,76,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__47705411__47708010",2
"chr12",7293837,7295622,"unknown_circ_028672",1,"+",1,1,1,1,66,74,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__7293838__7295622",1
"chr15",40912837,40933225,"unknown_circ_015403",1,"+",1,1,1,1,72,50,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","15__40912838__40933225",1
"chr21",35497640,35497780,"unknown_circ_028258",1,"+",1,1,1,1,40,70,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","21__35497641__35497780",1
"chr12",95425124,95451654,"unknown_circ_017918",2,"-",2,2,2,2,124,76,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","12__95425125__95451654",2
"chr16",67100636,67133702,"unknown_circ_020619",1,"+",1,1,1,1,102,26,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","16__67100637__67133702",1
"chr5",37304840,37362776,"unknown_circ_003332",1,"-",0.5,1,1,0.5,14,56,"unknown",0.5,1,0,1,"GTAG","N/A","WARN_EXT_1MM","SUPPORT_INSIDE_SPLICE_JUNCTION","1","5__37304841__37362776",1
"chr18",45367888,45423180,"unknown_circ_017689",2,"-",2,2,2,2,122,72,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","18__45367889__45423180",2
"chr1",208237633,221319861,"unknown_circ_013447",1,"-",1,1,1,1,106,2,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","1__208237634__221319861",1
"chr2",175094035,175111543,"unknown_circ_026034",1,"-",1,1,1,1,24,14,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__175094036__175111543",1
"chr10",69747799,69804320,"unknown_circ_010227",1,"-",2,2,2,2,104,100,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","10__69747800__69804320",1
"chr1",109444411,109446876,"unknown_circ_000823",1,"+",1,1,1,1,2,128,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__109444412__109446876",1
"chr19",12734513,12735524,"unknown_circ_005811",1,"+",1,1,1,1,66,66,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__12734514__12735524",1
"chr1",175956078,175958615,"unknown_circ_005591",3,"-",3,3,3,3,48,34,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","1__175956079__175958615",3
"chr12",1192329,1250953,"unknown_circ_005352",1,"+",1,1,1,1,116,14,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__1192330__1250953",1
"chr2",191109612,191125960,"unknown_circ_014471",1,"-",1,1,1,1,12,62,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__191109613__191125960",1
"chr2",32800222,32800433,"unknown_circ_015026",1,"+",1,1,1,1,68,40,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","2__32800223__32800433",1
"chr2",61709514,61717911,"unknown_circ_002077",4,"-",4,4,4,4,122,60,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","2__61709515__61717911",4
"chr2",202262224,202285429,"unknown_circ_008186",1,"-",1,1,1,1,24,96,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__202262225__202285429",1
"chr11",34978930,34982065,"unknown_circ_014797",1,"+",1,1,1,1,8,120,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","11__34978931__34982065",1
"chr3",133907680,133914026,"unknown_circ_002303",9,"-",9,9,8,9,54,78,"unknown",9,0,0,1,"GTAG","N/A","","N/A","0","3__133907681__133914026",9
"chr19",8987044,8987334,"unknown_circ_017411",1,"-",1,1,1,1,90,42,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__8987045__8987334",1
"chr6",136472297,136476896,"unknown_circ_023251",1,"+",1,1,1,1,44,94,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","6__136472298__136476896",1
"chr2",32602655,32617218,"unknown_circ_017514",1,"+",1,1,1,1,28,106,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__32602656__32617218",1
"chr2",73315177,73316443,"unknown_circ_001466",5,"-",6,6,5,6,118,120,"unknown",6,0,0,1,"GTAG","N/A","","N/A","0","2__73315178__73316443",5
"chr10",115639332,115657968,"unknown_circ_003463",1,"+",1,1,1,1,6,124,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__115639333__115657968",1
"chrX",117521302,117544922,"unknown_circ_026236",1,"+",1,1,1,1,88,48,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","X__117521303__117544922",1
"chrX",123155216,123164975,"unknown_circ_014799",2,"+",2,2,2,2,92,42,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","X__123155217__123164975",2
"chr20",57470666,57480535,"unknown_circ_028633",1,"+",1,1,1,1,80,28,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","20__57470667__57480535",1
"chr4",140037802,140046483,"unknown_circ_015886",1,"-",1,1,1,1,82,48,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__140037803__140046483",1
"chr4",84036417,84188927,"unknown_circ_024121",1,"-",1,1,1,1,90,46,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","4__84036418__84188927",1
"chr6",26234550,26234777,"unknown_circ_017162",1,"-",1,1,1,1,126,4,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","6__26234551__26234777",1
"chr7",131188742,131193787,"unknown_circ_023573",1,"-",1,1,1,1,40,90,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","7__131188743__131193787",1
"chr9",136275149,136276193,"unknown_circ_025460",1,"-",1,1,1,1,32,94,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","9__136275150__136276193",1
"chr2",138896711,139050035,"unknown_circ_021090",1,"-",1,1,1,1,22,80,"unknown",1,1,0,1,"GTAG","N/A","HUGE,WARN_EXT_1MM","N/A","0","2__138896712__139050035",1
"chr2",220077108,220079804,"unknown_circ_019000",1,"-",1,1,1,1,34,96,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__220077109__220079804",1
"chr13",28840851,28862259,"unknown_circ_024693",1,"+",1,1,1,1,92,40,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","13__28840852__28862259",1
"chr3",148711933,148727189,"unknown_circ_025533",1,"+",1,1,1,1,2,60,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__148711934__148727189",1
"chr3",14485131,14489324,"unknown_circ_006355",3,"+",3,3,3,3,28,72,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","3__14485132__14489324",3
"chr14",31775937,31778388,"unknown_circ_025198",1,"-",1,1,1,1,26,112,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","14__31775938__31778388",1
"chr9",126214554,126217058,"unknown_circ_012092",3,"-",2.5,3,3,2.5,102,48,"unknown",2.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","9__126214555__126217058",3
"chr8",56708536,56717595,"unknown_circ_006589",1,"+",1,1,1,1,46,88,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","8__56708537__56717595",1
"chr5",37318089,37324209,"unknown_circ_026570",1,"-",1,1,1,1,100,28,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","5__37318090__37324209",1
"chr19",19762497,19767575,"unknown_circ_023177",1,"-",1,1,1,1,94,42,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__19762498__19767575",1
"chr9",127074787,127089724,"unknown_circ_009687",3,"+",3,3,3,3,106,124,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","9__127074788__127089724",3
"chr13",52971366,52972329,"unknown_circ_000040",2,"-",2,2,2,2,66,92,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","13__52971367__52972329",2
"chr5",68487621,68492936,"unknown_circ_017927",2,"+",1.5,2,2,1.5,52,82,"unknown",1.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","5__68487622__68492936",2
"chr17",61176535,61278318,"unknown_circ_020851",1,"+",1,1,1,1,10,132,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","17__61176536__61278318",1
"chr5",43624133,43659452,"unknown_circ_011853",1,"+",1,1,1,1,56,72,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","5__43624134__43659452",1
"chr7",105260646,105264714,"unknown_circ_016281",1,"-",1,1,1,1,10,118,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","7__105260647__105264714",1
"chr3",50142509,50147121,"unknown_circ_002666",3,"+",3,3,3,3,94,62,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","3__50142510__50147121",3
"chr9",72338241,72365866,"unknown_circ_025542",1,"-",1,1,1,1,74,54,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","9__72338242__72365866",1
"chr1",44386075,44386600,"unknown_circ_013096",3,"+",3,3,2,3,104,66,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","1__44386076__44386600",3
"chr5",179134132,179136060,"unknown_circ_020438",2,"+",2,2,2,2,86,54,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","5__179134133__179136060",2
"chr7",4050597,4167128,"unknown_circ_011718",1,"+",1,1,1,1,16,122,"unknown",1,0,0,1,"GTAG","N/A","HUGE","N/A","0","7__4050598__4167128",1
"chr14",53242677,53243521,"unknown_circ_013596",1,"-",1,1,1,1,22,12,"unknown",1,2,0,1,"GTAG","N/A","WARN_EXT_2MM+","N/A","0","14__53242678__53243521",1
"chr2",98475766,98528134,"unknown_circ_015072",2,"-",2,2,2,2,108,64,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","2__98475767__98528134",2
"chr2",9463249,9468040,"unknown_circ_002368",1,"+",1,1,1,1,94,32,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","2__9463250__9468040",1
"chr4",152147198,152147392,"unknown_circ_008575",2,"-",3,3,3,3,92,134,"unknown",3,0,0,1,"GTAG","N/A","","N/A","0","4__152147199__152147392",2
"chr11",76687332,76709865,"unknown_circ_023543",1,"+",0.5,1,1,0.5,74,14,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","11__76687333__76709865",1
"chr16",67560128,67560183,"unknown_circ_028120",1,"+",1,1,1,1,154,18,"unknown",1,1,0,1,"GTAG","N/A","SHORT,WARN_EXT_1MM","N/A","0","16__67560129__67560183",1
"chr7",43351361,43351686,"unknown_circ_023606",1,"+",1,1,1,1,30,104,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","7__43351362__43351686",1
"chr1",155896466,155899631,"unknown_circ_011828",1,"-",1,1,1,1,30,96,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__155896467__155899631",1
"chr4",103644027,103648718,"unknown_circ_027455",1,"-",1,1,1,1,112,10,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","4__103644028__103648718",1
"chr1",154938018,154938993,"unknown_circ_012286",2,"-",2,2,1,2,98,24,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","1__154938019__154938993",2
"chr3",131217022,131220462,"unknown_circ_027456",1,"-",1,1,1,1,28,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","3__131217023__131220462",1
"chr9",88190229,88211364,"unknown_circ_006669",6,"-",7,7,7,7,110,108,"unknown",7,0,0,1,"GTAG","N/A","","N/A","0","9__88190230__88211364",6
"chr6",76412360,76421132,"unknown_circ_001848",2,"+",2,2,2,2,72,52,"unknown",2,0,0,1,"GTAG","N/A","","N/A","0","6__76412361__76421132",2
"chr12",122701034,122709295,"unknown_circ_010860",1,"-",1,1,1,1,132,2,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__122701035__122709295",1
"chr1",220154719,220156740,"unknown_circ_018725",1,"-",1,1,1,1,16,120,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","1__220154720__220156740",1
"chr12",122967825,122968110,"unknown_circ_013113",1,"-",1,1,1,1,6,128,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","12__122967826__122968110",1
"chr12",122973932,122977336,"unknown_circ_026819",1,"-",1,1,1,1,48,66,"unknown",1,1,0,1,"GTAG","N/A","WARN_EXT_1MM","N/A","0","12__122973933__122977336",1
"chr10",32745178,32762951,"unknown_circ_020891",1,"+",1,1,1,1,52,72,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","10__32745179__32762951",1
"chr1",16046228,16047883,"unknown_circ_024539",1,"+",0.5,1,1,0.5,14,82,"unknown",0.5,0,0,1,"GTAG","N/A","","SUPPORT_INSIDE_SPLICE_JUNCTION","1","1__16046229__16047883",1
"chr20",36668836,36694658,"unknown_circ_005725",4,"+",5,5,5,5,112,98,"unknown",5,0,0,1,"GTAG","N/A","","N/A","0","20__36668837__36694658",4
"chr17",80193858,80195769,"unknown_circ_018070",4,"+",4,4,4,4,128,142,"unknown",4,0,0,1,"GTAG","N/A","","N/A","0","17__80193859__80195769",4
"chr18",74778253,74817242,"unknown_circ_002740",5,"-",8,8,7,8,108,122,"unknown",8,0,0,1,"GTAG","N/A","","N/A","0","18__74778254__74817242",5
"chr19",52469353,52472384,"unknown_circ_015273",1,"-",1,1,1,1,102,12,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","19__52469354__52472384",1
"chr18",7888264,7906562,"unknown_circ_020645",1,"+",1,1,1,1,112,22,"unknown",1,0,0,1,"GTAG","N/A","","N/A","0","18__7888265__7906562",1
