"","x"
"1812","12__122181535__122199644"
"1813","12__122188286__122199644"
"1814","12__122186232__122209455"
"1815","12__122181535__122211419"
"1816","12__46230372__46233279"
"1817","12__46230372__46254732"
"1818","12__46230524__46254732"
"1819","12__124832371__124835283"
"1820","12__124911168__124922542"
"1821","12__124911168__124934413"
"1822","12__124934361__124941708"
"1823","12__110819557__110820765"
"1824","12__110819557__110834257"
"1825","12__110820648__110834257"
"1826","12__57106846__57108223"
"1827","12__64377727__64383852"
"1828","12__53856277__53862616"
"1829","12__53848510__53865591"
"1830","12__53859716__53865591"
"1831","12__3120170__3131183"
"1832","12__112370390__112381173"
"1833","12__112371690__112381173"
"1834","12__112371690__112429693"
"1835","12__104705068__104733051"
"1836","12__111893833__111923669"
"1837","12__111923075__111923669"
"1838","12__111923075__111924628"
"1839","12__111902466__111947423"
"1840","12__111923075__111948386"
"1841","12__111907912__111993723"
"1842","12__110922883__110924522"
"1843","12__110925666__110925748"
"1844","12__7074515__7079443"
"1845","12__10532046__10560981"
"1846","13__77651283__77699603"
"1847","13__77779391__77792092"
"1848","13__77791975__77799689"
"1849","13__77791975__77818086"
"1850","13__77798586__77838137"
"1851","13__98645146__98670958"
"1852","13__98649785__98670958"
"1853","13__113477659__113481205"
"1854","13__113513707__113530255"
"1855","13__61013822__61041513"
"1856","13__61018817__61041513"
"1857","13__33249981__33309467"
"1858","13__33268360__33309467"
"1859","13__33306238__33309467"
"1860","13__33306238__33315286"
"1861","13__33306238__33316865"
"1862","13__80113817__80113910"
"1863","13__49580288__49772401"
"1864","13__25030479__25052414"
"1865","13__37614542__37621738"
"1866","13__37614542__37625720"
"1867","13__41382574__41382732"
"1868","13__42245082__42267108"
"1869","13__42335264__42361679"
"1870","13__42335264__42393522"
"1871","13__42385361__42393522"
"1872","13__42481722__42486304"
"1873","13__42752271__42788748"
"1874","13__51957465__51963580"
"1875","13__74387289__74420510"
"1876","13__43986052__43987124"
"1877","13__41814397__41835051"
"1878","13__41826781__41835051"
"1879","13__37427556__37427812"
"1880","13__37539712__37546173"
"1881","13__20534098__20641530"
"1882","13__20625573__20641530"
"1883","13__20632715__20641530"
"1884","13__52511412__52532680"
"1885","13__52534284__52542743"
"1886","13__95768176__95840796"
"1887","13__95858786__95860179"
"1888","13__95858786__95863035"
"1889","13__100207790__100207901"
"1890","13__113143895__113181798"
"1891","13__113158346__113181798"
"1892","13__113170754__113181798"
"1893","13__113170754__113200179"
"1894","13__113200013__113212727"
"1895","13__113718618__113719399"
"1896","13__31195901__31227442"
"1897","13__21364601__21374464"
"1898","13__21417909__21418025"
"1899","13__21436856__21442840"
"1900","13__26974590__26975761"
"1901","13__40293373__40293964"
"1902","13__40293373__40301685"
"1903","13__52997709__52997774"
"1904","13__52992127__53001354"
"1905","13__52997709__53001354"
"1906","13__53000067__53016580"
"1907","13__51501543__51501614"
"1908","13__51501543__51517530"
"1909","13__75900333__75911176"
"1910","13__75863070__75923438"
"1911","13__75915632__75923438"
"1912","13__75898373__75936743"
"1913","13__75900333__75936743"
"1914","13__47297356__47303119"
"1915","13__47297356__47308133"
"1916","13__50123594__50141456"
"1917","13__76301165__76391414"
"1918","13__50054355__50059859"
"1919","13__52234732__52249379"
"1920","13__48941630__49033969"
"1921","13__49033824__49033969"
"1922","13__60407241__60453602"
"1923","13__79908479__79940330"
"1924","13__79908479__79953042"
"1925","13__79928574__79953042"
"1926","13__79939713__79953042"
"1927","13__97986530__98009889"
"1928","13__113999178__114018225"
"1929","13__113873259__113883833"
"1930","13__113899466__113900377"
"1931","13__70314526__70314688"
"1932","13__70514172__70514368"
"1933","13__70314526__70549934"
"1934","13__114149817__114154464"
"1935","13__114149817__114175048"
"1936","13__114152657__114175048"
"1937","13__114154273__114175048"
"1938","13__114164553__114175048"
"1939","13__114174931__114175048"
"1940","13__114164553__114193822"
"1941","13__114188360__114193822"
"1942","13__114174931__114202767"
"1943","13__21305980__21306260"
"1944","13__41133646__41134997"
"1945","13__27664219__27690733"
"1946","13__28748409__28752072"
"1947","13__28771322__28794515"
"1948","13__28748409__28830676"
"1949","13__28748409__28835595"
"1950","13__28771322__28835595"
"1951","13__28830429__28835595"
"1952","13__28834584__28835595"
"1953","13__28840852__28841013"
"1954","13__28840852__28845003"
"1955","13__28840852__28846208"
"1956","13__28840852__28862259"
"1957","13__98865474__98865667"
"1958","13__98865474__98996120"
"1959","13__98865474__99030172"
"1960","13__99020371__99030172"
"1961","13__99061592__99076904"
"1962","13__99083297__99083534"
"1963","13__53227181__53227238"
"1964","13__35615070__35619538"
"1965","13__35615070__35633000"
"1966","13__35644045__36220485"
"1967","13__45980018__45983209"
"1968","13__100982815__101020828"
"1969","13__101020726__101101559"
"1970","13__94679983__94680148"
"1971","13__114806476__114839312"
"1972","13__20235838__20244503"
"1973","13__114265311__114265377"
"1974","13__114265311__114277601"
"1975","13__111274563__111276626"
"1976","13__111274563__111287935"
"1977","13__33091994__33101669"
"1978","13__33095510__33111164"
"1979","13__33101545__33111164"
"1980","14__93723541__93762503"
"1981","14__91763649__91810001"
"1982","14__91808724__91810001"
"1983","14__61262935__61346553"
"1984","14__61285440__61346553"
"1985","14__55168780__55169298"
"1986","14__69919958__69921614"
"1987","14__90450860__90459827"
"1988","14__64408413__64416724"
"1989","14__64580059__64604701"
"1990","14__100317190__100331983"
"1991","14__100384119__100387214"
"1992","14__68151732__68157138"
"1993","14__68157857__68159769"
"1994","14__68151732__68159310"
"1995","14__69343799__69376113"
"1996","14__69369194__69376113"
"1997","14__68222665__68229536"
"1998","14__68238764__68270981"
"1999","14__68260888__68274637"
"2000","14__68274115__68280781"
"2001","14__67769127__67783620"
"2002","14__53327059__53331571"
"2003","14__103871413__103871604"
"2004","14__73614503__73614814"
"2005","14__73614503__73614802"
"2006","14__73614503__73653628"
"2007","14__73614503__73659572"
"2008","14__73614503__73690399"
"2009","14__52948948__52957723"
"2010","14__52977958__53011089"
"2011","14__52495440__52527074"
"2012","14__104245082__104263855"
"2013","14__76638186__76643033"
"2014","14__76620697__76662315"
"2015","14__76642966__76662315"
"2016","14__35565764__35565970"
"2017","14__31097415__31122794"
"2018","14__31139462__31144271"
"2019","14__31103153__31177271"
"2020","14__31570386__31570530"
"2021","14__31581622__31581749"
"2022","14__31588916__31590711"
"2023","14__31590589__31590711"
"2024","14__31583492__31597212"
"2025","14__31581622__31602881"
"2026","14__31602444__31602881"
"2027","14__31596991__31609203"
"2028","14__31596991__31613463"
"2029","14__31596991__31641328"
"2030","14__31605737__31641328"
"2031","14__21698478__21699231"
"2032","14__21698478__21702388"
"2033","14__21698478__21731495"
"2034","14__21830356__21830483"
"2035","14__21955610__21961416"
"2036","14__23371396__23380612"
"2037","14__23373470__23380612"
"2038","14__23395342__23396869"
"2039","14__50120708__50136316"
"2040","14__50130033__50141145"
"2041","14__50131344__50141145"
"2042","14__50136242__50141145"
"2043","14__50596679__50597480"
"2044","14__50641172__50647400"
"2045","14__50647290__50647400"
"2046","14__51374989__51378754"
"2047","14__51374989__51387785"
"2048","14__53525195__53527919"
"2049","14__54896979__54897122"
"2050","14__58718837__58724716"
"2051","14__77930941__77934851"
"2052","14__93176017__93179216"
"2053","14__93182481__93183806"
"2054","14__93428700__93429194"
"2055","14__93412676__93460342"
"2056","14__93460225__93460342"
"2057","14__93460225__93483146"
"2058","14__61186478__61187163"
"2059","14__94417345__94417590"
"2060","14__81209419__81244390"
"2061","14__62187100__62188541"
"2062","14__62188227__62188541"
"2063","14__70170112__70171459"
"2064","14__95557540__95578584"
"2065","14__64898250__64898357"
"2066","14__64896902__64898579"
"2067","14__64902287__64920579"
"2068","14__71434915__71445365"
"2069","14__71413632__71455416"
"2070","14__71455284__71455416"
"2071","14__71435738__71462642"
"2072","14__71443659__71462642"
"2073","14__71455284__71476441"
"2074","14__71455284__71479919"
"2075","14__71476351__71489949"
"2076","14__71476351__71514701"
"2077","14__71495417__71514701"
"2078","14__71455284__71524441"
"2079","14__71511850__71524441"
"2080","14__71511850__71543136"
"2081","14__71455284__71556059"
"2082","14__71511850__71556059"
"2083","14__71455284__71572157"
"2084","14__97319411__97321693"
"2085","14__97313594__97327072"
"2086","14__91939377__91939714"
"2087","14__91947920__91952074"
"2088","14__23495060__23495584"
"2089","14__23496954__23502883"
"2090","14__23502577__23502883"
"2091","14__23530507__23547475"
"2092","14__20784386__20784719"
"2093","14__32559708__32586493"
"2094","14__24586126__24590726"
"2095","14__24649006__24649112"
"2096","14__39517856__39524500"
"2097","14__39530969__39545297"
"2098","14__39543619__39545297"
"2099","14__39565102__39565343"
"2100","14__24735982__24736982"
"2101","14__24735636__24737404"
"2102","14__24735636__24737626"
"2103","14__24735636__24737825"
"2104","14__24736866__24737825"
"2105","14__24737316__24737825"
"2106","14__24735982__24738199"
"2107","14__24738286__24739346"
"2108","14__75264283__75266400"
"2109","14__75563803__75563973"
"2110","14__75563803__75570700"
"2111","14__75563803__75577074"
"2112","14__75576388__75577074"
"2113","14__75576388__75585638"
"2114","14__75580906__75585638"
"2115","14__75576388__75587283"
"2116","14__75557973__75590926"
"2117","14__75562075__75590926"
"2118","14__75576388__75590926"
"2119","14__75142844__75143455"
"2120","14__75500122__75516421"
"2121","14__75508318__75516421"
"2122","14__75513079__75516421"
"2123","14__76173361__76174050"
"2124","14__76173361__76187046"
"2125","14__76184204__76187046"
"2126","14__76198681__76201632"
"2127","14__76219236__76246045"
"2128","14__76173361__76249873"
"2129","14__76230958__76249873"
"2130","14__76349028__76349245"
"2131","14__76349028__76368567"
"2132","14__75355798__75356052"
"2133","14__76427266__76427419"
"2134","14__73538335__73538455"
"2135","14__60582437__60592541"
"2136","14__56078737__56086030"
"2137","14__65197756__65199619"
"2138","14__23944767__23945616"
"2139","14__23444183__23444313"
"2140","14__31763097__31763310"
"2141","14__31765115__31777226"
"2142","14__31763097__31785155"
"2143","14__31778140__31785155"
"2144","14__31771501__31790886"
"2145","14__31787430__31806820"
"2146","14__31771501__31828263"
"2147","14__31771501__31844174"
"2148","14__20863609__20864108"
"2149","14__103296671__103369766"
"2150","14__58686412__58690574"
"2151","14__51710574__51716483"
"2152","14__51716186__51716483"
"2153","14__52156409__52164950"
"2154","14__52156409__52182217"
"2155","14__52179201__52187108"
"2156","14__63416851__63473190"
"2157","14__63246446__63483672"
"2158","14__63416851__63483672"
"2159","14__63447590__63483672"
"2160","14__100820024__100828258"
"2161","14__105237082__105239917"
"2162","14__35522484__35548230"
"2163","14__32256986__32295920"
"2164","14__77914837__77917676"
"2165","14__51107468__51132337"
"2166","14__104488494__104493276"
"2167","14__104490906__104493276"
"2168","14__104484429__104508524"
"2169","14__24765715__24766087"
"2170","14__50246931__50249312"
"2171","14__89192885__89221015"
"2172","14__50269955__50298079"
"2173","14__89319315__89327676"
"2174","14__21464368__21464870"
"2175","14__21555479__21556257"
"2176","14__21971316__21972024"
"2177","14__73440788__73465023"
"2178","14__91110392__91124731"
"2179","14__91142867__91252672"
"2180","14__92601711__92601840"
"2181","14__25325142__25326363"
"2182","14__67382720__67391009"
"2183","14__67431908__67490392"
"2184","14__67431908__67525503"
"2185","14__67431908__67579888"
"2186","14__36017714__36104804"
"2187","14__36041766__36104804"
"2188","14__36064840__36104804"
"2189","14__36017714__36147308"
"2190","14__36140595__36147308"
"2191","14__36121011__36194359"
"2192","14__36140595__36211771"
"2193","14__36154135__36211771"
"2194","14__100934358__100950461"
"2195","14__105814830__105821514"
"2196","14__105818715__105821514"
"2197","14__68301797__68758697"
"2198","14__39623415__39627606"
"2199","14__105905009__105916521"
"2200","14__99924616__99925522"
"2201","14__99924616__99932150"
"2202","14__102461010__102476423"
"2203","14__102461518__102476423"
"2204","14__102484788__102486393"
"2205","14__102452024__102507010"
"2206","14__102453790__102507010"
"2207","14__102461518__102507010"
"2208","14__102466326__102507010"
"2209","14__102466623__102507010"
"2210","14__102467291__102507010"
"2211","14__102472225__102507010"
"2212","14__102473345__102507010"
"2213","14__102483425__102507010"
"2214","14__102483720__102507010"
"2215","14__102484788__102507010"
"2216","14__102492911__102507010"
"2217","14__102496156__102507010"
"2218","14__102496499__102507010"
"2219","14__102505035__102507010"
"2220","14__102505749__102507010"
"2221","14__102506935__102507010"
"2222","14__102506573__102508625"
"2223","14__102506573__102508844"
"2224","14__102466326__102509085"
"2225","14__102506573__102514365"
"2226","14__102506573__102515919"
"2227","14__72054288__72090953"
"2228","14__72125050__72125153"
"2229","14__55453864__55474093"
"2230","14__55475034__55480314"
"2231","14__55475034__55493521"
"2232","14__35263955__35331528"
"2233","14__35331250__35331528"
"2234","14__45494986__45514073"
"2235","14__70418855__70420249"
"2236","14__70442432__70442531"
"2237","14__70459134__70461197"
"2238","14__70442432__70480208"
"2239","14__70444635__70490164"
"2240","14__70459134__70490164"
"2241","14__70477471__70490164"
"2242","14__70480103__70490164"
"2243","14__103404441__103404748"
"2244","14__103405947__103406661"
"2245","14__103410228__103416939"
"2246","14__99983425__100002425"
"2247","14__74557935__74564563"
"2248","14__24034815__24035101"
"2249","15__35192823__35226836"
"2250","15__35219236__35226836"
"2251","15__35192823__35234281"
"2252","15__64410316__64411053"
"2253","15__68434284__68439038"
"2254","15__64275732__64275953"
"2255","15__52885775__52893362"
"2256","15__41021703__41022172"
"2257","15__72509750__72511451"
"2258","15__43767763__43769957"
"2259","15__22940728__22945162"
"2260","15__22940728__22947086"
"2261","15__22940728__22954376"
"2262","15__22960793__22963874"
"2263","15__55619729__55634000"
"2264","15__55633936__55634000"
"2265","15__52353496__52353697"
"2266","15__85607601__85610435"
"2267","15__85619093__85626875"
"2268","15__85657104__85661070"
"2269","15__85657104__85664245"
"2270","15__65759016__65759561"
"2271","15__65759016__65772737"
"2272","15__65782527__65790370"
"2273","15__51240217__51250991"
"2274","15__80390758__80415142"
"2275","15__80412670__80415142"
"2276","15__65266940__65275931"
"2277","15__65273202__65275931"
"2278","15__50884108__50885946"
"2279","15__50923614__50926753"
"2280","15__50923614__50955243"
"2281","15__50935537__50955243"
"2282","15__50949978__50955243"
"2283","15__67524152__67529158"
"2284","15__63930610__63954220"
"2285","15__63930910__63954220"
"2286","15__63947941__63954220"
"2287","15__63930610__63956793"
"2288","15__63970044__64005864"
"2289","15__63907967__64008672"
"2290","15__63929704__64008672"
"2291","15__63956669__64041990"
"2292","15__99696353__99785715"
"2293","15__42531868__42560230"
"2294","15__42727582__42732011"
"2295","15__50168475__50171656"
"2296","15__50330965__50339661"
"2297","15__50330965__50366382"
"2298","15__50330965__50399205"
"2299","15__50592986__50593565"
"2300","15__50592986__50596330"
"2301","15__50592986__50601995"
"2302","15__29996426__30020223"
"2303","15__29997732__30065560"
"2304","15__30018583__30065560"
"2305","15__30024637__30065560"
"2306","15__30026478__30065560"
"2307","15__30033535__30065560"
"2308","15__30053342__30065560"
"2309","15__30053342__30092905"
"2310","15__51743842__51747425"
"2311","15__51790749__51792428"
"2312","15__44861596__44862856"
"2313","15__44859622__44865018"
"2314","15__44864881__44892830"
"2315","15__44876012__44892830"
"2316","15__44888281__44892830"
"2317","15__44898223__44903183"
"2318","15__44907561__44912601"
"2319","15__44858052__44944464"
"2320","15__44941064__44949494"
"2321","15__44943689__44951501"
"2322","15__44941064__44952814"
"2323","15__25650608__25650649"
"2324","15__25650608__25657118"
"2325","15__28463635__28508315"
"2326","15__28478292__28508315"
"2327","15__28482109__28516014"
"2328","15__28515841__28516014"
"2329","15__28451386__28566610"
"2330","15__57730183__57816949"
"2331","15__43067333__43109295"
"2332","15__43086842__43109295"
"2333","15__43086842__43132631"
"2334","15__43120126__43132631"
"2335","15__43122136__43132631"
"2336","15__43067333__43170882"
"2337","15__43120126__43170882"
"2338","15__41289727__41319934"
"2339","15__41313098__41319934"
"2340","15__41337102__41348904"
"2341","15__41346127__41348904"
"2342","15__41348820__41350979"
"2343","15__41361768__41362745"
"2344","15__41373218__41379880"
"2345","15__41377567__41379880"
"2346","15__60720628__60742040"
"2347","15__40702827__40707681"
"2348","15__40705190__40708561"
"2349","15__40675429__40684224"
"2350","15__68501975__68503656"
"2351","15__68506628__68506726"
"2352","15__68501975__68510988"
"2353","15__62169172__62174935"
"2354","15__62299507__62306191"
"2355","15__78762874__78764266"
"2356","15__67842372__67879251"
"2357","15__67873092__67893087"
"2358","15__67984817__67985906"
"2359","15__67984817__67995746"
"2360","15__68040569__68065090"
"2361","15__44788578__44789336"
"2362","15__59175825__59205895"
"2363","15__39876189__39876623"
"2364","15__39876189__39881287"
"2365","15__42103081__42105299"
"2366","15__69721450__69729061"
"2367","15__69629680__69652470"
"2368","15__69629680__69682119"
"2369","15__71229100__71256271"
"2370","15__43668296__43669265"
"2371","15__43692242__43694048"
"2372","15__43672282__43696750"
"2373","15__41036245__41037457"
"2374","15__41036245__41044376"
"2375","15__70975097__70991999"
"2376","15__43426455__43430817"
"2377","15__43440953__43441349"
"2378","15__48054397__48060812"
"2379","15__51018518__51018574"
"2380","15__51012137__51023236"
"2381","15__75340894__75343067"
"2382","15__23014438__23014528"
"2383","15__34548430__34551145"
"2384","15__57355948__57384089"
"2385","15__57212090__57458664"
"2386","15__57523350__57535748"
"2387","15__57535670__57535748"
"2388","15__59942868__59942972"
"2389","15__43021427__43021560"
"2390","15__43023409__43028276"
"2391","15__43023818__43028276"
"2392","15__43025295__43028276"
"2393","15__43026136__43028276"
"2394","15__70346777__70347637"
"2395","15__69075295__69075392"
"2396","15__76168528__76175765"
"2397","15__76580187__76580286"
"2398","15__76523674__76584854"
"2399","15__76576098__76584854"
"2400","15__76576098__76585041"
"2401","15__76584772__76585041"
"2402","15__76518190__76588078"
"2403","15__76523674__76588078"
"2404","15__76576098__76588078"
"2405","15__76578712__76588078"
"2406","15__76584960__76588078"
"2407","15__76587932__76588078"
"2408","15__78577603__78582054"
"2409","15__99250791__99251336"
"2410","15__99250791__99442850"
"2411","15__99434554__99442850"
"2412","15__99250791__99459360"
"2413","15__99250791__99460105"
"2414","15__99250791__99491937"
"2415","15__99465377__99491937"
"2416","15__65113366__65113480"
"2417","15__65114465__65116553"
"2418","15__63824846__63852169"
"2419","15__63824846__63866602"
"2420","15__75131609__75134761"
"2421","15__101906401__101910728"
"2422","15__101929669__101983865"
"2423","15__89848346__89849425"
"2424","15__89633514__89659752"
"2425","15__89656956__89659752"
"2426","15__89698598__89698765"
"2427","15__90125917__90126196"
"2428","15__89060013__89060204"
"2429","15__91420757__91423004"
"2430","15__91422674__91424270"
"2431","15__90969342__90983847"
"2432","15__91016947__91017030"
"2433","15__91136868__91150710"
"2434","15__91162973__91169225"
"2435","15__91157685__91172764"
"2436","15__91181678__91184431"
"2437","15__82533611__82545116"
"2438","15__22848875__22866800"
"2439","15__101550655__101551042"
"2440","15__85451949__85467341"
"2441","15__73862491__73884478"
"2442","15__49493359__49531564"
"2443","15__49528048__49575915"
"2444","15__49493359__49584734"
"2445","15__49528048__49584734"
"2446","15__49528048__49612002"
"2447","15__40477366__40477843"
"2448","15__40475915__40502411"
"2449","15__59323003__59350749"
"2450","15__59323003__59359282"
"2451","15__59323003__59368414"
"2452","15__59376328__59377984"
"2453","15__59450486__59517022"
"2454","15__59455356__59517022"
"2455","15__59510090__59517022"
"2456","15__59497599__59519789"
"2457","15__59464096__59523990"
"2458","15__59430397__59548577"
"2459","15__59487660__59548577"
"2460","15__59497599__59564648"
"2461","15__43322142__43330430"
"2462","15__43268915__43363123"
"2463","15__40863803__40864099"
"2464","15__78452434__78454709"
"2465","15__85341819__85343208"
"2466","15__44671888__44671986"
"2467","15__42470416__42470768"
"2468","15__67457233__67459191"
"2469","15__44046022__44048964"
"2470","15__44053622__44055404"
"2471","15__78308888__78317839"
"2472","15__78305165__78322512"
"2473","15__43857065__43860751"
"2474","15__43874051__43876730"
"2475","15__99827462__99828156"
"2476","15__66774093__66777529"
"2477","15__66777328__66777529"
"2478","15__66727365__66779630"
"2479","15__75901899__75902335"
"2480","15__75706546__75715164"
"2481","15__75714988__75715164"
"2482","15__75722528__75722749"
"2483","15__75763021__75819602"
"2484","15__75809600__75819602"
"2485","15__23060815__23062319"
"2486","15__86028941__86064806"
"2487","15__86076815__86087186"
"2488","15__86028941__86182680"
"2489","15__86076815__86259154"
"2490","15__63042601__63069109"
"2491","15__77471132__77474382"
"2492","15__93489051__93489446"
"2493","15__93467551__93518180"
"2494","15__93480748__93518180"
"2495","15__93540187__93558139"
"2496","15__41961026__41962156"
"2497","15__41988273__41991357"
"2498","15__41988273__42000406"
"2499","15__41988273__42005694"
"2500","15__42046635__42050037"
"2501","15__66795396__66795502"
"2502","15__65982753__66021585"
"2503","15__66021410__66031213"
"2504","15__66030045__66034122"
"2505","15__66021410__66048810"
"2506","15__65959787__66053776"
"2507","15__66021410__66053776"
"2508","15__65623750__65624444"
"2509","15__92459223__92459688"
"2510","15__92663695__92690389"
"2511","15__92663695__92694244"
"2512","15__92638111__92706228"
"2513","15__85189415__85196930"
"2514","15__74932807__74967483"
"2515","15__74963796__74967483"
"2516","15__74911538__74912566"
"2517","15__74865203__74865545"
"2518","15__60653140__60674640"
"2519","15__91542907__91543205"
"2520","15__91553031__91557663"
"2521","15__90760671__90763123"
"2522","15__90744690__90764997"
"2523","15__90760671__90764997"
"2524","15__90763025__90764997"
"2525","15__90760671__90768629"
"2526","15__79183826__79186572"
"2527","15__36983886__37002162"
"2528","15__41535865__41555081"
"2529","15__71433788__71447271"
"2530","15__71433788__71507738"
"2531","15__71433788__71535435"
"2532","15__71534988__71535435"
"2533","15__71433788__72021063"
"2534","15__71433788__72030346"
"2535","15__91310140__91312816"
"2536","15__31196715__31206294"
"2537","15__91512309__91522524"
"2538","15__91523472__91525211"
"2539","15__91512677__91537804"
"2540","16__3801727__3820987"
"2541","16__3843387__3901010"
"2542","16__3860604__3901010"
"2543","16__3900298__3901010"
"2544","16__2867802__2868970"
"2545","16__837077__837477"
"2546","16__2147729__2147985"
"2547","16__2157884__2165626"
"2548","16__2154499__2169186"
"2549","16__2167792__2169379"
"2550","16__29841795__29842394"
"2551","16__29845054__29845387"
"2552","16__29847025__29848279"
"2553","16__5129749__5131057"
"2554","16__67912640__67916230"
"2555","16__11096931__11118778"
"2556","16__11114050__11118778"
"2557","16__11114050__11145498"
"2558","16__11114050__11154879"
"2559","16__11114050__11220003"
"2560","16__11214472__11220003"
"2561","16__11145370__11220201"
"2562","16__71689143__71692718"
"2563","16__71692136__71698002"
"2564","16__71701081__71706225"
"2565","16__71703178__71706225"
"2566","16__71692136__71713438"
"2567","16__71710350__71713438"
"2568","16__71686693__71715808"
"2569","16__71710350__71715808"
"2570","16__71712658__71715808"
"2571","16__71715654__71715808"
"2572","16__71736501__71748704"
"2573","16__71748415__71748704"
"2574","16__56969147__56976149"
"2575","16__56970599__56976149"
"2576","16__22314252__22320831"
"2577","16__22319469__22320831"
"2578","16__22320246__22320831"
"2579","16__22324941__22326529"
"2580","16__22320246__22330267"
"2581","16__22324941__22339908"
"2582","16__8719353__8722967"
"2583","16__67070542__67116242"
"2584","16__46708226__46711310"
"2585","16__56900985__56902284"
"2586","16__56903641__56904648"
"2587","16__56900982__56906698"
"2588","16__56906263__56906698"
"2589","16__56906263__56913139"
"2590","16__56906568__56916409"
"2591","16__56911989__56921005"
"2592","16__56913454__56924268"
"2593","16__56925995__56928554"
"2594","16__56926865__56928554"
"2595","16__56916308__56936420"
"2596","16__68160351__68160513"
"2597","16__68155890__68191971"
"2598","16__68217143__68225678"
"2599","16__15771658__15771806"
"2600","16__27357788__27364017"
"2601","16__30715385__30715636"
"2602","16__30715385__30721449"
"2603","16__30715385__30723065"
"2604","16__30724529__30725032"
"2605","16__30718504__30740893"
"2606","16__30740287__30740893"
"2607","16__56492460__56496546"
"2608","16__30106110__30106218"
"2609","16__4310456__4312702"
"2610","16__1402103__1412321"
"2611","16__70162687__70163025"
"2612","16__70177413__70180131"
"2613","16__70178324__70180131"
"2614","16__70178324__70182456"
"2615","16__70291936__70293089"
"2616","16__70292883__70296427"
"2617","16__70294947__70296427"
"2618","16__70298861__70299565"
"2619","16__70287822__70302282"
"2620","16__70298861__70302282"
"2621","16__24816026__24816172"
"2622","16__16248485__16263710"
"2623","16__16282688__16282831"
"2624","16__16282688__16284224"
"2625","16__16282688__16302716"
"2626","16__16295858__16302716"
"2627","16__30972588__30974875"
"2628","16__4701964__4702825"
"2629","16__4700366__4707364"
"2630","16__30122709__30123542"
"2631","16__47531310__47537001"
"2632","16__47531310__47545683"
"2633","16__47531310__47549512"
"2634","16__47545576__47549512"
"2635","16__47531310__47581459"
"2636","16__47581344__47581459"
"2637","16__47531310__47644831"
"2638","16__47545576__47644831"
"2639","16__47531310__47730399"
"2640","16__67899005__67902314"
"2641","16__56792450__56857758"
"2642","16__69680931__69711238"
"2643","16__69729039__69729282"
"2644","16__48292529__48311390"
"2645","16__48286042__48337216"
"2646","16__48311249__48337216"
"2647","16__48381418__48382201"
"2648","16__58036383__58036549"
"2649","16__74339187__74340186"
"2650","16__58709844__58710250"
"2651","16__58711230__58712798"
"2652","16__70726724__70796508"
"2653","16__70732540__70796508"
"2654","16__70796443__70796928"
"2655","16__70778326__70814842"
"2656","16__70732540__70819772"
"2657","16__68912021__68914533"
"2658","16__70516632__70548412"
"2659","16__68300496__68300624"
"2660","16__68300496__68309152"
"2661","16__68321649__68321774"
"2662","16__68300496__68325564"
"2663","16__68300496__68330416"
"2664","16__74919551__74937998"
"2665","16__74926382__74937998"
"2666","16__74942806__74943815"
"2667","16__74942806__74957901"
"2668","16__74957824__74972164"
"2669","16__74957824__74976724"
"2670","16__74972048__74976724"
"2671","16__74972048__74990508"
"2672","16__74985356__74990508"
"2673","16__339440__343718"
"2674","16__339440__364683"
"2675","16__142594__143323"
"2676","16__148143__150507"
"2677","16__162621__162774"
"2678","16__5077136__5077380"
"2679","16__84767041__84779279"
"2680","16__84773915__84779279"
"2681","16__2106197__2108874"
"2682","16__2120457__2124390"
"2683","16__2112498__2132505"
"2684","16__2120457__2136380"
"2685","16__2135231__2138326"
"2686","16__449379__449739"
"2687","16__16101673__16101849"
"2688","16__16101673__16108485"
"2689","16__16108348__16110478"
"2690","16__16110353__16130460"
"2691","16__16130329__16150152"
"2692","16__16146581__16150152"
"2693","16__16162013__16165586"
"2694","16__16162013__16180848"
"2695","16__16101673__16184445"
"2696","16__16180681__16184445"
"2697","16__16165499__16205439"
"2698","16__16200595__16205439"
"2699","16__16205232__16205439"
"2700","16__16215832__16219768"
"2701","16__16218646__16219768"
"2702","16__16219667__16225792"
"2703","16__16205232__16230501"
"2704","16__16200595__16232415"
"2705","16__16345820__16346379"
"2706","16__16344785__16387601"
"2707","16__87885330__87885455"
"2708","16__87367492__87380856"
"2709","16__87376483__87380856"
"2710","16__87367492__87393972"
"2711","16__22262472__22262643"
"2712","16__583946__586142"
"2713","16__583946__599471"
"2714","16__88793965__88815887"
"2715","16__11988811__11991892"
"2716","16__23543978__23563625"
"2717","16__23494244__23498111"
"2718","16__23486225__23503121"
"2719","16__23498031__23505699"
"2720","16__23117534__23117808"
"2721","16__4498734__4500498"
"2722","16__52484189__52502486"
"2723","16__29819551__29821085"
"2724","16__29871902__29872580"
"2725","16__31120368__31121104"
"2726","16__14947324__14947883"
"2727","16__14951362__14983072"
"2728","16__19483410__19483565"
"2729","16__19627436__19663412"
"2730","16__19653718__19663412"
"2731","16__19627436__19702793"
"2732","16__87760371__87764250"
"2733","16__87782279__87795646"
"2734","16__50321823__50322261"
"2735","16__24564834__24570998"
"2736","16__11857334__11864843"
"2737","16__11868092__11876244"
"2738","16__67980074__67981338"
"2739","16__58568051__58568299"
"2740","16__58557274__58594266"
"2741","16__58562379__58594266"
"2742","16__58565862__58594266"
"2743","16__58571795__58594266"
"2744","16__58572062__58594266"
"2745","16__58589688__58594266"
