"","x"
"1001","11__66006275__66006748"
"1002","11__46801744__46802035"
"1003","11__46817144__46831424"
"1004","11__710422__720746"
"1005","11__36119877__36248980"
"1006","11__6519001__6530502"
"1007","11__6541195__6550351"
"1008","11__6565351__6589806"
"1009","11__6565351__6591626"
"1010","11__6565351__6592653"
"1011","11__9225207__9229179"
"1012","11__407817__410027"
"1013","11__72420915__72422544"
"1014","11__72420915__72425366"
"1015","11__12696956__12785981"
"1016","11__12785726__12886447"
"1017","11__12785726__12903504"
"1018","11__103151077__103194718"
"1019","11__62984786__62985207"
"1020","11__120276827__120278532"
"1021","11__120291462__120302620"
"1022","11__120345269__120348235"
"1023","11__65384721__65396174"
"1024","11__65392396__65396174"
"1025","11__65394876__65397206"
"1026","11__65384721__65402591"
"1027","11__65385411__65403274"
"1028","11__9441958__9442245"
"1029","11__2997254__3000467"
"1030","11__47603640__47604020"
"1031","11__847201__850367"
"1032","11__72468812__72470426"
"1033","11__66254011__66255478"
"1034","12__1025510__1025986"
"1035","12__1887020__1893239"
"1036","12__1889617__1893239"
"1037","12__6623431__6623753"
"1038","12__6635453__6635537"
"1039","12__13061177__13062105"
"1040","12__120995085__120995485"
"1041","12__120995085__120998689"
"1042","12__120992521__121004783"
"1043","12__120995085__121009094"
"1044","12__121004628__121009094"
"1045","12__16042862__16043603"
"1046","12__96717726__96728643"
"1047","12__939169__971436"
"1048","12__987381__1005898"
"1049","12__56669780__56676775"
"1050","12__56676204__56680429"
"1051","12__53410257__53412790"
"1052","12__53412582__53412790"
"1053","12__53413694__53416411"
"1054","12__53421566__53432195"
"1055","12__27067341__27067511"
"1056","12__27132717__27152609"
"1057","12__27143383__27152609"
"1058","12__56481361__56481697"
"1059","12__56481361__56482652"
"1060","12__56481805__56490630"
"1061","12__8192415__8192761"
"1062","12__51089050__51090958"
"1063","12__51086732__51122461"
"1064","12__51121486__51122461"
"1065","12__51122331__51126319"
"1066","12__89995103__90014017"
"1067","12__125270903__125271049"
"1068","12__125284670__125294835"
"1069","12__125296416__125302253"
"1070","12__404739__417171"
"1071","12__96076483__96077487"
"1072","12__56956201__56980710"
"1073","12__56974968__56980710"
"1074","12__56956201__56981448"
"1075","12__56974968__56982158"
"1076","12__56981338__56982158"
"1077","12__56982078__56982158"
"1078","12__109539707__109541416"
"1079","12__110471602__110474133"
"1080","12__109577202__109577863"
"1081","12__109604666__109617102"
"1082","12__109639372__109644661"
"1083","12__109613736__109654725"
"1084","12__109604666__109665294"
"1085","12__3018695__3031568"
"1086","12__125587225__125599103"
"1087","12__125599023__125603311"
"1088","12__1136914__1137738"
"1089","12__1213916__1225199"
"1090","12__109196098__109205104"
"1091","12__109194556__109212089"
"1092","12__112308889__112327948"
"1093","12__121747504__121747666"
"1094","12__121768386__121773526"
"1095","12__121773336__121775195"
"1096","12__121756080__121783834"
"1097","12__120582110__120593523"
"1098","12__120600651__120601063"
"1099","12__120592774__120613015"
"1100","12__120572095__120614020"
"1101","12__120578663__120615358"
"1102","12__120600874__120615555"
"1103","12__120568989__120622046"
"1104","12__120578663__120622046"
"1105","12__120600874__120622046"
"1106","12__120615487__120628203"
"1107","12__120636921__120637008"
"1108","12__112120950__112121111"
"1109","12__133383763__133398897"
"1110","12__123488941__123490095"
"1111","12__53702941__53703505"
"1112","12__53701836__53714476"
"1113","12__109046048__109048186"
"1114","12__109048082__109048186"
"1115","12__109072048__109095099"
"1116","12__51402259__51404549"
"1117","12__121706441__121708748"
"1118","12__122468606__122481959"
"1119","12__53448970__53449629"
"1120","12__96410822__96413018"
"1121","12__2931960__2932077"
"1122","12__2973486__2975687"
"1123","12__2975559__2975687"
"1124","12__112130501__112130700"
"1125","12__112130501__112147488"
"1126","12__112150302__112171872"
"1127","12__113388498__113405979"
"1128","12__124102305__124103384"
"1129","12__46622936__46637097"
"1130","12__46633462__46637097"
"1131","12__118456877__118463633"
"1132","12__54735990__54739299"
"1133","12__69109407__69126519"
"1134","12__69109407__69135760"
"1135","12__56822020__56828015"
"1136","12__69653824__69656342"
"1137","12__6646086__6646176"
"1138","12__6645850__6647162"
"1139","12__6646086__6647162"
"1140","12__6645850__6646556"
"1141","12__6646086__6646556"
"1142","12__6680035__6690339"
"1143","12__100433374__100466591"
"1144","12__6970607__6971722"
"1145","12__7053639__7055165"
"1146","12__7054934__7055165"
"1147","12__7088633__7088741"
"1148","12__7090756__7092700"
"1149","12__104476278__104476384"
"1150","12__95434252__95443009"
"1151","12__101680099__101684666"
"1152","12__120241010__120270668"
"1153","12__116440808__116444216"
"1154","12__116675273__116675510"
"1155","12__26208169__26220646"
"1156","12__26568236__26596583"
"1157","12__28458582__28544344"
"1158","12__51173923__51189792"
"1159","12__49854553__49883356"
"1160","12__52446280__52451314"
"1161","12__57559867__57571028"
"1162","12__57567563__57571028"
"1163","12__57556641__57589182"
"1164","12__58166800__58166911"
"1165","12__9317735__9356547"
"1166","12__69042479__69048032"
"1167","12__69042479__69050229"
"1168","12__70193989__70195501"
"1169","12__123332578__123334502"
"1170","12__29786080__29786269"
"1171","12__29904599__29911710"
"1172","12__29904599__29921008"
"1173","12__42745687__42749024"
"1174","12__48357992__48358206"
"1175","12__23793746__24048958"
"1176","12__118619176__118704564"
"1177","12__121426636__121426835"
"1178","12__117271597__117274087"
"1179","12__117273986__117274087"
"1180","12__121654937__121659787"
"1181","12__54062932__54063732"
"1182","12__54062932__54066429"
"1183","12__58144439__58144873"
"1184","12__58144706__58145125"
"1185","12__49719284__49723237"
"1186","12__53670404__53671011"
"1187","12__53664162__53686754"
"1188","12__54675170__54675286"
"1189","12__54675170__54676658"
"1190","12__54676178__54676658"
"1191","12__52380602__52385777"
"1192","12__52385647__52385777"
"1193","12__65113802__65133279"
"1194","12__69214105__69218431"
"1195","12__69214105__69222711"
"1196","12__100676721__100691953"
"1197","12__105591543__105605095"
"1198","12__108082225__108082579"
"1199","12__108086777__108103009"
"1200","12__105519782__105540924"
"1201","12__105255069__105322472"
"1202","12__12022358__12022903"
"1203","12__39064531__39096723"
"1204","12__20885843__20890206"
"1205","12__22811948__22826594"
"1206","12__59271182__59272887"
"1207","12__88553891__88554628"
"1208","12__129285399__129294018"
"1209","12__129293333__129294018"
"1210","12__129293333__129294656"
"1211","12__129299320__129299615"
"1212","12__110421178__110421499"
"1213","12__56630715__56630795"
"1214","12__49072819__49073616"
"1215","12__56531616__56532623"
"1216","12__56526503__56532797"
"1217","12__53578675__53580293"
"1218","12__125436944__125449552"
"1219","12__125453080__125460057"
"1220","12__2061582__2062454"
"1221","12__40441853__40442012"
"1222","12__121220458__121220570"
"1223","12__121204066__121222396"
"1224","12__121220458__121222396"
"1225","12__121220458__121229360"
"1226","12__121220458__121248689"
"1227","12__122380440__122380881"
"1228","12__122284768__122285120"
"1229","12__50385781__50388292"
"1230","12__50385781__50395035"
"1231","12__50385781__50399175"
"1232","12__50385781__50410502"
"1233","12__69983265__69987393"
"1234","12__8852381__8906689"
"1235","12__8866407__8906689"
"1236","12__57493779__57500122"
"1237","12__58339411__58345678"
"1238","12__57987808__57993221"
"1239","12__49424958__49435488"
"1240","12__49433005__49440573"
"1241","12__49663248__49663470"
"1242","12__53512134__53515185"
"1243","12__31568301__31586182"
"1244","12__31566370__31600703"
"1245","12__31586089__31600703"
"1246","12__20709594__20709644"
"1247","12__20709594__20769318"
"1248","12__20766377__20774345"
"1249","12__20766377__20783061"
"1250","12__20774230__20783061"
"1251","12__20769164__20786712"
"1252","12__20769164__20787990"
"1253","12__20766377__20799537"
"1254","12__20790034__20803534"
"1255","12__112616735__112657293"
"1256","12__112681424__112688938"
"1257","12__49166078__49167430"
"1258","12__117365828__117387511"
"1259","12__9229352__9230016"
"1260","12__9241796__9243078"
"1261","12__9241796__9254270"
"1262","12__9229942__9259201"
"1263","12__9246061__9262930"
"1264","12__9229352__9265132"
"1265","12__9259087__9266139"
"1266","12__118474143__118476193"
"1267","12__133324418__133331719"
"1268","12__133237555__133242036"
"1269","12__132423718__132426528"
"1270","12__83250789__83251359"
"1271","12__112888122__112910844"
"1272","12__112915455__112915819"
"1273","12__112888122__112926979"
"1274","12__57624586__57626358"
"1275","12__123031962__123047246"
"1276","12__123019211__123072421"
"1277","12__64816785__64825603"
"1278","12__132635803__132636742"
"1279","12__53775443__53777406"
"1280","12__53800369__53803345"
"1281","12__113705648__113707650"
"1282","12__113705648__113710497"
"1283","12__113710463__113711473"
"1284","12__113711037__113714840"
"1285","12__113705648__113716042"
"1286","12__113725968__113726039"
"1287","12__113705648__113728048"
"1288","12__122181535__122188345"
"1289","12__122181535__122190129"
"1290","12__122186232__122190129"
"1291","12__122181535__122199644"
"1292","12__122188286__122199644"
"1293","12__122186232__122209455"
"1294","12__122181535__122211419"
"1295","12__46230372__46233279"
"1296","12__46230372__46254732"
"1297","12__46230524__46254732"
"1298","12__124832371__124835283"
"1299","12__124911168__124922542"
"1300","12__124911168__124934413"
"1301","12__124934361__124941708"
"1302","12__110819557__110820765"
"1303","12__110819557__110834257"
"1304","12__110820648__110834257"
"1305","12__57106846__57108223"
"1306","12__64377727__64383852"
"1307","12__53856277__53862616"
"1308","12__53848510__53865591"
"1309","12__53859716__53865591"
"1310","12__3120170__3131183"
"1311","12__112370390__112381173"
"1312","12__112371690__112381173"
"1313","12__112371690__112429693"
"1314","12__111893833__111923669"
"1315","12__111923075__111923669"
"1316","12__111923075__111924628"
"1317","12__111907912__111993723"
"1318","12__110925666__110925748"
"1319","13__77651283__77699603"
"1320","13__77779391__77792092"
"1321","13__77791975__77799689"
"1322","13__77791975__77818086"
"1323","13__77798586__77838137"
"1324","13__98645146__98670958"
"1325","13__113477659__113481205"
"1326","13__113513707__113530255"
"1327","13__33249981__33309467"
"1328","13__33268360__33309467"
"1329","13__33306238__33309467"
"1330","13__33306238__33315286"
"1331","13__33306238__33316865"
"1332","13__25030479__25052414"
"1333","13__37614542__37621738"
"1334","13__37614542__37625720"
"1335","13__42245082__42267108"
"1336","13__42335264__42361679"
"1337","13__42335264__42393522"
"1338","13__42481722__42486304"
"1339","13__51957465__51963580"
"1340","13__74387289__74420510"
"1341","13__43986052__43987124"
"1342","13__41814397__41835051"
"1343","13__41826781__41835051"
"1344","13__37427556__37427812"
"1345","13__37539712__37546173"
"1346","13__20534098__20641530"
"1347","13__20625573__20641530"
"1348","13__52534284__52542743"
"1349","13__95768176__95840796"
"1350","13__95858786__95860179"
"1351","13__95858786__95863035"
"1352","13__100207790__100207901"
"1353","13__113170754__113181798"
"1354","13__113170754__113200179"
"1355","13__113718618__113719399"
"1356","13__31195901__31227442"
"1357","13__21417909__21418025"
"1358","13__26974590__26975761"
"1359","13__40293373__40293964"
"1360","13__52997709__53001354"
"1361","13__53000067__53016580"
"1362","13__51501543__51501614"
"1363","13__51501543__51517530"
"1364","13__75900333__75911176"
"1365","13__75915632__75923438"
"1366","13__47297356__47308133"
"1367","13__50123594__50141456"
"1368","13__76301165__76391414"
"1369","13__50054355__50059859"
"1370","13__48941630__49033969"
"1371","13__79908479__79940330"
"1372","13__79908479__79953042"
"1373","13__113999178__114018225"
"1374","13__113873259__113883833"
"1375","13__70314526__70549934"
"1376","13__114149817__114154464"
"1377","13__114149817__114175048"
"1378","13__114152657__114175048"
"1379","13__114154273__114175048"
"1380","13__114164553__114175048"
"1381","13__114188360__114193822"
"1382","13__114174931__114202767"
"1383","13__28771322__28794515"
"1384","13__28748409__28830676"
"1385","13__28748409__28835595"
"1386","13__28771322__28835595"
"1387","13__28830429__28835595"
"1388","13__28834584__28835595"
"1389","13__28840852__28841013"
"1390","13__28840852__28845003"
"1391","13__28840852__28862259"
"1392","13__98865474__98865667"
"1393","13__98865474__99030172"
"1394","13__99020371__99030172"
"1395","13__99061592__99076904"
"1396","13__99083297__99083534"
"1397","13__53227181__53227238"
"1398","13__35644045__36220485"
"1399","13__45980018__45983209"
"1400","13__101020726__101101559"
"1401","13__94679983__94680148"
"1402","13__114806476__114839312"
"1403","13__114265311__114277601"
"1404","13__111274563__111287935"
"1405","13__33091994__33101669"
"1406","14__91763649__91810001"
"1407","14__91808724__91810001"
"1408","14__61262935__61346553"
"1409","14__61285440__61346553"
"1410","14__55168780__55169298"
"1411","14__69919958__69921614"
"1412","14__90450860__90459827"
"1413","14__100317190__100331983"
"1414","14__100384119__100387214"
"1415","14__68151732__68157138"
"1416","14__68157857__68159769"
"1417","14__69343799__69376113"
"1418","14__69369194__69376113"
"1419","14__68222665__68229536"
"1420","14__68238764__68270981"
"1421","14__68260888__68274637"
"1422","14__53327059__53331571"
"1423","14__103871413__103871604"
"1424","14__73614503__73614814"
"1425","14__73614503__73614802"
"1426","14__73614503__73653628"
"1427","14__73614503__73659572"
"1428","14__73614503__73690399"
"1429","14__52495440__52527074"
"1430","14__104245082__104263855"
"1431","14__76638186__76643033"
"1432","14__76620697__76662315"
"1433","14__76642966__76662315"
"1434","14__31103153__31177271"
"1435","14__31588916__31590711"
"1436","14__31583492__31597212"
"1437","14__31581622__31602881"
"1438","14__31602444__31602881"
"1439","14__31596991__31613463"
"1440","14__31596991__31641328"
"1441","14__31605737__31641328"
"1442","14__21698478__21699231"
"1443","14__21698478__21731495"
"1444","14__21830356__21830483"
"1445","14__21955610__21961416"
"1446","14__23371396__23380612"
"1447","14__23373470__23380612"
"1448","14__50120708__50136316"
"1449","14__50130033__50141145"
"1450","14__50131344__50141145"
"1451","14__50136242__50141145"
"1452","14__50596679__50597480"
"1453","14__50641172__50647400"
"1454","14__53525195__53527919"
"1455","14__58718837__58724716"
"1456","14__93176017__93179216"
"1457","14__93182481__93183806"
"1458","14__93428700__93429194"
"1459","14__93412676__93460342"
"1460","14__93460225__93483146"
"1461","14__61186478__61187163"
"1462","14__94417345__94417590"
"1463","14__95557540__95578584"
"1464","14__64896902__64898579"
"1465","14__64902287__64920579"
"1466","14__71434915__71445365"
"1467","14__71455284__71455416"
"1468","14__71435738__71462642"
"1469","14__71443659__71462642"
"1470","14__71455284__71476441"
"1471","14__71455284__71479919"
"1472","14__71476351__71489949"
"1473","14__71476351__71514701"
"1474","14__71495417__71514701"
"1475","14__71455284__71524441"
"1476","14__71511850__71524441"
"1477","14__71511850__71543136"
"1478","14__71455284__71556059"
"1479","14__71455284__71572157"
"1480","14__97319411__97321693"
"1481","14__97313594__97327072"
"1482","14__91947920__91952074"
"1483","14__23502577__23502883"
"1484","14__23530507__23547475"
"1485","14__32559708__32586493"
"1486","14__24586126__24590726"
"1487","14__24649006__24649112"
"1488","14__39530969__39545297"
"1489","14__39543619__39545297"
"1490","14__24735636__24737404"
"1491","14__24736866__24737825"
"1492","14__24737316__24737825"
"1493","14__24738286__24739346"
"1494","14__75563803__75570700"
"1495","14__75563803__75577074"
"1496","14__75576388__75577074"
"1497","14__75576388__75585638"
"1498","14__75576388__75587283"
"1499","14__75557973__75590926"
"1500","14__75562075__75590926"
"1501","14__75576388__75590926"
"1502","14__75142844__75143455"
"1503","14__75500122__75516421"
"1504","14__75508318__75516421"
"1505","14__75513079__75516421"
"1506","14__76173361__76174050"
"1507","14__76173361__76187046"
"1508","14__76184204__76187046"
"1509","14__76230958__76249873"
"1510","14__76349028__76368567"
"1511","14__75355798__75356052"
"1512","14__76427266__76427419"
"1513","14__73538335__73538455"
"1514","14__60582437__60592541"
"1515","14__65197756__65199619"
"1516","14__23944767__23945616"
"1517","14__23444183__23444313"
"1518","14__31763097__31763310"
"1519","14__31765115__31777226"
"1520","14__31763097__31785155"
"1521","14__31778140__31785155"
"1522","14__31771501__31790886"
"1523","14__31787430__31806820"
"1524","14__31771501__31828263"
"1525","14__31771501__31844174"
"1526","14__58686412__58690574"
"1527","14__51710574__51716483"
"1528","14__52156409__52182217"
"1529","14__63416851__63473190"
"1530","14__63416851__63483672"
"1531","14__63447590__63483672"
"1532","14__100820024__100828258"
"1533","14__77914837__77917676"
"1534","14__104488494__104493276"
"1535","14__104490906__104493276"
"1536","14__104484429__104508524"
"1537","14__24765715__24766087"
"1538","14__89192885__89221015"
"1539","14__89319315__89327676"
"1540","14__21464368__21464870"
"1541","14__21555479__21556257"
"1542","14__73440788__73465023"
"1543","14__91110392__91124731"
"1544","14__91142867__91252672"
"1545","14__92601711__92601840"
"1546","14__67431908__67525503"
"1547","14__67431908__67579888"
"1548","14__36017714__36104804"
"1549","14__36041766__36104804"
"1550","14__36064840__36104804"
"1551","14__36017714__36147308"
"1552","14__36140595__36147308"
"1553","14__36140595__36211771"
"1554","14__36154135__36211771"
"1555","14__100934358__100950461"
"1556","14__105818715__105821514"
"1557","14__68301797__68758697"
"1558","14__39623415__39627606"
"1559","14__99924616__99932150"
"1560","14__102461010__102476423"
"1561","14__102461518__102476423"
"1562","14__102484788__102486393"
"1563","14__102452024__102507010"
"1564","14__102453790__102507010"
"1565","14__102461518__102507010"
"1566","14__102466326__102507010"
"1567","14__102466623__102507010"
"1568","14__102473345__102507010"
"1569","14__102483425__102507010"
"1570","14__102483720__102507010"
"1571","14__102484788__102507010"
"1572","14__102492911__102507010"
"1573","14__102496156__102507010"
"1574","14__102496499__102507010"
"1575","14__102505035__102507010"
"1576","14__102505749__102507010"
"1577","14__102466326__102509085"
"1578","14__72054288__72090953"
"1579","14__55475034__55480314"
"1580","14__55475034__55493521"
"1581","14__35263955__35331528"
"1582","14__35331250__35331528"
"1583","14__45494986__45514073"
"1584","14__70442432__70442531"
"1585","14__70459134__70461197"
"1586","14__70444635__70490164"
"1587","14__70459134__70490164"
"1588","14__70477471__70490164"
"1589","14__103405947__103406661"
"1590","14__103410228__103416939"
"1591","14__99983425__100002425"
"1592","14__74557935__74564563"
"1593","14__24034815__24035101"
"1594","15__35192823__35226836"
"1595","15__35219236__35226836"
"1596","15__64410316__64411053"
"1597","15__68434284__68439038"
"1598","15__72509750__72511451"
"1599","15__22940728__22945162"
"1600","15__22940728__22947086"
"1601","15__22960793__22963874"
"1602","15__55619729__55634000"
"1603","15__85607601__85610435"
"1604","15__85619093__85626875"
"1605","15__85657104__85661070"
"1606","15__65759016__65759561"
"1607","15__65759016__65772737"
"1608","15__51240217__51250991"
"1609","15__80390758__80415142"
"1610","15__65266940__65275931"
"1611","15__65273202__65275931"
"1612","15__50884108__50885946"
"1613","15__50923614__50926753"
"1614","15__50923614__50955243"
"1615","15__50949978__50955243"
"1616","15__67524152__67529158"
"1617","15__63930610__63954220"
"1618","15__63930910__63954220"
"1619","15__63947941__63954220"
"1620","15__63930610__63956793"
"1621","15__63970044__64005864"
"1622","15__63907967__64008672"
"1623","15__99696353__99785715"
"1624","15__42531868__42560230"
"1625","15__42727582__42732011"
"1626","15__50330965__50339661"
"1627","15__50330965__50366382"
"1628","15__50592986__50593565"
"1629","15__50592986__50596330"
"1630","15__30026478__30065560"
"1631","15__30033535__30065560"
"1632","15__30053342__30065560"
"1633","15__30053342__30092905"
"1634","15__51743842__51747425"
"1635","15__51790749__51792428"
"1636","15__44859622__44865018"
"1637","15__44864881__44892830"
"1638","15__44876012__44892830"
"1639","15__44888281__44892830"
"1640","15__44898223__44903183"
"1641","15__44858052__44944464"
"1642","15__44941064__44949494"
"1643","15__25650608__25650649"
"1644","15__25650608__25657118"
"1645","15__28463635__28508315"
"1646","15__28478292__28508315"
"1647","15__28482109__28516014"
"1648","15__28451386__28566610"
"1649","15__57730183__57816949"
"1650","15__43067333__43109295"
"1651","15__43086842__43132631"
"1652","15__43120126__43132631"
"1653","15__43122136__43132631"
"1654","15__43067333__43170882"
"1655","15__43120126__43170882"
"1656","15__41289727__41319934"
"1657","15__41337102__41348904"
"1658","15__41348820__41350979"
"1659","15__41361768__41362745"
"1660","15__41373218__41379880"
"1661","15__40702827__40707681"
"1662","15__40705190__40708561"
"1663","15__40675429__40684224"
"1664","15__68501975__68503656"
"1665","15__68506628__68506726"
"1666","15__68501975__68510988"
"1667","15__62169172__62174935"
"1668","15__62299507__62306191"
"1669","15__78762874__78764266"
"1670","15__67842372__67879251"
"1671","15__67873092__67893087"
"1672","15__67984817__67985906"
"1673","15__67984817__67995746"
"1674","15__68040569__68065090"
"1675","15__44788578__44789336"
"1676","15__59175825__59205895"
"1677","15__39876189__39881287"
"1678","15__42103081__42105299"
"1679","15__69629680__69652470"
"1680","15__71229100__71256271"
"1681","15__43668296__43669265"
"1682","15__43672282__43696750"
"1683","15__41036245__41044376"
"1684","15__43440953__43441349"
"1685","15__48054397__48060812"
"1686","15__51018518__51018574"
"1687","15__51012137__51023236"
"1688","15__75340894__75343067"
"1689","15__23014438__23014528"
"1690","15__34548430__34551145"
"1691","15__57355948__57384089"
"1692","15__57523350__57535748"
"1693","15__57535670__57535748"
"1694","15__59942868__59942972"
"1695","15__43021427__43021560"
"1696","15__43023409__43028276"
"1697","15__43023818__43028276"
"1698","15__43025295__43028276"
"1699","15__43026136__43028276"
"1700","15__70346777__70347637"
"1701","15__69075295__69075392"
"1702","15__76523674__76584854"
"1703","15__76576098__76584854"
"1704","15__76576098__76585041"
"1705","15__76518190__76588078"
"1706","15__76523674__76588078"
"1707","15__76576098__76588078"
"1708","15__76578712__76588078"
"1709","15__76584960__76588078"
"1710","15__76587932__76588078"
"1711","15__78577603__78582054"
"1712","15__99250791__99251336"
"1713","15__99250791__99442850"
"1714","15__99250791__99460105"
"1715","15__99465377__99491937"
"1716","15__65113366__65113480"
"1717","15__65114465__65116553"
"1718","15__63824846__63852169"
"1719","15__101906401__101910728"
"1720","15__89848346__89849425"
"1721","15__89633514__89659752"
"1722","15__89656956__89659752"
"1723","15__89698598__89698765"
"1724","15__90125917__90126196"
"1725","15__91420757__91423004"
"1726","15__91422674__91424270"
"1727","15__90969342__90983847"
"1728","15__91016947__91017030"
"1729","15__91136868__91150710"
"1730","15__91162973__91169225"
"1731","15__91157685__91172764"
"1732","15__91181678__91184431"
"1733","15__82533611__82545116"
"1734","15__22848875__22866800"
"1735","15__85451949__85467341"
"1736","15__73862491__73884478"
"1737","15__49493359__49531564"
"1738","15__49528048__49575915"
"1739","15__49528048__49584734"
"1740","15__49528048__49612002"
"1741","15__40477366__40477843"
"1742","15__40475915__40502411"
"1743","15__59323003__59368414"
"1744","15__59450486__59517022"
"1745","15__59455356__59517022"
"1746","15__59510090__59517022"
"1747","15__59464096__59523990"
"1748","15__59430397__59548577"
"1749","15__59487660__59548577"
"1750","15__43322142__43330430"
"1751","15__78452434__78454709"
"1752","15__85341819__85343208"
"1753","15__44671888__44671986"
"1754","15__42470416__42470768"
"1755","15__67457233__67459191"
"1756","15__44053622__44055404"
"1757","15__78308888__78317839"
"1758","15__78305165__78322512"
"1759","15__43857065__43860751"
"1760","15__66774093__66777529"
"1761","15__66777328__66777529"
"1762","15__66727365__66779630"
"1763","15__75714988__75715164"
"1764","15__75722528__75722749"
"1765","15__75763021__75819602"
"1766","15__23060815__23062319"
"1767","15__86028941__86064806"
"1768","15__86076815__86087186"
"1769","15__86076815__86259154"
"1770","15__77471132__77474382"
"1771","15__93489051__93489446"
"1772","15__93467551__93518180"
"1773","15__41988273__42000406"
"1774","15__41988273__42005694"
"1775","15__42046635__42050037"
"1776","15__66795396__66795502"
"1777","15__65982753__66021585"
"1778","15__66021410__66031213"
"1779","15__66030045__66034122"
"1780","15__66021410__66048810"
"1781","15__65959787__66053776"
"1782","15__66021410__66053776"
"1783","15__65623750__65624444"
"1784","15__92663695__92694244"
"1785","15__92638111__92706228"
"1786","15__85189415__85196930"
"1787","15__74932807__74967483"
"1788","15__74911538__74912566"
"1789","15__74865203__74865545"
"1790","15__60653140__60674640"
"1791","15__91553031__91557663"
"1792","15__90744690__90764997"
"1793","15__90763025__90764997"
"1794","15__90760671__90768629"
"1795","15__41535865__41555081"
"1796","15__71433788__71507738"
"1797","15__71433788__71535435"
"1798","15__71433788__72021063"
"1799","15__71433788__72030346"
"1800","15__31196715__31206294"
"1801","15__91512309__91522524"
"1802","15__91512677__91537804"
"1803","16__3801727__3820987"
"1804","16__3843387__3901010"
"1805","16__3860604__3901010"
"1806","16__3900298__3901010"
"1807","16__2867802__2868970"
"1808","16__2147729__2147985"
"1809","16__2167792__2169379"
"1810","16__29841795__29842394"
"1811","16__29845054__29845387"
"1812","16__29847025__29848279"
"1813","16__5129749__5131057"
"1814","16__67912640__67916230"
"1815","16__11096931__11118778"
"1816","16__11114050__11118778"
"1817","16__11114050__11145498"
"1818","16__11114050__11154879"
"1819","16__11214472__11220003"
"1820","16__11145370__11220201"
"1821","16__71689143__71692718"
"1822","16__71692136__71698002"
"1823","16__71701081__71706225"
"1824","16__71703178__71706225"
"1825","16__71692136__71713438"
"1826","16__71710350__71713438"
"1827","16__71712658__71715808"
"1828","16__71715654__71715808"
"1829","16__71736501__71748704"
"1830","16__71748415__71748704"
"1831","16__56969147__56976149"
"1832","16__56970599__56976149"
"1833","16__22314252__22320831"
"1834","16__22320246__22320831"
"1835","16__22324941__22339908"
"1836","16__8719353__8722967"
"1837","16__67070542__67116242"
"1838","16__46708226__46711310"
"1839","16__56900985__56902284"
"1840","16__56903641__56904648"
"1841","16__56906263__56906698"
"1842","16__56906263__56913139"
"1843","16__56906568__56916409"
"1844","16__56911989__56921005"
"1845","16__56913454__56924268"
"1846","16__56916308__56936420"
"1847","16__68155890__68191971"
"1848","16__68217143__68225678"
"1849","16__30715385__30715636"
"1850","16__30715385__30721449"
"1851","16__30715385__30723065"
"1852","16__30724529__30725032"
"1853","16__30718504__30740893"
"1854","16__30740287__30740893"
"1855","16__30106110__30106218"
"1856","16__4310456__4312702"
"1857","16__1402103__1412321"
"1858","16__70162687__70163025"
"1859","16__70177413__70180131"
"1860","16__70178324__70182456"
"1861","16__70291936__70293089"
"1862","16__70292883__70296427"
"1863","16__70298861__70299565"
"1864","16__70287822__70302282"
"1865","16__70298861__70302282"
"1866","16__16248485__16263710"
"1867","16__16282688__16282831"
"1868","16__16282688__16284224"
"1869","16__16282688__16302716"
"1870","16__16295858__16302716"
"1871","16__4701964__4702825"
"1872","16__30122709__30123542"
"1873","16__47531310__47545683"
"1874","16__47531310__47549512"
"1875","16__47545576__47549512"
"1876","16__47581344__47581459"
"1877","16__47545576__47644831"
"1878","16__67899005__67902314"
"1879","16__56792450__56857758"
"1880","16__69680931__69711238"
"1881","16__69729039__69729282"
"1882","16__48292529__48311390"
"1883","16__48286042__48337216"
"1884","16__48311249__48337216"
"1885","16__48381418__48382201"
"1886","16__58036383__58036549"
"1887","16__74339187__74340186"
"1888","16__58709844__58710250"
"1889","16__58711230__58712798"
"1890","16__70726724__70796508"
"1891","16__70732540__70796508"
"1892","16__70796443__70796928"
"1893","16__70778326__70814842"
"1894","16__68912021__68914533"
"1895","16__70516632__70548412"
"1896","16__68300496__68300624"
"1897","16__68300496__68309152"
"1898","16__68321649__68321774"
"1899","16__74919551__74937998"
"1900","16__74926382__74937998"
"1901","16__74942806__74943815"
"1902","16__74942806__74957901"
"1903","16__74957824__74972164"
"1904","16__74957824__74976724"
"1905","16__74972048__74976724"
"1906","16__74985356__74990508"
"1907","16__339440__364683"
"1908","16__148143__150507"
"1909","16__162621__162774"
"1910","16__5077136__5077380"
"1911","16__84767041__84779279"
"1912","16__2106197__2108874"
"1913","16__2120457__2124390"
"1914","16__2112498__2132505"
"1915","16__449379__449739"
"1916","16__16101673__16101849"
"1917","16__16101673__16108485"
"1918","16__16108348__16110478"
"1919","16__16130329__16150152"
"1920","16__16162013__16165586"
"1921","16__16101673__16184445"
"1922","16__16180681__16184445"
"1923","16__16200595__16205439"
"1924","16__16205232__16205439"
"1925","16__16218646__16219768"
"1926","16__16219667__16225792"
"1927","16__16205232__16230501"
"1928","16__87367492__87380856"
"1929","16__87376483__87380856"
"1930","16__87367492__87393972"
"1931","16__22262472__22262643"
"1932","16__583946__586142"
"1933","16__583946__599471"
"1934","16__88793965__88815887"
