"","x"
"1672","11__48161038__48161328"
"1673","11__47187819__47195391"
"1674","11__47496888__47505084"
"1675","11__47505005__47505084"
"1676","11__47493743__47510576"
"1677","11__47498849__47510576"
"1678","11__47504247__47510576"
"1679","11__77594878__77602886"
"1680","11__77602365__77602886"
"1681","11__77632386__77633517"
"1682","11__77649697__77652297"
"1683","11__77649697__77672184"
"1684","11__77666988__77672184"
"1685","11__77690042__77692622"
"1686","11__77618763__77702345"
"1687","11__110007388__110030215"
"1688","11__108172375__108175579"
"1689","11__108198372__108206688"
"1690","11__73996854__74000175"
"1691","11__118918446__118923141"
"1692","11__61108908__61113418"
"1693","11__62363751__62364004"
"1694","11__62362453__62364297"
"1695","11__61131724__61133688"
"1696","11__61133517__61135470"
"1697","11__61570273__61570398"
"1698","11__61578223__61578351"
"1699","11__61570273__61578547"
"1700","11__61574136__61578547"
"1701","11__61579943__61580825"
"1702","11__62370621__62379068"
"1703","11__61179241__61196762"
"1704","11__61188862__61196762"
"1705","11__125513687__125525242"
"1706","11__117062970__117064679"
"1707","11__64024090__64024236"
"1708","11__64029879__64030033"
"1709","11__64022706__64031267"
"1710","11__64027501__64031267"
"1711","11__111909968__111915954"
"1712","11__18568427__18591924"
"1713","11__18596894__18600355"
"1714","11__44130744__44135851"
"1715","11__86176133__86198482"
"1716","11__86267595__86270865"
"1717","11__86198379__86383000"
"1718","11__134126442__134127151"
"1719","11__134063911__134064633"
"1720","11__134063911__134072800"
"1721","11__134062584__134078845"
"1722","11__134062584__134079371"
"1723","11__129722370__129725787"
"1724","11__14793483__14810788"
"1725","11__14825490__14856641"
"1726","11__120916383__120924441"
"1727","11__120916383__120930794"
"1728","11__57449894__57457909"
"1729","11__57460083__57463515"
"1730","11__57460083__57464345"
"1731","11__75167802__75173934"
"1732","11__76162902__76183884"
"1733","11__76174865__76183884"
"1734","11__76183608__76207513"
"1735","11__77815026__77815499"
"1736","11__77815026__77820627"
"1737","11__77820488__77830295"
"1738","11__77820488__77835260"
"1739","11__117089182__117094024"
"1740","11__118940944__118944661"
"1741","11__118940944__118950010"
"1742","11__61118463__61120611"
"1743","11__61118463__61121464"
"1744","11__61253996__61254712"
"1745","11__62594627__62595103"
"1746","11__64898745__64898844"
"1747","11__64127635__64136073"
"1748","11__68115315__68115711"
"1749","11__68115315__68125315"
"1750","11__68115315__68133170"
"1751","11__68125118__68133170"
"1752","11__68133039__68133170"
"1753","11__68170951__68174281"
"1754","11__68173992__68179088"
"1755","11__68125118__68181480"
"1756","11__68170951__68181480"
"1757","11__68131215__68183995"
"1758","11__68170951__68183995"
"1759","11__68115315__68193655"
"1760","11__68183796__68193655"
"1761","11__68190957__68193655"
"1762","11__68173992__68197168"
"1763","11__68190957__68197168"
"1764","11__68183796__68201306"
"1765","11__68133039__68204467"
"1766","11__68173992__68204467"
"1767","11__68125118__68207384"
"1768","11__71939771__71940602"
"1769","11__71946890__71949219"
"1770","11__47200710__47200830"
"1771","11__47445980__47446262"
"1772","11__47440320__47447501"
"1773","11__93429486__93440063"
"1774","11__93412578__93457541"
"1775","11__123611125__123611244"
"1776","11__6625456__6629441"
"1777","11__6629276__6629441"
"1778","11__6630743__6630870"
"1779","11__6630955__6631076"
"1780","11__6625456__6631266"
"1781","11__75439015__75440034"
"1782","11__74562133__74574066"
"1783","11__74570203__74632392"
"1784","11__8728632__8734282"
"1785","11__8732392__8734282"
"1786","11__8772168__8832882"
"1787","11__8832794__8860897"
"1788","11__9533995__9537909"
"1789","11__86778736__86802437"
"1790","11__86802404__87030419"
"1791","11__87013338__87030419"
"1792","11__87025513__87030419"
"1793","11__20083853__20104725"
"1794","11__20125199__20125270"
"1795","11__59410353__59415386"
"1796","11__59422996__59424073"
"1797","11__59426339__59426942"
"1798","11__3988782__4045217"
"1799","11__4076756__4080626"
"1800","11__4123223__4127453"
"1801","11__4132831__4133292"
"1802","11__4128665__4144614"
"1803","11__67376023__67376193"
"1804","11__61071337__61079556"
"1805","11__61079256__61079556"
"1806","11__61079256__61081958"
"1807","11__61081780__61083865"
"1808","11__61083964__61084039"
"1809","11__61096835__61097546"
"1810","11__60901508__60906307"
"1811","11__61031959__61032684"
"1812","11__61032594__61032684"
"1813","11__61032428__61042056"
"1814","11__61034934__61042056"
"1815","11__61039147__61042056"
"1816","11__61041971__61042056"
"1817","11__61031959__61044152"
"1818","11__61034934__61044152"
"1819","11__61031959__61045948"
"1820","11__61032428__61045948"
"1821","11__61036394__61045948"
"1822","11__61039147__61045948"
"1823","11__61044065__61045948"
"1824","11__61039147__61058825"
"1825","11__61048096__61058825"
"1826","11__61048096__61059048"
"1827","11__61732459__61732987"
"1828","11__62638217__62638309"
"1829","11__62638217__62639141"
"1830","11__62639049__62639141"
"1831","11__62649365__62653080"
"1832","11__62652649__62653080"
"1833","11__62639049__62655690"
"1834","11__62648491__62655690"
"1835","11__63585688__63586124"
"1836","11__63585999__63595190"
"1837","11__73748523__73759383"
"1838","11__73789160__73789762"
"1839","11__73768451__73809300"
"1840","11__73829273__73829427"
"1841","11__73748523__73834180"
"1842","11__73748523__73844602"
"1843","11__73843889__73850873"
"1844","11__73849765__73850873"
"1845","11__73843889__73872601"
"1846","11__64813661__64821048"
"1847","11__64825347__64825468"
"1848","11__117023157__117034608"
"1849","11__129825407__129830977"
"1850","11__129827641__129830977"
"1851","11__119002245__119003929"
"1852","11__65651863__65651960"
"1853","11__65651863__65652127"
"1854","11__67232274__67235034"
"1855","11__65632691__65632794"
"1856","11__65629418__65633365"
"1857","11__67074309__67074907"
"1858","11__67075317__67077439"
"1859","11__71183495__71196694"
"1860","11__71189441__71202022"
"1861","11__71201891__71202949"
"1862","11__71184324__71209574"
"1863","11__71152273__71152486"
"1864","11__66947550__66975159"
"1865","11__66974981__66975159"
"1866","11__66985202__66986874"
"1867","11__65373232__65375919"
"1868","11__65373417__65375541"
"1869","11__66638246__66721907"
"1870","11__66515850__66590145"
"1871","11__66589114__66590145"
"1872","11__66515850__66595835"
"1873","11__66589114__66595835"
"1874","11__66436086__66436762"
"1875","11__66444139__66444562"
"1876","11__66133407__66137003"
"1877","11__66133902__66137003"
"1878","11__66112843__66113711"
"1879","11__488529__491387"
"1880","11__489400__491387"
"1881","11__36516526__36518816"
"1882","11__65960957__66006748"
"1883","11__65983590__66006748"
"1884","11__65983991__66006748"
"1885","11__65988102__66006748"
"1886","11__65998019__66006748"
"1887","11__66000431__66006748"
"1888","11__66001603__66006748"
"1889","11__66006275__66006748"
"1890","11__46776438__46782334"
"1891","11__46801744__46802035"
"1892","11__46817144__46831424"
"1893","11__46680942__46687069"
"1894","11__67172556__67176604"
"1895","11__67172556__67174163"
"1896","11__73418465__73427407"
"1897","11__73418465__73429763"
"1898","11__73418465__73431944"
"1899","11__67200597__67200918"
"1900","11__3848208__3849436"
"1901","11__710422__720746"
"1902","11__836251__836843"
"1903","11__209271__210000"
"1904","11__108559663__108594189"
"1905","11__36103203__36120011"
"1906","11__36119877__36248980"
"1907","11__36248635__36248980"
"1908","11__6519001__6530502"
"1909","11__6530110__6532659"
"1910","11__6541195__6550351"
"1911","11__6559613__6569270"
"1912","11__6565351__6580513"
"1913","11__6559613__6586034"
"1914","11__6565351__6589806"
"1915","11__6565351__6591626"
"1916","11__6565351__6592653"
"1917","11__126134086__126134434"
"1918","11__126134271__126134434"
"1919","11__9171628__9192324"
"1920","11__9215041__9229179"
"1921","11__9225207__9229179"
"1922","11__403078__404135"
"1923","11__407817__410027"
"1924","11__72406025__72408694"
"1925","11__72408368__72408694"
"1926","11__72420915__72422544"
"1927","11__72406763__72423384"
"1928","11__72418220__72425366"
"1929","11__72420915__72425366"
"1930","11__72291930__72292523"
"1931","11__72299828__72302400"
"1932","11__12696956__12785981"
"1933","11__12785726__12883861"
"1934","11__12785726__12886447"
"1935","11__12785726__12903504"
"1936","11__103151077__103194718"
"1937","11__130130751__130131824"
"1938","11__62984786__62985207"
"1939","11__120276827__120278532"
"1940","11__120291462__120302620"
"1941","11__120310838__120316173"
"1942","11__120339997__120348235"
"1943","11__120345269__120348235"
"1944","11__65385411__65387403"
"1945","11__65384721__65396174"
"1946","11__65392396__65396174"
"1947","11__65394876__65397206"
"1948","11__65384721__65402591"
"1949","11__65385411__65403274"
"1950","11__65391942__65403274"
"1951","11__65397822__65403274"
"1952","11__27393162__27414065"
"1953","11__27405883__27414065"
"1954","11__9406169__9431633"
"1955","11__9441958__9442245"
"1956","11__9430033__9457913"
"1957","11__9457818__9459521"
"1958","11__9430033__9463744"
"1959","11__2997254__3000467"
"1960","11__47603640__47604020"
"1961","11__847201__850367"
"1962","11__850288__850367"
"1963","11__72468812__72470426"
"1964","11__66254011__66255478"
"1965","11__66255385__66258854"
"1966","12__1025510__1025986"
"1967","12__1034616__1042242"
"1968","12__21628402__21654149"
"1969","12__21629845__21654149"
"1970","12__1863424__1890242"
"1971","12__1887020__1893239"
"1972","12__1889617__1893239"
"1973","12__6623431__6623753"
"1974","12__6635453__6635537"
"1975","12__31246179__31247756"
"1976","12__13061177__13062105"
"1977","12__120990302__120992611"
"1978","12__120995085__120995485"
"1979","12__120995085__120998689"
"1980","12__120995085__121001746"
"1981","12__120992521__121004783"
"1982","12__120995085__121009094"
"1983","12__121004628__121009094"
"1984","12__121008994__121009094"
"1985","12__16042862__16043603"
"1986","12__122962388__122964858"
"1987","12__88898936__88912644"
"1988","12__51442817__51450285"
"1989","12__51449618__51450285"
"1990","12__123651202__123665757"
"1991","12__19406874__19413955"
"1992","12__96717726__96728643"
"1993","12__922808__939326"
"1994","12__939169__971436"
"1995","12__939169__990955"
"1996","12__987381__990955"
"1997","12__990858__996470"
"1998","12__987381__1005898"
"1999","12__132250663__132262875"
"2000","12__56669780__56676775"
"2001","12__56676204__56680429"
"2002","12__53410257__53412790"
"2003","12__53412582__53412790"
"2004","12__53410257__53416411"
"2005","12__53412582__53416411"
"2006","12__53413694__53416411"
"2007","12__53415590__53421972"
"2008","12__53421566__53432195"
"2009","12__53431193__53432195"
"2010","12__27067341__27067511"
"2011","12__27132717__27143560"
"2012","12__27143383__27143560"
"2013","12__27132717__27152609"
"2014","12__27143383__27152609"
"2015","12__56481361__56481697"
"2016","12__56481361__56482652"
"2017","12__56481805__56490630"
"2018","12__8192415__8192761"
"2019","12__51089050__51090958"
"2020","12__51086732__51122461"
"2021","12__51121486__51122461"
"2022","12__51122331__51126319"
"2023","12__51125152__51126319"
"2024","12__51125152__51135322"
"2025","12__50488220__50490755"
"2026","12__12277499__12283827"
"2027","12__12303770__12317496"
"2028","12__12277499__12356334"
"2029","12__12339857__12356334"
"2030","12__89995103__90014017"
"2031","12__125270903__125271049"
"2032","12__125270903__125284788"
"2033","12__125284670__125284788"
"2034","12__125284670__125294835"
"2035","12__125292307__125294835"
"2036","12__125296416__125299660"
"2037","12__125298748__125299660"
"2038","12__125296416__125302253"
"2039","12__404739__417171"
"2040","12__96076483__96077487"
"2041","12__98989505__98989626"
"2042","12__56956201__56965639"
"2043","12__56962759__56965639"
"2044","12__56956201__56980710"
"2045","12__56974968__56980710"
"2046","12__56956201__56981448"
"2047","12__56956201__56982158"
"2048","12__56963683__56982158"
"2049","12__56974968__56982158"
"2050","12__56975843__56982158"
"2051","12__56980633__56982158"
"2052","12__56981338__56982158"
"2053","12__56982078__56982158"
"2054","12__56975183__56982802"
"2055","12__109539707__109541416"
"2056","12__110456150__110471762"
"2057","12__110471602__110474133"
"2058","12__109577202__109577863"
"2059","12__109604666__109617102"
"2060","12__109616893__109617892"
"2061","12__109639372__109644661"
"2062","12__109613736__109654725"
"2063","12__109660312__109661709"
"2064","12__109604666__109665294"
"2065","12__109660312__109677790"
"2066","12__109673118__109680397"
"2067","12__3018695__3031568"
"2068","12__125587225__125591814"
"2069","12__125587225__125599103"
"2070","12__125599023__125603311"
"2071","12__1136914__1137738"
"2072","12__1136914__1225199"
"2073","12__1213916__1225199"
"2074","12__1213916__1289843"
"2075","12__96370376__96379938"
"2076","12__109196098__109205104"
"2077","12__109194556__109212089"
"2078","12__112321385__112321572"
"2079","12__112308889__112326422"
"2080","12__112308889__112327948"
"2081","12__121747504__121747666"
"2082","12__121747504__121756227"
"2083","12__121756080__121756227"
"2084","12__121758188__121768475"
"2085","12__121768386__121773526"
"2086","12__121773336__121775195"
"2087","12__121756080__121783834"
"2088","12__113753140__113754806"
"2089","12__121970711__121972495"
"2090","12__120567080__120572209"
"2091","12__120572337__120589195"
"2092","12__120572337__120593523"
"2093","12__120582110__120593523"
"2094","12__120591017__120597827"
"2095","12__120600651__120601063"
"2096","12__120575349__120602525"
"2097","12__120592774__120613015"
"2098","12__120572095__120614020"
"2099","12__120578663__120615358"
"2100","12__120600874__120615555"
"2101","12__120568989__120622046"
"2102","12__120578663__120622046"
"2103","12__120600874__120622046"
"2104","12__120615487__120622690"
"2105","12__120615487__120628203"
"2106","12__120621915__120628203"
"2107","12__120636921__120637008"
"2108","12__120651645__120652020"
"2109","12__112120950__112121111"
"2110","12__133358882__133390005"
"2111","12__133372438__133390005"
"2112","12__133384477__133390005"
"2113","12__133381302__133398897"
"2114","12__133383763__133398897"
"2115","12__123488941__123490095"
"2116","12__53702941__53703505"
"2117","12__53701836__53714476"
"2118","12__109046048__109048186"
"2119","12__109048082__109048186"
"2120","12__109046048__109051199"
"2121","12__109072048__109095099"
"2122","12__109094900__109095099"
"2123","12__51402259__51404549"
"2124","12__121690464__121693441"
"2125","12__121706441__121708748"
"2126","12__57059988__57064148"
"2127","12__57064059__57066849"
"2128","12__122468606__122481959"
"2129","12__81536886__81545875"
"2130","12__53448970__53449629"
"2131","12__96410822__96413018"
"2132","12__2929252__2930958"
"2133","12__2931960__2932077"
"2134","12__2973486__2975687"
"2135","12__2975559__2975687"
"2136","12__111855923__111856681"
"2137","12__12653453__12674397"
"2138","12__12672796__12674397"
"2139","12__112130501__112130700"
"2140","12__112130501__112147488"
"2141","12__112150302__112171872"
"2142","12__112171727__112171872"
"2143","12__6494393__6497671"
"2144","12__113388498__113405979"
"2145","12__113398876__113405979"
"2146","12__124130002__124130108"
"2147","12__124102305__124103384"
"2148","12__46622936__46637097"
"2149","12__46623347__46637097"
"2150","12__46633462__46637097"
"2151","12__117157568__117157681"
"2152","12__48249413__48258960"
"2153","12__118456877__118463633"
"2154","12__118456877__118465835"
"2155","12__118457437__118465835"
"2156","12__131561346__131569208"
"2157","12__54735990__54739299"
"2158","12__69103018__69107588"
"2159","12__69084411__69121169"
"2160","12__69109407__69126519"
"2161","12__69109407__69135760"
"2162","12__56822020__56828015"
"2163","12__69644909__69656342"
"2164","12__69653208__69656342"
"2165","12__69653824__69656342"
"2166","12__6646086__6646176"
"2167","12__6645850__6647162"
"2168","12__6646086__6647162"
"2169","12__6646750__6647162"
"2170","12__6645660__6646556"
"2171","12__6645850__6646556"
"2172","12__6646086__6646556"
"2173","12__6646475__6646556"
"2174","12__6680035__6690339"
"2175","12__100433374__100466591"
"2176","12__6970607__6971722"
"2177","12__102179790__102183835"
"2178","12__7053639__7055165"
"2179","12__7054934__7055165"
"2180","12__7086296__7086687"
"2181","12__7088633__7088741"
"2182","12__7088633__7092700"
"2183","12__7090756__7092700"
"2184","12__104476278__104476384"
"2185","12__9073581__9074346"
"2186","12__64174799__64178852"
"2187","12__95434252__95443009"
"2188","12__95434252__95445719"
"2189","12__101680099__101684052"
"2190","12__101680099__101684666"
"2191","12__114384159__114385269"
"2192","12__120138550__120151453"
"2193","12__120241010__120270668"
"2194","12__121174789__121177811"
"2195","12__121175159__121177811"
"2196","12__113612445__113612962"
"2197","12__116413320__116413543"
"2198","12__116440808__116444216"
"2199","12__116420189__116534557"
"2200","12__116440808__116549317"
"2201","12__116675273__116675510"
"2202","12__26147970__26208379"
"2203","12__26208169__26220646"
"2204","12__26568236__26596583"
"2205","12__26580846__26640184"
"2206","12__26634064__26811063"
"2207","12__28458582__28544344"
"2208","12__51173923__51189792"
"2209","12__49854553__49883356"
"2210","12__52446280__52451314"
"2211","12__52451136__52451314"
"2212","12__57535157__57539273"
"2213","12__57561227__57563090"
"2214","12__57566951__57567763"
"2215","12__57535157__57571028"
"2216","12__57559867__57571028"
"2217","12__57567563__57571028"
"2218","12__57556641__57589182"
"2219","12__57604959__57605371"
"2220","12__58166800__58166911"
"2221","12__6787293__6788691"
"2222","12__9317735__9356547"
"2223","12__69042479__69048032"
"2224","12__69042479__69050229"
"2225","12__70193989__70195501"
"2226","12__49091921__49093623"
"2227","12__49091921__49094856"
"2228","12__122773036__122812973"
"2229","12__122845506__122845728"
"2230","12__123332578__123334502"
"2231","12__131359091__131359278"
"2232","12__29709790__29786269"
"2233","12__29786080__29786269"
"2234","12__29904599__29911710"
"2235","12__29904599__29921008"
"2236","12__30802071__30814200"
"2237","12__42745687__42749024"
"2238","12__42748963__42792796"
"2239","12__42781258__42792796"
"2240","12__48357992__48358206"
"2241","12__46757509__46757609"
"2242","12__23793746__24048958"
"2243","12__118619176__118704564"
"2244","12__121426636__121426835"
"2245","12__117271597__117271746"
"2246","12__117271597__117274087"
"2247","12__117273765__117274087"
"2248","12__117273986__117274087"
"2249","12__121654937__121659787"
"2250","12__121659716__121659969"
"2251","12__54062932__54063125"
"2252","12__54062932__54063732"
"2253","12__54062932__54066429"
"2254","12__58144439__58144873"
"2255","12__58144706__58145125"
"2256","12__49719284__49723237"
"2257","12__49720451__49723237"
"2258","12__49722710__49723237"
"2259","12__53670404__53671011"
"2260","12__53664162__53686754"
"2261","12__54675170__54675286"
"2262","12__54675170__54676658"
"2263","12__54676178__54676658"
"2264","12__52380602__52385777"
"2265","12__52385647__52385777"
"2266","12__58109543__58109976"
"2267","12__65113802__65133279"
"2268","12__69263105__69265736"
"2269","12__69326458__69326620"
"2270","12__69214105__69218431"
"2271","12__69214105__69222711"
"2272","12__100676721__100691953"
"2273","12__105591543__105605095"
"2274","12__108082225__108082579"
"2275","12__108086777__108103009"
"2276","12__102301964__102308010"
"2277","12__105519782__105540924"
"2278","12__105255069__105322472"
"2279","12__12022358__12022903"
"2280","12__39064531__39096723"
"2281","12__34176897__34177094"
"2282","12__19615444__19626289"
"2283","12__19626182__19653155"
"2284","12__19653031__19653155"
"2285","12__20885843__20890206"
"2286","12__22811948__22824289"
"2287","12__22811948__22826594"
"2288","12__7343484__7360676"
"2289","12__46319925__46322642"
"2290","12__59271182__59272887"
"2291","12__88553891__88554628"
"2292","12__100985514__101011585"
"2293","12__129285399__129294018"
"2294","12__129293333__129294018"
"2295","12__129283804__129294656"
"2296","12__129293333__129294656"
"2297","12__129299320__129299615"
"2298","12__110399083__110418851"
"2299","12__110421178__110421499"
"2300","12__110399083__110427607"
"2301","12__56630715__56630795"
"2302","12__56619963__56620203"
"2303","12__49072819__49073616"
"2304","12__53875725__53875995"
"2305","12__56527201__56528212"
"2306","12__56531616__56532623"
"2307","12__56525533__56532797"
"2308","12__56526503__56532797"
"2309","12__56530528__56532797"
"2310","12__56526205__56536932"
"2311","12__56650799__56650869"
"2312","12__53578675__53580293"
"2313","12__123818600__123825635"
"2314","12__125436944__125449552"
"2315","12__125453080__125457145"
"2316","12__125453080__125460057"
"2317","12__1919444__1920889"
"2318","12__2061582__2062454"
"2319","12__109926377__109945540"
"2320","12__113821910__113825711"
"2321","12__40441853__40442012"
"2322","12__44187526__44190900"
"2323","12__15834160__15835906"
"2324","12__121220458__121220570"
"2325","12__121204066__121222396"
"2326","12__121220458__121222396"
"2327","12__121220458__121229360"
"2328","12__121220458__121248689"
"2329","12__122380440__122380881"
"2330","12__122380440__122386967"
"2331","12__122284768__122285120"
"2332","12__54802540__54803136"
"2333","12__50385781__50386438"
"2334","12__50385781__50388292"
"2335","12__50385781__50395035"
"2336","12__50385781__50399175"
"2337","12__50399039__50399175"
"2338","12__50385781__50410502"
"2339","12__50821545__50824353"
"2340","12__50821545__50855130"
"2341","12__69983265__69987393"
"2342","12__8866407__8866637"
"2343","12__8852381__8906689"
"2344","12__8866407__8906689"
"2345","12__8902458__8906689"
"2346","12__57463017__57466695"
"2347","12__57493550__57493686"
"2348","12__57493779__57496704"
"2349","12__57493779__57500122"
"2350","12__57496612__57502082"
"2351","12__58339411__58345678"
"2352","12__57987808__57993221"
"2353","12__57891940__57892406"
"2354","12__49424958__49435488"
"2355","12__49424958__49439750"
"2356","12__49433005__49440573"
"2357","12__49663248__49663470"
"2358","12__53509174__53513037"
"2359","12__53512134__53514667"
"2360","12__53512134__53515185"
"2361","12__53514570__53517000"
"2362","12__124171383__124171582"
"2363","12__31545201__31551296"
"2364","12__31568301__31586182"
"2365","12__31566370__31600703"
"2366","12__31586089__31600703"
"2367","12__31600472__31605410"
"2368","12__56742313__56743420"
"2369","12__56744196__56745234"
"2370","12__20709594__20709644"
"2371","12__20709594__20769318"
"2372","12__20766377__20774345"
"2373","12__20766377__20783061"
"2374","12__20774230__20783061"
"2375","12__20769164__20786712"
"2376","12__20769164__20787990"
"2377","12__20766377__20799537"
"2378","12__20790034__20803534"
"2379","12__112616735__112657293"
"2380","12__112681424__112688938"
"2381","12__112616735__112707653"
"2382","12__112743868__112757546"
"2383","12__49166078__49167430"
"2384","12__117365828__117387511"
"2385","12__117423011__117426674"
"2386","12__117365828__117462125"
"2387","12__9229352__9230016"
"2388","12__9241796__9243078"
"2389","12__9241796__9246175"
"2390","12__9227156__9247680"
"2391","12__9227156__9248296"
"2392","12__9241796__9254270"
"2393","12__9229942__9259201"
"2394","12__9246061__9262930"
"2395","12__9229352__9265132"
"2396","12__9246061__9265132"
"2397","12__9259087__9265132"
"2398","12__9264973__9265132"
"2399","12__9242498__9266139"
"2400","12__9246061__9266139"
"2401","12__9248135__9266139"
"2402","12__9256835__9266139"
"2403","12__9259087__9266139"
"2404","12__118501398__118520234"
"2405","12__118533338__118533619"
"2406","12__118474143__118476193"
"2407","12__133324418__133331719"
"2408","12__133234454__133238270"
"2409","12__133237555__133242036"
"2410","12__133245397__133248908"
"2411","12__132395257__132402099"
"2412","12__132423718__132426528"
"2413","12__83250789__83251359"
"2414","12__112888122__112892484"
"2415","12__112888122__112910844"
"2416","12__112915455__112915819"
"2417","12__112888122__112926979"
"2418","12__95502124__95605043"
"2419","12__57624586__57626358"
"2420","12__51634127__51634900"
"2421","12__123030723__123032516"
"2422","12__123031962__123047246"
"2423","12__123036005__123055673"
"2424","12__123019211__123072421"
"2425","12__123102890__123103092"
"2426","12__64816962__64821900"
"2427","12__64816785__64825603"
"2428","12__132635803__132636742"
"2429","12__53775443__53777406"
"2430","12__53800369__53803345"
"2431","12__113705648__113707650"
"2432","12__113705648__113710497"
"2433","12__113710463__113711473"
"2434","12__113711037__113714840"
"2435","12__113705648__113716042"
"2436","12__113725968__113726039"
"2437","12__113705648__113728048"
"2438","12__113714724__113728803"
"2439","12__49956784__49960624"
"2440","12__122181535__122188345"
"2441","12__122181535__122190129"
"2442","12__122186232__122190129"
"2443","12__122181535__122199644"
"2444","12__122188286__122199644"
"2445","12__122186232__122209455"
"2446","12__122181535__122211419"
"2447","12__46230372__46233279"
"2448","12__46230372__46254732"
"2449","12__46230524__46254732"
"2450","12__46240639__46254732"
"2451","12__124832371__124835283"
"2452","12__124911168__124922542"
"2453","12__124911168__124934413"
"2454","12__124934361__124941708"
"2455","12__110819557__110820765"
"2456","12__110813871__110834257"
"2457","12__110819557__110834257"
"2458","12__110820648__110834257"
"2459","12__110825544__110834257"
"2460","12__57106846__57108223"
"2461","12__64377727__64383852"
"2462","12__53856277__53862616"
"2463","12__53848510__53865591"
"2464","12__53854799__53865591"
"2465","12__53859716__53865591"
"2466","12__3120170__3131183"
"2467","12__112370390__112381173"
"2468","12__112371690__112381173"
"2469","12__112371690__112429693"
"2470","12__112441604__112443107"
"2471","12__104705068__104733051"
"2472","12__111893833__111923669"
"2473","12__111923075__111923669"
"2474","12__111923075__111924628"
"2475","12__111923517__111926584"
"2476","12__111902466__111947423"
"2477","12__111923075__111947423"
"2478","12__111923075__111948386"
"2479","12__111907912__111993723"
"2480","12__111064167__111070364"
"2481","12__110922883__110924522"
"2482","12__110925666__110925748"
"2483","12__7074515__7078740"
"2484","12__7074515__7079443"
"2485","12__10532046__10560981"
"2486","13__77651283__77699603"
"2487","13__77779391__77792092"
"2488","13__77791975__77799689"
"2489","13__77791975__77818086"
"2490","13__77718580__77836264"
"2491","13__77798586__77838137"
"2492","13__98641316__98642791"
"2493","13__98645146__98670958"
"2494","13__98649785__98670958"
"2495","13__113470397__113470525"
"2496","13__113477659__113481205"
"2497","13__113513707__113530255"
"2498","13__61013822__61041513"
"2499","13__61018817__61041513"
"2500","13__33261271__33271039"
"2501","13__33249981__33309467"
"2502","13__33268360__33309467"
"2503","13__33306238__33309467"
"2504","13__33306238__33315286"
"2505","13__33306238__33316865"
"2506","13__102047534__102051516"
"2507","13__80113817__80113910"
"2508","13__49580288__49772401"
"2509","13__96375496__96377506"
"2510","13__111938494__111940790"
"2511","13__25029155__25052414"
"2512","13__25030479__25052414"
"2513","13__25067734__25072367"
"2514","13__37614542__37621738"
"2515","13__37614542__37625720"
"2516","13__41367294__41373451"
"2517","13__41382574__41382732"
"2518","13__42245082__42267108"
"2519","13__42335264__42361679"
"2520","13__42335264__42393522"
"2521","13__42385361__42393522"
"2522","13__42385361__42407667"
"2523","13__42385361__42442613"
"2524","13__42481722__42486304"
"2525","13__42733402__42734272"
"2526","13__42752271__42788748"
"2527","13__51957465__51963580"
"2528","13__74387289__74420510"
"2529","13__43986052__43987124"
"2530","13__41814397__41835051"
"2531","13__41826781__41835051"
"2532","13__41826781__41837620"
"2533","13__37427556__37427812"
"2534","13__37539712__37546173"
"2535","13__20534098__20641530"
"2536","13__20625573__20641530"
"2537","13__20632715__20641530"
"2538","13__52511412__52532680"
"2539","13__52534284__52542743"
"2540","13__101278325__101287190"
"2541","13__95768176__95840796"
"2542","13__95858786__95860179"
"2543","13__95858786__95861851"
"2544","13__95858786__95863035"
"2545","13__100201419__100206709"
"2546","13__100207790__100207901"
"2547","13__113143895__113181798"
"2548","13__113158346__113181798"
"2549","13__113170754__113181798"
"2550","13__113170754__113200179"
"2551","13__113200013__113212727"
"2552","13__113201934__113223573"
"2553","13__113718618__113719399"
"2554","13__113832488__113839874"
"2555","13__115002274__115028489"
"2556","13__31195901__31227442"
"2557","13__21364601__21371196"
"2558","13__21364601__21374464"
"2559","13__21364601__21396428"
"2560","13__21417909__21418025"
"2561","13__21436856__21442840"
"2562","13__26911704__26928017"
"2563","13__26974590__26975761"
"2564","13__40293373__40293964"
"2565","13__40293373__40301685"
"2566","13__52997709__52997774"
"2567","13__52992127__53001354"
"2568","13__52997709__53001354"
"2569","13__53000067__53016580"
"2570","13__51501543__51501614"
"2571","13__51501543__51517530"
"2572","13__51501543__51519668"
"2573","13__51501543__51523641"
"2574","13__75900333__75911176"
"2575","13__75863070__75923438"
"2576","13__75900333__75923438"
"2577","13__75915632__75923438"
"2578","13__75898373__75936743"
"2579","13__75900333__75936743"
"2580","13__75936162__75936743"
"2581","13__47297356__47303119"
"2582","13__47297356__47308133"
"2583","13__50123594__50141456"
"2584","13__76301165__76391414"
"2585","13__50054355__50059859"
"2586","13__30104675__30107119"
"2587","13__52234732__52249379"
"2588","13__48941630__49033969"
"2589","13__49033824__49033969"
"2590","13__60407241__60453602"
"2591","13__79915258__79918929"
"2592","13__79908479__79940330"
"2593","13__79908479__79953042"
"2594","13__79928574__79953042"
"2595","13__79939713__79953042"
"2596","13__97986530__98009889"
"2597","13__98018713__98018807"
"2598","13__113999178__114018225"
"2599","13__113873259__113883833"
"2600","13__113899466__113900377"
"2601","13__70314526__70314688"
"2602","13__70514172__70514368"
"2603","13__70314526__70549934"
"2604","13__114149817__114154464"
"2605","13__114149817__114164739"
"2606","13__114149817__114175048"
