"chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","exonCount","exonSizes","exonOffsets","readNumber","circType","geneName","isoformName","exon.intron.Index","flankIntron","index","count"
"chr16",68088476,68109407,"circular_RNA/1",0,"+",68088476,68088476,"0,0,0",9,"44,61,48,66,71,87,169,122,150","0,1790,6492,11743,11992,15560,16366,19460,20781",1,"circRNA","DUS2","NM_001271762","5,6,7,8,9,10,11,12,13","chr16:68087558-68088476|chr16:68109407-68110534","16__68088477__68109407",1
"chr16",68107936,68110622,"circular_RNA/1",0,"+",68107936,68107936,"0,0,0",3,"122,150,88","0,1321,2598",1,"circRNA","DUS2","NM_001271762","12,13,14","chr16:68105011-68107936|chr16:68110622-68112347","16__68107937__68110622",1
"chr16",68155889,68157024,"circular_RNA/21",0,"+",68155889,68155889,"0,0,0",1,"1135","0",21,"circRNA","NFATC3","NM_004555","2","chr16:68119687-68155889|chr16:68157024-68160350","16__68155890__68157024",21
"chr16",68155889,68160513,"circular_RNA/14",0,"+",68155889,68155889,"0,0,0",2,"1135,163","0,4461",14,"circRNA","NFATC3","NM_004555","2,3","chr16:68119687-68155889|chr16:68160513-68191771","16__68155890__68160513",14
"chr16",68208276,68217269,"circular_RNA/1",0,"+",68208276,68208276,"0,0,0",3,"141,56,127","0,7101,8866",1,"circRNA","NFATC3","NM_004555","6,7,8","chr16:68200918-68208276|chr16:68217269-68224670","16__68208277__68217269",1
"chr16",68215377,68217269,"circular_RNA/1",0,"+",68215377,68215377,"0,0,0",2,"56,127","0,1765",1,"circRNA","NFATC3","NM_004555","7,8","chr16:68208417-68215377|chr16:68217269-68224670","16__68215378__68217269",1
"chr16",68217142,68225678,"circular_RNA/1",0,"+",68217142,68217142,"0,0,0",2,"127,1008","0,7528",1,"circRNA","NFATC3","NM_004555","8,9","chr16:68215433-68217142|chr16:68225678-68248231","16__68217143__68225678",1
"chr16",68269341,68269536,"circular_RNA/1",0,"-",68269341,68269341,"0,0,0",1,"195","0",1,"ciRNA","ESRP2","NM_001365264","2","chr16:68268010-68269536","16__68269342__68269536",1
"chr16",68300495,68300624,"circular_RNA/10",0,"+",68300495,68300495,"0,0,0",1,"129","0",10,"circRNA","SLC7A6","NM_001076785","2","chr16:68298479-68300495|chr16:68300624-68307720","16__68300496__68300624",10
"chr16",68300495,68307807,"circular_RNA/1",0,"+",68300495,68300495,"0,0,0",2,"129,87","0,7225",1,"circRNA","SLC7A6","NM_001076785","2,3","chr16:68298479-68300495|chr16:68307807-68308593","16__68300496__68307807",1
"chr16",68300495,68309152,"circular_RNA/21",0,"+",68300495,68300495,"0,0,0",3,"129,87,559","0,7225,8098",21,"circRNA","SLC7A6","NM_001076785","2,3,4","chr16:68298479-68300495|chr16:68309152-68321648","16__68300496__68309152",21
"chr16",68300495,68321774,"circular_RNA/1",0,"+",68300495,68300495,"0,0,0",4,"129,87,559,126","0,7225,8098,21153",1,"circRNA","SLC7A6","NM_001076785","2,3,4,5","chr16:68298479-68300495|chr16:68321774-68324298","16__68300496__68321774",1
"chr16",68308593,68309152,"circular_RNA/5",0,"+",68308593,68308593,"0,0,0",1,"559","0",5,"circRNA","SLC7A6","NM_001076785","4","chr16:68307807-68308593|chr16:68309152-68321648","16__68308594__68309152",5
"chr16",68308593,68321774,"circular_RNA/1",0,"+",68308593,68308593,"0,0,0",2,"559,126","0,13055",1,"circRNA","SLC7A6","NM_001076785","4,5","chr16:68307807-68308593|chr16:68321774-68324298","16__68308594__68321774",1
"chr16",68355328,68363077,"circular_RNA/1",0,"+",68355328,68355328,"0,0,0",2,"37,109","0,7640",1,"circRNA","PRMT7","NM_001184824","3,4","chr16:68349977-68355328|chr16:68363077-68371361","16__68355329__68363077",1
"chr16",68893786,68896964,"circular_RNA/2",0,"+",68893786,68893786,"0,0,0",2,"641,117","0,3061",2,"circRNA","TANGO6","NM_024562","2,3","chr16:68877614-68893786|chr16:68896964-68900981","16__68893787__68896964",2
"chr16",68900981,68914533,"circular_RNA/2",0,"+",68900981,68900981,"0,0,0",4,"142,137,163,83","0,8075,11039,13469",2,"circRNA","TANGO6","NM_024562","4,5,6,7","chr16:68896964-68900981|chr16:68914533-68934336","16__68900982__68914533",2
"chr16",68909056,68914533,"circular_RNA/3",0,"+",68909056,68909056,"0,0,0",3,"137,163,83","0,2964,5394",3,"circRNA","TANGO6","NM_024562","5,6,7","chr16:68901123-68909056|chr16:68914533-68934336","16__68909057__68914533",3
"chr16",68912020,68914533,"circular_RNA/2",0,"+",68912020,68912020,"0,0,0",2,"163,83","0,2430",2,"circRNA","TANGO6","NM_024562","6,7","chr16:68909193-68912020|chr16:68914533-68934336","16__68912021__68914533",2
"chr16",69007930,69074324,"circular_RNA/1",0,"+",69007930,69007930,"0,0,0",3,"141,152,114","0,48800,66280",1,"circRNA","TANGO6","NM_024562","15,16,17","chr16:68964198-69007930|chr16:69074324-69117387","16__69007931__69074324",1
"chr16",69056730,69074324,"circular_RNA/1",0,"+",69056730,69056730,"0,0,0",2,"152,114","0,17480",1,"circRNA","TANGO6","NM_024562","16,17","chr16:69008071-69056730|chr16:69074324-69117387","16__69056731__69074324",1
"chr16",69167414,69194365,"circular_RNA/1",0,"+",69167414,69167414,"0,0,0",12,"107,192,85,90,212,172,92,97,65,123,157,107","0,3184,4289,6313,9666,17025,17301,20072,20881,22359,23572,26844",1,"circRNA","UTP4","NM_001318391","2,3,4,5,6,7,8,9,10,11,12,13","chr16:69166592-69167414|chr16:69194365-69196985","16__69167415__69194365",1
"chr16",69170598,69177292,"circular_RNA/1",0,"+",69170598,69170598,"0,0,0",4,"192,85,90,212","0,1105,3129,6482",1,"circRNA","UTP4","NM_001318391","3,4,5,6","chr16:69167521-69170598|chr16:69177292-69184439","16__69170599__69177292",1
"chr16",69189773,69194365,"circular_RNA/1",0,"+",69189773,69189773,"0,0,0",3,"123,157,107","0,1213,4485",1,"circRNA","UTP4","NM_001318391","11,12,13","chr16:69188360-69189773|chr16:69194365-69196985","16__69189774__69194365",1
"chr16",69189773,69201088,"circular_RNA/6",0,"+",69189773,69189773,"0,0,0",6,"123,157,107,96,186,111","0,1213,4485,7212,9470,11204",6,"circRNA","UTP4","NM_001318391","11,12,13,14,15,16","chr16:69188360-69189773|chr16:69201088-69202723","16__69189774__69201088",6
"chr16",69194258,69201088,"circular_RNA/1",0,"+",69194258,69194258,"0,0,0",4,"107,96,186,111","0,2727,4985,6719",1,"circRNA","UTP4","NM_001318391","13,14,15,16","chr16:69191143-69194258|chr16:69201088-69202723","16__69194259__69201088",1
"chr16",69279504,69304188,"circular_RNA/3",0,"+",69279504,69279504,"0,0,0",3,"214,211,143","0,14448,24541",3,"circRNA","SNTB2","NM_006750","2,3,4","chr16:69221649-69279504|chr16:69304188-69317950","16__69279505__69304188",3
"chr16",69304045,69318147,"circular_RNA/1",0,"+",69304045,69304045,"0,0,0",2,"143,197","0,13905",1,"circRNA","SNTB2","NM_006750","4,5","chr16:69294163-69304045|chr16:69318147-69333492","16__69304046__69318147",1
"chr16",69317950,69318147,"circular_RNA/6",0,"+",69317950,69317950,"0,0,0",1,"197","0",6,"circRNA","SNTB2","NM_006750","5","chr16:69304188-69317950|chr16:69318147-69333492","16__69317951__69318147",6
"chr16",69354672,69354931,"circular_RNA/1",0,"+",69354672,69354672,"0,0,0",1,"259","0",1,"ciRNA","VPS4A","NM_013245","8","chr16:69354672-69354953","16__69354673__69354931",1
"chr16",69404385,69406258,"circular_RNA/28",0,"-",69404385,69404385,"0,0,0",2,"147,87","0,1786",28,"circRNA","TERF2","NM_005652","5,4","chr16:69402385-69404385|chr16:69406258-69418482","16__69404386__69406258",28
"chr16",69703879,69729282,"circular_RNA/1",0,"+",69703879,69703879,"0,0,0",7,"135,53,133,81,149,2491,244","0,259,7226,14913,20963,21772,25159",1,"circRNA","NFAT5","NM_001113178","8,9,10,11,12,13,14","chr16:69693802-69703879|chr16:69729282-69730262","16__69703880__69729282",1
"chr16",69711105,69718873,"circular_RNA/2",0,"+",69711105,69711105,"0,0,0",2,"133,84","0,7684",2,"circRNA","NFAT5","NM_173215","10,11","chr16:69704191-69711105|chr16:69718873-69724842","16__69711106__69718873",2
"chr16",69718792,69728142,"circular_RNA/3",0,"+",69718792,69718792,"0,0,0",3,"81,149,2491","0,6050,6859",3,"circRNA","NFAT5","NM_001113178","11,12,13","chr16:69711238-69718792|chr16:69728142-69729038","16__69718793__69728142",3
"chr16",69729038,69729282,"circular_RNA/12",0,"+",69729038,69729038,"0,0,0",1,"244","0",12,"circRNA","NFAT5","NM_001113178","14","chr16:69728142-69729038|chr16:69729282-69730262","16__69729039__69729282",12
"chr16",69752025,69752437,"circular_RNA/2",0,"-",69752025,69752025,"0,0,0",2,"131,165","0,247",2,"circRNA","NQO1","NM_000903","3,2","chr16:69748980-69752025|chr16:69752437-69760335","16__69752026__69752437",2
"chr16",69874028,69876023,"circular_RNA/2",0,"+",69874028,69874028,"0,0,0",2,"138,97","0,1898",2,"circRNA","WWP2","NM_001270455","5,6","chr16:69833198-69874028|chr16:69876023-69905706","16__69874029__69876023",2
"chr16",69921941,69942753,"circular_RNA/1",0,"+",69921941,69921941,"0,0,0",2,"211,90","0,20722",1,"circRNA","WWP2","NM_001270454","8,9","chr16:69905834-69921941|chr16:69942753-69951611","16__69921942__69942753",1
"chr16",70044653,70052000,"circular_RNA/2",0,"-",70044653,70044653,"0,0,0",4,"106,89,64,51","0,1090,3353,7296",2,"circRNA","PDXDC2P-NPIPB14P","NR_003610","16,15,14,13","chr16:70030371-70044653|chr16:70052000-70055726","16__70044654__70052000",2
"chr16",70161162,70176589,"circular_RNA/1",0,"+",70161162,70161162,"0,0,0",10,"134,82,164,122,118,150,193,125,156,134","0,1524,1699,3163,4042,4891,8934,11639,14974,15293",1,"circRNA","PDPR","NM_001322117","4,5,6,7,8,9,10,11,12,13","chr16:70154622-70161162|chr16:70176589-70177412","16__70161163__70176589",1
"chr16",70161162,70178436,"circular_RNA/1",0,"+",70161162,70161162,"0,0,0",12,"134,82,164,122,118,150,193,125,156,134,149,113","0,1524,1699,3163,4042,4891,8934,11639,14974,15293,16250,17161",1,"circRNA","PDPR","NM_001322117","4,5,6,7,8,9,10,11,12,13,14,15","chr16:70154622-70161162|chr16:70178436-70180036","16__70161163__70178436",1
"chr16",70253814,70256383,"circular_RNA/1",0,"-",70253814,70253814,"0,0,0",4,"80,160,148,110","0,809,1342,2459",1,"circRNA","SMG1P7","NR_033959","5,4,3,2","chr16:70253698-70253814|chr16:70256383-70258758","16__70253815__70256383",1
"chr16",70291935,70293089,"circular_RNA/1",0,"-",70291935,70291935,"0,0,0",2,"185,207","0,947",1,"circRNA","AARS1","NM_001605","15,14","chr16:70289739-70291935|chr16:70293089-70294946","16__70291936__70293089",1
"chr16",70292882,70296427,"circular_RNA/2",0,"-",70292882,70292882,"0,0,0",3,"207,114,179","0,2064,3366",2,"circRNA","AARS1","NM_001605","14,13,12","chr16:70292120-70292882|chr16:70296427-70298860","16__70292883__70296427",2
"chr16",70294946,70296427,"circular_RNA/2",0,"-",70294946,70294946,"0,0,0",2,"114,179","0,1302",2,"circRNA","AARS1","NM_001605","13,12","chr16:70293089-70294946|chr16:70296427-70298860","16__70294947__70296427",2
"chr16",70294946,70305875,"circular_RNA/1",0,"-",70294946,70294946,"0,0,0",9,"114,179,145,125,151,109,146,145,192","0,1302,3914,4494,6615,7227,8574,9152,10737",1,"circRNA","AARS1","NM_001605","13,12,11,10,9,8,7,6,5","chr16:70293089-70294946|chr16:70305875-70310388","16__70294947__70305875",1
"chr16",70301561,70316687,"circular_RNA/2",0,"-",70301561,70301561,"0,0,0",8,"151,109,146,145,192,146,189,165","0,612,1959,2537,4122,8827,9307,14961",2,"circRNA","AARS1","NM_001605","9,8,7,6,5,4,3,2","chr16:70299565-70301561|chr16:70316687-70323323","16__70301562__70316687",2
"chr16",70310388,70316687,"circular_RNA/1",0,"-",70310388,70310388,"0,0,0",3,"146,189,165","0,480,6134",1,"circRNA","AARS1","NM_001605","4,3,2","chr16:70305875-70310388|chr16:70316687-70323323","16__70310389__70316687",1
"chr16",70348804,70350007,"circular_RNA/1",0,"+",70348804,70348804,"0,0,0",2,"54,136","0,1067",1,"circRNA","DDX19B","NM_001257172","3,4","chr16:70346560-70348804|chr16:70350007-70358487","16__70348805__70350007",1
"chr16",70497071,70497677,"circular_RNA/5",0,"+",70497071,70497071,"0,0,0",2,"104,152","0,454",5,"circRNA","FCSK","NM_145059","2,3","chr16:70488533-70497071|chr16:70497677-70499028","16__70497072__70497677",5
"chr16",70500034,70505255,"circular_RNA/2",0,"+",70500034,70500034,"0,0,0",9,"126,73,98,81,120,172,113,102,171","0,750,1242,1754,2717,3020,4182,4839,5050",2,"circRNA","FCSK","NM_145059","5,6,7,8,9,10,11,12,13","chr16:70499079-70500034|chr16:70505255-70506443","16__70500035__70505255",2
"chr16",70500784,70505255,"circular_RNA/1",0,"+",70500784,70500784,"0,0,0",8,"73,98,81,120,172,113,102,171","0,492,1004,1967,2270,3432,4089,4300",1,"circRNA","FCSK","NM_145059","6,7,8,9,10,11,12,13","chr16:70500160-70500784|chr16:70505255-70506443","16__70500785__70505255",1
"chr16",70530168,70531958,"circular_RNA/1",0,"-",70530168,70530168,"0,0,0",3,"166,167,119","0,955,1671",1,"circRNA","COG4","NM_001195139","12,11,10","chr16:70517872-70530168|chr16:70531958-70534860","16__70530169__70531958",1
"chr16",70543133,70551643,"circular_RNA/1",0,"-",70543133,70543133,"0,0,0",5,"158,106,194,175,115","0,685,3008,5104,8395",1,"circRNA","COG4","NM_001195139","7,6,5,4,3","chr16:70542367-70543133|chr16:70551643-70553551","16__70543134__70551643",1
"chr16",70546141,70553634,"circular_RNA/1",0,"-",70546141,70546141,"0,0,0",4,"194,175,115,83","0,2096,5387,7410",1,"circRNA","COG4","NM_001195139","5,4,3,2","chr16:70543924-70546141|chr16:70553634-70557275","16__70546142__70553634",1
"chr16",70560489,70564820,"circular_RNA/3",0,"+",70560489,70560489,"0,0,0",3,"140,327,173","0,2286,4158",3,"circRNA","SF3B3","NM_012426","2,3,4","chr16:70557831-70560489|chr16:70564820-70566381","16__70560490__70564820",3
"chr16",70566381,70573110,"circular_RNA/1",0,"+",70566381,70566381,"0,0,0",4,"142,113,138,104","0,2829,5844,6625",1,"circRNA","SF3B3","NM_012426","5,6,7,8","chr16:70564820-70566381|chr16:70573110-70575571","16__70566382__70573110",1
"chr16",70572225,70597953,"circular_RNA/1",0,"+",70572225,70572225,"0,0,0",12,"138,104,166,96,73,152,156,156,144,123,155,175","0,781,3346,6115,10047,16123,16728,17856,18563,22146,23307,25553",1,"circRNA","SF3B3","NM_012426","7,8,9,10,11,12,13,14,15,16,17,18","chr16:70569323-70572225|chr16:70597953-70598967","16__70572226__70597953",1
"chr16",70588500,70588614,"circular_RNA/1",1,"+",70588500,70588500,"0,0,0",1,"114","0",1,"ciRNA","SF3B3","NM_012426","12","chr16:70588500-70588953","16__70588501__70588614",1
"chr16",70590081,70590237,"circular_RNA/2",0,"+",70590081,70590081,"0,0,0",1,"156","0",2,"circRNA","SF3B3","NM_012426","14","chr16:70589109-70590081|chr16:70590237-70590788","16__70590082__70590237",2
"chr16",70590081,70590932,"circular_RNA/2",0,"+",70590081,70590081,"0,0,0",2,"156,144","0,707",2,"circRNA","SF3B3","NM_012426","14,15","chr16:70589109-70590081|chr16:70590932-70594371","16__70590082__70590932",2
"chr16",70594371,70595687,"circular_RNA/1",0,"+",70594371,70594371,"0,0,0",2,"123,155","0,1161",1,"circRNA","SF3B3","NM_012426","16,17","chr16:70590932-70594371|chr16:70595687-70597778","16__70594372__70595687",1
"chr16",70594371,70597953,"circular_RNA/3",0,"+",70594371,70594371,"0,0,0",3,"123,155,175","0,1161,3407",3,"circRNA","SF3B3","NM_012426","16,17,18","chr16:70590932-70594371|chr16:70597953-70598967","16__70594372__70597953",3
"chr16",70597778,70599427,"circular_RNA/1",0,"+",70597778,70597778,"0,0,0",3,"175,206,157","0,1189,1492",1,"circRNA","SF3B3","NM_012426","18,19,20","chr16:70595687-70597778|chr16:70599427-70601313","16__70597779__70599427",1
"chr16",70598967,70601439,"circular_RNA/2",0,"+",70598967,70598967,"0,0,0",3,"206,157,126","0,303,2346",2,"circRNA","SF3B3","NM_012426","19,20,21","chr16:70597953-70598967|chr16:70601439-70602185","16__70598968__70601439",2
"chr16",70601313,70603044,"circular_RNA/1",0,"+",70601313,70601313,"0,0,0",3,"126,213,99","0,872,1632",1,"circRNA","SF3B3","NM_012426","21,22,23","chr16:70599427-70601313|chr16:70603044-70603908","16__70601314__70603044",1
"chr16",70602185,70605102,"circular_RNA/1",0,"+",70602185,70602185,"0,0,0",4,"213,99,144,105","0,760,1723,2812",1,"circRNA","SF3B3","NM_012426","22,23,24,25","chr16:70601439-70602185|chr16:70605102-70605575","16__70602186__70605102",1
"chr16",71186561,71220821,"circular_RNA/1",0,"-",71186561,71186561,"0,0,0",6,"125,200,135,120,126,158","0,9872,22948,26269,32206,34102",1,"circRNA","HYDIN","NM_001270974","7,6,5,4,3,2","chr16:71171255-71186561|chr16:71220821-71264464","16__71186562__71220821",1
"chr16",71703177,71706225,"circular_RNA/1",0,"-",71703177,71703177,"0,0,0",2,"96,61","0,2987",1,"circRNA","PHLPP2","NM_001289003","11,10","chr16:71701236-71703177|chr16:71706225-71710349","16__71703178__71706225",1
"chr16",71703177,71715808,"circular_RNA/1",0,"-",71703177,71703177,"0,0,0",6,"96,61,203,231,147,155","0,2987,7172,9480,10114,12476",1,"circRNA","PHLPP2","NM_001289003","11,10,9,8,7,6","chr16:71701236-71703177|chr16:71715808-71718378","16__71703178__71715808",1
"chr16",71710349,71748704,"circular_RNA/2",0,"-",71710349,71710349,"0,0,0",8,"203,231,147,155,126,191,134,290","0,2308,2942,5304,8029,14072,26151,38065",2,"circRNA","PHLPP2","NM_015020","9,8,7,6,5,4,3,2","chr16:71706225-71710349|chr16:71748704-71758231","16__71710350__71748704",2
"chr16",71724421,71748704,"circular_RNA/1",0,"-",71724421,71724421,"0,0,0",3,"191,134,290","0,12079,23993",1,"circRNA","PHLPP2","NM_015020","4,3,2","chr16:71718504-71724421|chr16:71748704-71758231","16__71724422__71748704",1
"chr16",71748414,71748704,"circular_RNA/3",0,"-",71748414,71748414,"0,0,0",1,"290","0",3,"circRNA","PHLPP2","NM_015020","2","chr16:71736634-71748414|chr16:71748704-71758231","16__71748415__71748704",3
"chr16",72122885,72124685,"circular_RNA/2",0,"-",72122885,72122885,"0,0,0",2,"152,169","0,1631",2,"circRNA","TXNL4B","NM_001324354","3,2","chr16:72119074-72122885|chr16:72124685-72127265","16__72122886__72124685",2
"chr16",72318470,72402621,"circular_RNA/1",0,"-",72318470,72318470,"0,0,0",6,"189,75,158,244,140,70","0,807,5878,6598,64495,84081",1,"circRNA","LINC01572","NR_126330","13,12,11,10,9,8","chr16:72317533-72318470|chr16:72402621-72461288","16__72318471__72402621",1
"chr16",72557230,72589225,"circular_RNA/1",0,"-",72557230,72557230,"0,0,0",3,"84,34,62","0,17246,31933",1,"circRNA","LINC01572","NR_126330","5,4,3","chr16:72556522-72557230|chr16:72589225-72604333","16__72557231__72589225",1
"chr16",72557230,72604414,"circular_RNA/1",0,"-",72557230,72557230,"0,0,0",4,"84,34,62,81","0,17246,31933,47103",1,"circRNA","LINC01572","NR_126330","5,4,3,2","chr16:72556522-72557230|chr16:72604414-72698790","16__72557231__72604414",1
"chr16",72589163,72604414,"circular_RNA/4",0,"-",72589163,72589163,"0,0,0",2,"62,81","0,15170",4,"circRNA","LINC01572","NR_126330","3,2","chr16:72574510-72589163|chr16:72604414-72698790","16__72589164__72604414",4
"chr16",72845475,72845937,"circular_RNA/5",0,"-",72845475,72845475,"0,0,0",2,"201,134","0,328",5,"circRNA","ZFHX3","NM_006885","7,6","chr16:72834028-72845475|chr16:72845937-72863677","16__72845476__72845937",5
"chr16",72984367,72984864,"circular_RNA/2",0,"-",72984367,72984367,"0,0,0",1,"497","0",2,"circRNA","ZFHX3","NM_006885","3","chr16:72923861-72984367|chr16:72984864-72991325","16__72984368__72984864",2
"chr16",72984367,72994093,"circular_RNA/9",0,"-",72984367,72984367,"0,0,0",2,"497,2768","0,6958",9,"circRNA","ZFHX3","NM_006885","3,2","chr16:72923861-72984367|chr16:72994093-73081650","16__72984368__72994093",9
"chr16",72991325,72994093,"circular_RNA/2",0,"-",72991325,72991325,"0,0,0",1,"2768","0",2,"circRNA","ZFHX3","NM_006885","2","chr16:72984864-72991325|chr16:72994093-73081650","16__72991326__72994093",2
"chr16",74334012,74338292,"circular_RNA/1",0,"+",74334012,74334012,"0,0,0",5,"92,93,98,81,92","0,937,1440,2097,4188",1,"circRNA","PSMD7","NM_002811","2,3,4,5,6","chr16:74330886-74334012|chr16:74338292-74339186","16__74334013__74338292",1
"chr16",74370491,74376152,"circular_RNA/1",0,"-",74370491,74370491,"0,0,0",5,"113,149,134,156,125","0,881,1851,2145,5536",1,"circRNA","LOC283922","NR_026950","13,12,11,10,9","chr16:74368884-74370491|chr16:74376152-74378676","16__74370492__74376152",1
"chr16",74394530,74394789,"circular_RNA/2",0,"-",74394530,74394530,"0,0,0",1,"259","0",2,"circRNA","LOC283922","NR_026950","2","chr16:74387808-74394530|chr16:74394789-74401962","16__74394531__74394789",2
"chr16",74490546,74493687,"circular_RNA/1",0,"-",74490546,74490546,"0,0,0",3,"107,121,108","0,1225,3033",1,"circRNA","GLG1","NM_001145666","24,23,22","chr16:74487232-74490546|chr16:74493687-74495991","16__74490547__74493687",1
"chr16",74491771,74493687,"circular_RNA/5",0,"-",74491771,74491771,"0,0,0",2,"121,108","0,1808",5,"circRNA","GLG1","NM_001145666","23,22","chr16:74490653-74491771|chr16:74493687-74495991","16__74491772__74493687",5
"chr16",74493579,74497377,"circular_RNA/2",0,"-",74493579,74493579,"0,0,0",4,"108,102,143,124","0,2412,2806,3674",2,"circRNA","GLG1","NM_001145666","22,21,20,19","chr16:74491892-74493579|chr16:74497377-74499573","16__74493580__74497377",2
"chr16",74506246,74508530,"circular_RNA/2",0,"-",74506246,74506246,"0,0,0",2,"63,87","0,2197",2,"circRNA","GLG1","NM_001145666","13,12","chr16:74505184-74506246|chr16:74508530-74511293","16__74506247__74508530",2
"chr16",74506246,74511431,"circular_RNA/1",0,"-",74506246,74506246,"0,0,0",3,"63,87,138","0,2197,5047",1,"circRNA","GLG1","NM_001145666","13,12,11","chr16:74505184-74506246|chr16:74511431-74514138","16__74506247__74511431",1
"chr16",74537428,74542823,"circular_RNA/2",0,"-",74537428,74537428,"0,0,0",2,"216,87","0,5308",2,"circRNA","GLG1","NM_001145666","3,2","chr16:74530542-74537428|chr16:74542823-74640554","16__74537429__74542823",2
"chr16",74666420,74671868,"circular_RNA/1",0,"-",74666420,74666420,"0,0,0",3,"151,232,115","0,3823,5333",1,"circRNA","RFWD3","NM_001370534","9,8,7","chr16:74664855-74666420|chr16:74671868-74678259","16__74666421__74671868",1
"chr16",74670243,74671868,"circular_RNA/1",0,"-",74670243,74670243,"0,0,0",2,"232,115","0,1510",1,"circRNA","RFWD3","NM_001370534","8,7","chr16:74666571-74670243|chr16:74671868-74678259","16__74670244__74671868",1
"chr16",74678259,74686020,"circular_RNA/1",0,"-",74678259,74678259,"0,0,0",4,"92,195,71,203","0,179,4770,7558",1,"circRNA","RFWD3","NM_001370534","6,5,4,3","chr16:74671868-74678259|chr16:74686020-74694829","16__74678260__74686020",1
"chr16",74678259,74695349,"circular_RNA/3",0,"-",74678259,74678259,"0,0,0",5,"92,195,71,203,520","0,179,4770,7558,16570",3,"circRNA","RFWD3","NM_001370534","6,5,4,3,2","chr16:74671868-74678259|chr16:74695349-74700739","16__74678260__74695349",3
"chr16",74685817,74695349,"circular_RNA/1",0,"-",74685817,74685817,"0,0,0",2,"203,520","0,9012",1,"circRNA","RFWD3","NM_001370534","3,2","chr16:74683100-74685817|chr16:74695349-74700739","16__74685818__74695349",1
"chr16",74694829,74695349,"circular_RNA/2",0,"-",74694829,74694829,"0,0,0",1,"520","0",2,"circRNA","RFWD3","NM_001370534","2","chr16:74686020-74694829|chr16:74695349-74700739","16__74694830__74695349",2
"chr16",74700715,74700739,"circular_RNA/4",1,"-",74700715,74700715,"0,0,0",1,"24","0",4,"ciRNA","RFWD3","NM_001370534","1","chr16:74695349-74700739","16__74700716__74700739",4
"chr16",74716548,74719481,"circular_RNA/1",0,"-",74716548,74716548,"0,0,0",2,"136,98","0,2835",1,"circRNA","MLKL","NM_152649","6,5","chr16:74712878-74716548|chr16:74719481-74725174","16__74716549__74719481",1
"chr16",74760122,74761284,"circular_RNA/1",0,"-",74760122,74760122,"0,0,0",2,"107,143","0,1019",1,"circRNA","FA2H","NM_024306","4,3","chr16:74753058-74760122|chr16:74761284-74773920","16__74760123__74761284",1
"chr16",74919550,74922217,"circular_RNA/1",0,"-",74919550,74919550,"0,0,0",4,"143,127,73,151","0,617,2030,2516",1,"circRNA","WDR59","NM_030581","25,24,23,22","chr16:74908342-74919550|chr16:74922217-74923600","16__74919551__74922217",1
"chr16",74949767,74950157,"circular_RNA/2",0,"-",74949767,74949767,"0,0,0",2,"125,133","0,257",2,"circRNA","WDR59","NM_030581","13,12","chr16:74946260-74949767|chr16:74950157-74951826","16__74949768__74950157",2
"chr16",74957823,74985441,"circular_RNA/1",0,"-",74957823,74957823,"0,0,0",6,"78,117,89,38,81,86","0,14224,18812,24593,25792,27532",1,"circRNA","WDR59","NM_030581","9,8,7,6,5,4","chr16:74956001-74957823|chr16:74985441-74990372","16__74957824__74985441",1
"chr16",74972047,74976724,"circular_RNA/2",0,"-",74972047,74972047,"0,0,0",2,"117,89","0,4588",2,"circRNA","WDR59","NM_030581","8,7","chr16:74957901-74972047|chr16:74976724-74982416","16__74972048__74976724",2
"chr16",74972047,74985441,"circular_RNA/1",0,"-",74972047,74972047,"0,0,0",5,"117,89,38,81,86","0,4588,10369,11568,13308",1,"circRNA","WDR59","NM_030581","8,7,6,5,4","chr16:74957901-74972047|chr16:74985441-74990372","16__74972048__74985441",1
"chr16",74972047,74999720,"circular_RNA/1",0,"-",74972047,74972047,"0,0,0",7,"117,89,38,81,86,136,50","0,4588,10369,11568,13308,18325,27623",1,"circRNA","WDR59","NM_030581","8,7,6,5,4,3,2","chr16:74957901-74972047|chr16:74999720-75018861","16__74972048__74999720",1
"chr16",74976635,74999720,"circular_RNA/1",0,"-",74976635,74976635,"0,0,0",6,"89,38,81,86,136,50","0,5781,6980,8720,13737,23035",1,"circRNA","WDR59","NM_030581","7,6,5,4,3,2","chr16:74972164-74976635|chr16:74999720-75018861","16__74976636__74999720",1
"chr16",74982416,74999720,"circular_RNA/1",0,"-",74982416,74982416,"0,0,0",5,"38,81,86,136,50","0,1199,2939,7956,17254",1,"circRNA","WDR59","NM_030581","6,5,4,3,2","chr16:74976724-74982416|chr16:74999720-75018861","16__74982417__74999720",1
"chr16",75636982,75646759,"circular_RNA/1",0,"-",75636982,75636982,"0,0,0",4,"87,100,146,619","0,5139,5758,9158",1,"circRNA","ADAT1","NM_001324444","10,9,8,7","chr16:75634246-75636982|chr16:75646759-75651039","16__75636983__75646759",1
"chr16",75636982,75656362,"circular_RNA/4",0,"-",75636982,75636982,"0,0,0",9,"87,100,146,619,131,113,69,190,62","0,5139,5758,9158,14057,15501,17181,17546,19318",4,"circRNA","ADAT1","NM_001324444","10,9,8,7,6,5,4,3,2","chr16:75634246-75636982|chr16:75656362-75657135","16__75636983__75656362",4
