"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr11:78279678|78282489","chr11",78279678,78282489,4,"4_2_0",14,0.364,"exon","ENSG00000137513,","-","SRR1636985.10414459,SRR1636985.7807566,SRR1636985.10460287,SRR1636986.3409781,","11__78279678__78282489",4
"chr11:82625765|82642891","chr11",82625765,82642891,2,"2_1_0",3,0.571,"exon","ENSG00000165490,","+","SRR1636986.30588,SRR1636986.11274515,","11__82625765__82642891",2
"chr11:82720979|82721483","chr11",82720979,82721483,1,"1_1_0",0,1,"intron","ENSG00000254698,ENSG00000137502,","-","SRR1636986.16333435,","11__82720979__82721483",1
"chr11:82878167|82882956","chr11",82878167,82882956,1,"1_1_0",3,0.4,"exon","ENSG00000165494,","+","SRR1636986.15047506,","11__82878167__82882956",1
"chr11:82902097|82903934","chr11",82902097,82903934,1,"1_1_0",3,0.4,"intron","ENSG00000247137,","-","SRR1636985.2705187,","11__82902097__82903934",1
"chr11:82917100|82922472","chr11",82917100,82922472,1,"1_1_0",3,0.4,"exon","ENSG00000137494,","+","SRR1636986.23364766,","11__82917100__82922472",1
"chr11:82989769|82991303","chr11",82989769,82991303,1,"1_1_0",2,0.5,"exon","ENSG00000137500,","-","SRR1636986.1628843,","11__82989769__82991303",1
"chr11:85345130|85346822","chr11",85345130,85346822,1,"1_1_0",4,0.333,"exon","ENSG00000171204,","+","SRR1636986.21293813,","11__85345130__85346822",1
"chr11:85685751|85695016","chr11",85685751,85695016,7,"6_5_0",250,0.053,"exon","ENSG00000073921,","-","SRR1636986.1729097,SRR1636986.14282731,SRR1636985.663455,SRR1636986.16280092,SRR1636986.12410617,SRR1636985.5543164,SRR1636986.12153369,","11__85685751__85695016",7
"chr11:85685751|85742653","chr11",85685751,85742653,18,"4_10_0",208,0.148,"exon","ENSG00000073921,","-","SRR1636986.15700429,SRR1636986.4403892,SRR1636985.4281708,SRR1636985.10611746,SRR1636986.7791353,SRR1636986.11075616,SRR1636986.17512785,SRR1636986.19566856,SRR1636986.20439540,SRR1636985.704195,SRR1636985.6229680,SRR1636985.10003352,SRR1636986.4668072,SRR1636986.5440718,SRR1636986.7648463,SRR1636986.7791353,SRR1636986.7989940,SRR1636986.15395700,","11__85685751__85742653",18
"chr11:85685751|85779780","chr11",85685751,85779780,1,"1_1_0",208,0.01,"exon","ENSG00000073921,","-","SRR1636985.11709811,","11__85685751__85779780",1
"chr11:85692172|85693046","chr11",85692172,85693046,1,"1_1_0",227,0.009,"exon","ENSG00000073921,","-","SRR1636986.1952289,","11__85692172__85693046",1
"chr11:85692172|85742653","chr11",85692172,85742653,5,"3_2_1",221,0.043,"exon","ENSG00000073921,","-","SRR1636986.383197,SRR1636986.1116141,SRR1636986.14800819,SRR1636986.13753424,SRR1636986.18699507,","11__85692172__85742653",5
"chr11:85692788|85701442","chr11",85692788,85701442,2,"0_2_2",283,0.014,"exon","ENSG00000073921,","-","SRR1636986.11206379,SRR1636986.17952962,","11__85692788__85701442",2
"chr11:85692788|85707972","chr11",85692788,85707972,5,"0_1_4",358,0.027,"exon","ENSG00000073921,","-","SRR1636986.3325048,SRR1636986.14201498,SRR1636986.19248226,SRR1636986.670835,SRR1636986.19198572,","11__85692788__85707972",5
"chr11:85701293|85712201","chr11",85701293,85712201,1,"1_1_0",194,0.01,"exon","ENSG00000073921,","-","SRR1636985.3320251,","11__85701293__85712201",1
"chr11:85701293|85714494","chr11",85701293,85714494,1,"1_1_0",185,0.011,"exon","ENSG00000073921,","-","SRR1636986.10767144,","11__85701293__85714494",1
"chr11:85701293|85742653","chr11",85701293,85742653,1,"1_1_0",168,0.012,"exon","ENSG00000073921,","-","SRR1636986.5269991,","11__85701293__85742653",1
"chr11:85707720|85742653","chr11",85707720,85742653,1,"1_1_0",85,0.023,"intron","ENSG00000073921,","-","SRR1636985.2707727,","11__85707720__85742653",1
"chr11:85707869|85712201","chr11",85707869,85712201,1,"1_1_0",261,0.008,"exon","ENSG00000073921,","-","SRR1636986.9664026,","11__85707869__85712201",1
"chr11:85707869|85714494","chr11",85707869,85714494,18,"11_5_1",252,0.125,"exon","ENSG00000073921,","-","SRR1636985.11719070,SRR1636986.16409454,SRR1636986.2268291,SRR1636985.2363521,SRR1636985.8388840,SRR1636985.11794634,SRR1636986.2192436,SRR1636986.2837954,SRR1636986.12495115,SRR1636986.20497481,SRR1636986.22558669,SRR1636985.10283547,SRR1636985.11794634,SRR1636986.2837954,SRR1636986.9680781,SRR1636986.9697903,SRR1636986.15279889,SRR1636986.16314586,","11__85707869__85714494",18
"chr11:85707869|85726006","chr11",85707869,85726006,2,"1_2_0",259,0.015,"exon","ENSG00000073921,","-","SRR1636986.16727234,SRR1636985.2430658,","11__85707869__85726006",2
"chr11:85707869|85742653","chr11",85707869,85742653,11,"6_6_1",235,0.086,"exon","ENSG00000073921,","-","SRR1636985.10621656,SRR1636986.4619309,SRR1636986.16272762,SRR1636985.1664153,SRR1636986.814012,SRR1636986.9800953,SRR1636986.19305334,SRR1636985.7278768,SRR1636986.6293044,SRR1636986.16279181,SRR1636986.22159289,","11__85707869__85742653",11
"chr11:85711686|85714494","chr11",85711686,85714494,3,"0_3_1",267,0.022,"exon","ENSG00000073921,","-","SRR1636986.8871391,SRR1636985.4273489,SRR1636985.10514550,","11__85711686__85714494",3
"chr11:85711686|85742653","chr11",85711686,85742653,2,"2_1_0",250,0.016,"exon","ENSG00000073921,","-","SRR1636986.8733449,SRR1636985.8255231,","11__85711686__85742653",2
"chr11:85712078|85742653","chr11",85712078,85742653,1,"1_1_0",259,0.008,"exon","ENSG00000073921,","-","SRR1636986.5016007,","11__85712078__85742653",1
"chr11:85718585|85737409","chr11",85718585,85737409,1,"1_1_0",161,0.012,"exon","ENSG00000073921,","-","SRR1636986.8311596,","11__85718585__85737409",1
"chr11:85718585|85742653","chr11",85718585,85742653,14,"1_5_6",167,0.144,"exon","ENSG00000073921,","-","SRR1636986.576271,SRR1636986.10172225,SRR1636986.11269180,SRR1636986.19802866,SRR1636986.21790484,SRR1636985.5061337,SRR1636985.5520542,SRR1636986.11269180,SRR1636986.12589376,SRR1636986.8262974,SRR1636985.5291933,SRR1636986.11275792,SRR1636986.16800737,SRR1636986.16945478,","11__85718585__85742653",14
"chr11:85722028|85742653","chr11",85722028,85742653,1,"1_0_1",85,0.023,"intron","ENSG00000073921,","-","SRR1636986.11746156,","11__85722028__85742653",1
"chr11:85722073|85742653","chr11",85722073,85742653,6,"5_5_0",252,0.045,"exon","ENSG00000073921,","-","SRR1636986.742380,SRR1636986.1209515,SRR1636986.3856330,SRR1636986.15792881,SRR1636986.12724235,SRR1636985.8277737,","11__85722073__85742653",6
"chr11:85733410|85742653","chr11",85733410,85742653,17,"10_13_0",203,0.143,"exon","ENSG00000073921,","-","SRR1636985.3819354,SRR1636985.4186892,SRR1636985.5182388,SRR1636985.10349561,SRR1636986.2471813,SRR1636986.16363324,SRR1636986.18073503,SRR1636986.18105473,SRR1636986.22797341,SRR1636985.5182388,SRR1636985.11319602,SRR1636985.12332633,SRR1636986.22797341,SRR1636985.6601091,SRR1636986.19710937,SRR1636985.9134057,SRR1636986.18198061,","11__85733410__85742653",17
"chr11:85733410|85779775","chr11",85733410,85779775,1,"1_1_0",204,0.01,"exon","ENSG00000073921,","-","SRR1636986.7966808,","11__85733410__85779775",1
"chr11:85961338|85967554","chr11",85961338,85967554,2,"1_2_0",8,0.333,"exon","ENSG00000074266,","+","SRR1636986.8712559,SRR1636985.742684,","11__85961338__85967554",2
"chr11:85961338|85968638","chr11",85961338,85968638,2,"2_1_0",8,0.333,"exon","ENSG00000074266,","+","SRR1636986.16712438,SRR1636985.7303234,","11__85961338__85968638",2
"chr11:85966264|85968638","chr11",85966264,85968638,2,"1_1_1",5,0.444,"exon","ENSG00000074266,","+","SRR1636985.3222301,SRR1636985.10232210,","11__85966264__85968638",2
"chr11:86017287|86017524","chr11",86017287,86017524,2,"1_2_0",1,0.8,"exon","ENSG00000149196,","+","SRR1636986.20687333,SRR1636985.3237700,","11__86017287__86017524",2
"chr11:86157356|86159297","chr11",86157356,86159297,2,"1_2_0",5,0.444,"exon","ENSG00000151376,","-","SRR1636985.7214748,SRR1636985.11223441,","11__86157356__86159297",2
"chr11:86198379|86383000","chr11",86198379,86383000,1,"1_1_0",15,0.118,"exon","ENSG00000151376,","-","SRR1636986.13947083,","11__86198379__86383000",1
"chr11:86267595|86270865","chr11",86267595,86270865,22,"12_15_0",14,0.759,"exon","ENSG00000151376,","-","SRR1636985.3408149,SRR1636985.5810248,SRR1636986.5091455,SRR1636986.14457070,SRR1636986.15094759,SRR1636985.2805844,SRR1636985.3698738,SRR1636985.6869940,SRR1636986.968775,SRR1636986.11505431,SRR1636985.2624716,SRR1636985.6033364,SRR1636986.2507038,SRR1636986.4387754,SRR1636986.8020816,SRR1636986.10625858,SRR1636985.8723822,SRR1636986.2727066,SRR1636986.3424411,SRR1636986.10625858,SRR1636986.12635698,SRR1636986.18597458,","11__86267595__86270865",22
"chr11:86778736|86786828","chr11",86778736,86786828,2,"1_2_0",15,0.211,"intron","ENSG00000166575,","+","SRR1636985.12024890,SRR1636986.12700304,","11__86778736__86786828",2
"chr11:86778736|86802437","chr11",86778736,86802437,24,"14_4_14",6,0.889,"exon","ENSG00000166575,","+","SRR1636985.6556588,SRR1636985.10951489,SRR1636986.6611394,SRR1636986.9887846,SRR1636986.13545458,SRR1636985.1640131,SRR1636985.5801606,SRR1636985.8670614,SRR1636985.10110343,SRR1636986.13256411,SRR1636986.14341615,SRR1636986.16240076,SRR1636986.18601247,SRR1636986.22733785,SRR1636985.4792479,SRR1636985.8510198,SRR1636986.3718022,SRR1636986.20284791,SRR1636986.21843823,SRR1636985.5293589,SRR1636985.12364060,SRR1636986.3718022,SRR1636986.9696023,SRR1636986.10444556,","11__86778736__86802437",24
"chr11:86778736|86868448","chr11",86778736,86868448,2,"2_0_1",11,0.267,"exon","ENSG00000166575,","+","SRR1636985.3055593,SRR1636986.23481056,","11__86778736__86868448",2
"chr11:86868383|86872744","chr11",86868383,86872744,1,"1_0_1",2,0.5,"intron","ENSG00000166575,","+","SRR1636986.1829542,","11__86868383__86872744",1
"chr11:88029301|88033813","chr11",88029301,88033813,1,"1_1_0",0,1,"exon","ENSG00000109861,","-","SRR1636986.21300442,","11__88029301__88033813",1
"chr11:89928120|89928681","chr11",89928120,89928681,1,"1_1_0",0,1,"intergenic_region","n/a","-","SRR1636985.7530500,","11__89928120__89928681",1
"chr11:92881819|92903387","chr11",92881819,92903387,1,"1_1_0",4,0.333,"exon","ENSG00000180773,","-","SRR1636986.4723758,","11__92881819__92903387",1
"chr11:93412578|93454578","chr11",93412578,93454578,1,"1_1_0",4,0.333,"exon","ENSG00000166004,","+","SRR1636985.11018769,","11__93412578__93454578",1
"chr11:93420810|93425196","chr11",93420810,93425196,1,"1_1_0",5,0.286,"exon","ENSG00000166004,","+","SRR1636985.1287460,","11__93420810__93425196",1
"chr11:93429486|93433352","chr11",93429486,93433352,1,"1_1_0",6,0.25,"exon","ENSG00000166004,","+","SRR1636985.2826081,","11__93429486__93433352",1
"chr11:93429486|93436085","chr11",93429486,93436085,3,"1_2_0",4,0.6,"exon","ENSG00000166004,","+","SRR1636985.9423889,SRR1636985.9423889,SRR1636985.11155835,","11__93429486__93436085",3
"chr11:93464316|93466563","chr11",93464316,93466563,1,"1_1_0",12,0.143,"exon","ENSG00000166012,","-","SRR1636985.2613341,","11__93464316__93466563",1
"chr11:93465410|93469917","chr11",93465410,93469917,3,"2_1_1",12,0.333,"exon","ENSG00000166012,","-","SRR1636986.16122831,SRR1636986.5132644,SRR1636986.5132644,","11__93465410__93469917",3
"chr11:93466516|93469917","chr11",93466516,93469917,2,"1_0_2",16,0.2,"exon","ENSG00000166012,","-","SRR1636986.6156006,SRR1636985.9821643,","11__93466516__93469917",2
"chr11:93467791|93469917","chr11",93467791,93469917,3,"0_1_3",19,0.24,"exon","ENSG00000166012,","-","SRR1636986.12612951,SRR1636986.913773,SRR1636986.4402615,","11__93467791__93469917",3
"chr11:93467791|93470405","chr11",93467791,93470405,1,"0_1_1",13,0.133,"exon","ENSG00000166012,","-","SRR1636985.7296399,","11__93467791__93470405",1
"chr11:93469307|93469917","chr11",93469307,93469917,5,"5_3_0",23,0.303,"exon","ENSG00000166012,","-","SRR1636986.3574567,SRR1636986.15904367,SRR1636986.20280839,SRR1636985.7326521,SRR1636986.12240465,","11__93469307__93469917",5
"chr11:93480463|93490631","chr11",93480463,93490631,5,"4_1_0",5,0.667,"exon","ENSG00000182919,","+","SRR1636985.7012822,SRR1636985.3453138,SRR1636986.1560925,SRR1636986.19583686,SRR1636986.17729059,","11__93480463__93490631",5
"chr11:93480463|93493024","chr11",93480463,93493024,1,"1_1_0",5,0.286,"exon","ENSG00000182919,","+","SRR1636985.3247408,","11__93480463__93493024",1
"chr11:93523740|93527201","chr11",93523740,93527201,6,"3_3_1",8,0.6,"exon","ENSG00000042429,","+","SRR1636986.14895315,SRR1636985.1250115,SRR1636985.1715729,SRR1636986.18120997,SRR1636985.3681265,SRR1636986.1565278,","11__93523740__93527201",6
"chr11:93523740|93535138","chr11",93523740,93535138,1,"1_1_0",10,0.167,"exon","ENSG00000042429,","+","SRR1636986.1468954,","11__93523740__93535138",1
"chr11:93526894|93527201","chr11",93526894,93527201,4,"2_2_0",14,0.364,"exon","ENSG00000042429,","+","SRR1636986.15452233,SRR1636986.15452233,SRR1636986.15406126,SRR1636986.15406126,","11__93526894__93527201",4
"chr11:94168998|94180604","chr11",94168998,94180604,1,"1_1_0",1,0.667,"exon","ENSG00000020922,","-","SRR1636985.11548095,","11__94168998__94180604",1
"chr11:94178976|94180604","chr11",94178976,94180604,2,"2_2_0",1,0.8,"exon","ENSG00000020922,","-","SRR1636986.16629347,SRR1636985.11485088,","11__94178976__94180604",2
"chr11:94209455|94226072","chr11",94209455,94226072,2,"1_2_0",2,0.667,"exon","ENSG00000020922,","-","SRR1636986.14180610,SRR1636986.13041076,","11__94209455__94226072",2
"chr11:94219090|94224131","chr11",94219090,94224131,2,"1_2_0",3,0.571,"exon","ENSG00000020922,","-","SRR1636985.9684281,SRR1636986.12145676,","11__94219090__94224131",2
"chr11:94219090|94226072","chr11",94219090,94226072,1,"1_1_0",1,0.667,"exon","ENSG00000020922,","-","SRR1636985.1215531,","11__94219090__94226072",1
"chr11:94301896|94353310","chr11",94301896,94353310,1,"1_1_0",0,1,"exon","ENSG00000134627,","+","SRR1636985.1899816,","11__94301896__94353310",1
"chr11:94528177|94533477","chr11",94528177,94533477,2,"2_2_0",12,0.25,"exon","ENSG00000166025,","+","SRR1636985.5953566,SRR1636986.12871602,","11__94528177__94533477",2
"chr11:94528177|94564707","chr11",94528177,94564707,2,"2_2_0",17,0.19,"exon","ENSG00000166025,","+","SRR1636986.8900800,SRR1636986.6304891,","11__94528177__94564707",2
"chr11:94532556|94533477","chr11",94532556,94533477,4,"3_4_0",23,0.258,"exon","ENSG00000166025,","+","SRR1636985.12638655,SRR1636986.489702,SRR1636986.4255698,SRR1636986.18270220,","11__94532556__94533477",4
"chr11:94532556|94554987","chr11",94532556,94554987,1,"1_1_0",25,0.074,"exon","ENSG00000166025,","+","SRR1636986.11914290,","11__94532556__94554987",1
"chr11:94554696|94564707","chr11",94554696,94564707,5,"3_4_0",19,0.345,"exon","ENSG00000166025,","+","SRR1636985.3592349,SRR1636985.3749655,SRR1636986.14780862,SRR1636986.20288334,SRR1636986.6827963,","11__94554696__94564707",5
"chr11:95528680|95532552","chr11",95528680,95532552,1,"1_1_0",4,0.333,"exon","ENSG00000166037,","+","SRR1636986.5208943,","11__95528680__95532552",1
"chr11:95532396|95564431","chr11",95532396,95564431,1,"1_1_0",0,1,"exon","ENSG00000166037,","+","SRR1636986.3080488,","11__95532396__95564431",1
"chr11:95546096|95552068","chr11",95546096,95552068,4,"4_3_0",9,0.471,"exon","ENSG00000166037,","+","SRR1636986.1306558,SRR1636986.15818909,SRR1636985.2695316,SRR1636985.8872269,","11__95546096__95552068",4
"chr11:95563712|95564325","chr11",95563712,95564325,1,"1_1_0",3,0.4,"intron","ENSG00000166037,","-","SRR1636986.976379,","11__95563712__95564325",1
"chr11:95580878|95598840","chr11",95580878,95598840,1,"1_1_0",18,0.1,"exon","ENSG00000087053,","-","SRR1636986.19682268,","11__95580878__95598840",1
"chr11:95590716|95598714","chr11",95590716,95598714,1,"1_1_0",7,0.222,"exon","ENSG00000087053,","-","SRR1636986.8405335,","11__95590716__95598714",1
"chr11:95620490|95647476","chr11",95620490,95647476,1,"1_1_0",3,0.4,"intron","ENSG00000087053,","-","SRR1636985.2040428,","11__95620490__95647476",1
"chr11:95718695|95724887","chr11",95718695,95724887,1,"1_1_0",0,1,"exon","ENSG00000184384,","-","SRR1636985.699626,","11__95718695__95724887",1
"chr11:95718695|95825460","chr11",95718695,95825460,1,"1_1_0",2,0.5,"exon","ENSG00000184384,","-","SRR1636986.3303296,","11__95718695__95825460",1
"chr11:95718695|95826681","chr11",95718695,95826681,1,"1_1_0",0,1,"exon","ENSG00000184384,","-","SRR1636985.11255400,","11__95718695__95826681",1
"chr11:95825056|95826681","chr11",95825056,95826681,2,"2_1_0",3,0.571,"exon","ENSG00000184384,","-","SRR1636985.11576489,SRR1636986.13220079,","11__95825056__95826681",2
"chr11:100608997|100609229","chr11",100608997,100609229,1,"1_1_0",11,0.154,"intron","ENSG00000165895,","+","SRR1636986.5114480,","11__100608997__100609229",1
"chr11:100608997|100612143","chr11",100608997,100612143,1,"1_1_0",7,0.222,"intron","ENSG00000165895,","+","SRR1636985.12777399,","11__100608997__100612143",1
"chr11:100637657|100641169","chr11",100637657,100641169,1,"1_1_0",7,0.222,"intron","ENSG00000165895,","+","SRR1636986.995168,","11__100637657__100641169",1
"chr11:100687446|100730356","chr11",100687446,100730356,2,"1_2_0",7,0.364,"exon","ENSG00000165895,","+","SRR1636986.14260835,SRR1636986.4610103,","11__100687446__100730356",2
"chr11:100803887|100820687","chr11",100803887,100820687,2,"2_1_0",1,0.8,"exon","ENSG00000165895,","+","SRR1636986.5514067,SRR1636986.2444360,","11__100803887__100820687",2
"chr11:100812515|100814599","chr11",100812515,100814599,2,"2_2_0",7,0.364,"exon","ENSG00000165895,","+","SRR1636985.1303174,SRR1636986.5832197,","11__100812515__100814599",2
"chr11:100858244|100860041","chr11",100858244,100860041,1,"1_1_0",1,0.667,"exon","ENSG00000165895,","+","SRR1636986.6629409,","11__100858244__100860041",1
"chr11:102056749|102080295","chr11",102056749,102080295,3,"2_0_1",99,0.057,"exon","ENSG00000137693,","+","SRR1636985.4892561,SRR1636985.4892561,SRR1636986.3093438,","11__102056749__102080295",3
"chr11:102074822|102098312","chr11",102074822,102098312,1,"0_1_1",88,0.022,"intron","ENSG00000137693,","+","SRR1636986.15672932,","11__102074822__102098312",1
"chr11:102076624|102094483","chr11",102076624,102094483,3,"1_3_0",138,0.042,"exon","ENSG00000137693,","+","SRR1636986.505474,SRR1636985.653151,SRR1636986.21351819,","11__102076624__102094483",3
"chr11:102094353|102098312","chr11",102094353,102098312,1,"1_1_0",187,0.011,"exon","ENSG00000137693,","+","SRR1636985.482344,","11__102094353__102098312",1
"chr11:102196197|102199676","chr11",102196197,102199676,1,"1_1_0",2,0.5,"exon","ENSG00000023445,","+","SRR1636985.11000600,","11__102196197__102199676",1
"chr11:102196197|102201972","chr11",102196197,102201972,1,"1_1_0",2,0.5,"exon","ENSG00000023445,","+","SRR1636986.13468967,","11__102196197__102201972",1
"chr11:102206697|102206951","chr11",102206697,102206951,1,"1_1_0",0,1,"exon","ENSG00000023445,","+","SRR1636985.4245794,","11__102206697__102206951",1
"chr11:102220609|102261344","chr11",102220609,102261344,1,"1_1_0",0,1,"intergenic_region","n/a","+","SRR1636986.15094103,","11__102220609__102261344",1
"chr11:102221077|102248773","chr11",102221077,102248773,3,"2_1_1",3,0.667,"exon","ENSG00000110330,","+","SRR1636986.22540347,SRR1636985.7655456,SRR1636986.23369005,","11__102221077__102248773",3
"chr11:102221575|102239279","chr11",102221575,102239279,5,"3_4_0",15,0.4,"exon","ENSG00000110330,","+","SRR1636985.1661700,SRR1636985.9454066,SRR1636986.1634252,SRR1636985.1661700,SRR1636985.12000667,","11__102221575__102239279",5
"chr11:102221575|102248629","chr11",102221575,102248629,1,"1_0_1",15,0.118,"exon","ENSG00000110330,","+","SRR1636985.5068179,","11__102221575__102248629",1
"chr11:102221575|102248773","chr11",102221575,102248773,2,"2_1_0",11,0.267,"exon","ENSG00000110330,","+","SRR1636986.450698,SRR1636986.16229583,","11__102221575__102248773",2
"chr11:102221575|102261344","chr11",102221575,102261344,1,"1_1_0",11,0.154,"intergenic_region","n/a","+","SRR1636986.17000315,","11__102221575__102261344",1
"chr11:102233627|102239279","chr11",102233627,102239279,5,"3_4_0",10,0.5,"exon","ENSG00000110330,","+","SRR1636985.12779386,SRR1636986.1914900,SRR1636986.23176034,SRR1636985.9036646,SRR1636986.10249280,","11__102233627__102239279",5
"chr11:102248368|102248909","chr11",102248368,102248909,1,"1_1_0",6,0.25,"exon","ENSG00000110330,","-","SRR1636986.20869004,","11__102248368__102248909",1
"chr11:103058069|103059377","chr11",103058069,103059377,1,"1_1_0",0,1,"exon","ENSG00000187240,","+","SRR1636985.2866743,","11__103058069__103059377",1
"chr11:103092759|103093815","chr11",103092759,103093815,1,"1_1_0",1,0.667,"exon","ENSG00000187240,","+","SRR1636986.12034914,","11__103092759__103093815",1
"chr11:103151077|103158334","chr11",103151077,103158334,2,"1_1_1",3,0.571,"exon","ENSG00000187240,","+","SRR1636985.4287497,SRR1636986.20506827,","11__103151077__103158334",2
"chr11:103151077|103194718","chr11",103151077,103194718,3,"3_3_0",2,0.75,"exon","ENSG00000187240,","+","SRR1636986.22824876,SRR1636985.10196025,SRR1636985.12392955,","11__103151077__103194718",3
"chr11:103151077|103229249","chr11",103151077,103229249,1,"1_1_0",1,0.667,"intron","ENSG00000187240,","+","SRR1636986.10856927,","11__103151077__103229249",1
"chr11:103173822|103194718","chr11",103173822,103194718,5,"5_3_0",5,0.667,"exon","ENSG00000187240,","+","SRR1636985.11673935,SRR1636986.9666191,SRR1636986.20116646,SRR1636986.22018558,SRR1636986.12840233,","11__103173822__103194718",5
"chr11:103173822|103229087","chr11",103173822,103229087,2,"2_1_0",5,0.444,"exon","ENSG00000187240,","+","SRR1636985.750880,SRR1636986.10964176,","11__103173822__103229087",2
"chr11:103187274|103194718","chr11",103187274,103194718,2,"2_2_0",10,0.286,"exon","ENSG00000187240,","+","SRR1636985.9506096,SRR1636986.6407887,","11__103187274__103194718",2
"chr11:106544019|106579392","chr11",106544019,106579392,1,"1_1_0",0,1,"intergenic_region","n/a","-","SRR1636985.4588278,","11__106544019__106579392",1
"chr11:106810186|106856857","chr11",106810186,106856857,2,"2_2_0",3,0.571,"exon","ENSG00000152402,","-","SRR1636985.9063953,SRR1636986.15879195,","11__106810186__106856857",2
"chr11:106849345|106856857","chr11",106849345,106856857,43,"19_8_10",6,0.935,"exon","ENSG00000152402,","-","SRR1636985.2213418,SRR1636985.6142083,SRR1636985.11686013,SRR1636986.3700793,SRR1636986.9538733,SRR1636986.13121704,SRR1636986.15426208,SRR1636986.15632486,SRR1636986.21105734,SRR1636985.1764959,SRR1636985.4363659,SRR1636985.7206105,SRR1636986.2424322,SRR1636986.3700793,SRR1636986.4173152,SRR1636986.5403960,SRR1636986.9538733,SRR1636986.14356324,SRR1636986.14629846,SRR1636986.15426208,SRR1636986.16978076,SRR1636986.18543316,SRR1636986.18861987,SRR1636986.21105734,SRR1636985.2772401,SRR1636985.9438952,SRR1636985.12189641,SRR1636985.13290956,SRR1636986.940835,SRR1636986.3931122,SRR1636986.7182656,SRR1636986.9151322,SRR1636986.18804611,SRR1636985.2772401,SRR1636985.4537740,SRR1636985.6782783,SRR1636985.13290956,SRR1636986.1449221,SRR1636986.11207899,SRR1636986.11794600,SRR1636986.14361691,SRR1636986.18804611,SRR1636986.22175078,","11__106849345__106856857",43
"chr11:107179009|107281006","chr11",107179009,107281006,1,"1_1_0",1,0.667,"intergenic_region","n/a","-","SRR1636985.10987175,","11__107179009__107281006",1
"chr11:107260800|107263621","chr11",107260800,107263621,9,"8_7_0",3,0.857,"exon","ENSG00000152404,","-","SRR1636985.2116247,SRR1636985.4197738,SRR1636986.1515968,SRR1636986.3210476,SRR1636986.1576896,SRR1636986.23261171,SRR1636986.7448027,SRR1636986.13796261,SRR1636986.22821190,","11__107260800__107263621",9
"chr11:107260800|107289013","chr11",107260800,107289013,4,"2_2_0",0,1,"exon","ENSG00000152404,","-","SRR1636986.15425266,SRR1636986.4563671,SRR1636986.4563671,SRR1636986.6112029,","11__107260800__107289013",4
"chr11:107673727|107677602","chr11",107673727,107677602,2,"2_2_0",11,0.267,"exon","ENSG00000110660,","-","SRR1636986.16647657,SRR1636986.17719253,","11__107673727__107677602",2
"chr11:107677443|107686691","chr11",107677443,107686691,2,"1_2_0",4,0.5,"exon","ENSG00000110660,","-","SRR1636986.18826025,SRR1636986.10397945,","11__107677443__107686691",2
"chr11:107916997|107925682","chr11",107916997,107925682,2,"2_2_0",5,0.444,"exon","ENSG00000166266,","+","SRR1636986.17826770,SRR1636986.11952071,","11__107916997__107925682",2
"chr11:107925602|107948967","chr11",107925602,107948967,1,"1_1_0",13,0.133,"exon","ENSG00000166266,","+","SRR1636986.4798864,","11__107925602__107948967",1
"chr11:107931767|107948967","chr11",107931767,107948967,1,"1_1_0",6,0.25,"intron","ENSG00000166266,","+","SRR1636985.2364749,","11__107931767__107948967",1
"chr11:107959254|107960350","chr11",107959254,107960350,2,"1_1_0",8,0.333,"exon","ENSG00000166266,","+","SRR1636986.17519359,SRR1636986.17519359,","11__107959254__107960350",2
"chr11:108029647|108047817","chr11",108029647,108047817,1,"1_1_0",3,0.4,"exon","ENSG00000149308,","-","SRR1636986.23149991,","11__108029647__108047817",1
"chr11:108040655|108056046","chr11",108040655,108056046,1,"1_1_0",6,0.25,"exon","ENSG00000149308,","-","SRR1636986.43624,","11__108040655__108056046",1
"chr11:108046973|108047817","chr11",108046973,108047817,10,"6_6_1",5,0.8,"exon","ENSG00000149308,","-","SRR1636985.9728038,SRR1636986.12505272,SRR1636985.4663927,SRR1636985.5818216,SRR1636986.3353110,SRR1636986.11458651,SRR1636986.22728952,SRR1636986.22215407,SRR1636985.8945448,SRR1636986.22215407,","11__108046973__108047817",10
"chr11:108106397|108115753","chr11",108106397,108115753,1,"1_1_0",8,0.2,"exon","ENSG00000149311,","+","SRR1636986.1455885,","11__108106397__108115753",1
"chr11:108119660|108138069","chr11",108119660,108138069,1,"1_1_0",3,0.4,"exon","ENSG00000149311,","+","SRR1636986.20567572,","11__108119660__108138069",1
"chr11:108126942|108138069","chr11",108126942,108138069,1,"1_1_0",3,0.4,"exon","ENSG00000149311,","+","SRR1636986.21440586,","11__108126942__108138069",1
"chr11:108129713|108138069","chr11",108129713,108138069,1,"1_1_0",5,0.286,"exon","ENSG00000149311,","+","SRR1636985.2073564,","11__108129713__108138069",1
"chr11:108137898|108138069","chr11",108137898,108138069,1,"1_1_0",7,0.222,"exon","ENSG00000149311,","+","SRR1636985.4689742,","11__108137898__108138069",1
"chr11:108137898|108160528","chr11",108137898,108160528,1,"1_1_0",5,0.286,"exon","ENSG00000149311,","+","SRR1636986.9471323,","11__108137898__108160528",1
"chr11:108170441|108202764","chr11",108170441,108202764,2,"2_1_0",9,0.308,"exon","ENSG00000149311,","+","SRR1636986.10952911,SRR1636986.15490025,","11__108170441__108202764",2
