"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr1:155885664|155887463","chr1",155885664,155887463,2,"2_1_0",110,0.035,"exon","ENSG00000132680,","-","SRR2048277.6403349,SRR2048277.8598616,","1__155885664__155887463",2
"chr1:155891166|155891709","chr1",155891166,155891709,5,"2_1_3",136,0.068,"exon","ENSG00000132680,","-","SRR2048277.7323208,SRR2048278.8004750,SRR2048278.11547627,SRR2048277.11151928,SRR2048278.18156170,","1__155891166__155891709",5
"chr1:155891166|155895634","chr1",155891166,155895634,2,"1_2_0",104,0.037,"exon","ENSG00000132680,","-","SRR2048277.337930,SRR2048278.12477258,","1__155891166__155895634",2
"chr1:155893418|155899631","chr1",155893418,155899631,1,"1_1_0",81,0.024,"exon","ENSG00000132680,","-","SRR2048278.8155428,","1__155893418__155899631",1
"chr1:155896467|155896947","chr1",155896467,155896947,1,"1_1_0",116,0.017,"exon","ENSG00000132680,","-","SRR2048278.4848085,","1__155896467__155896947",1
"chr1:156286957|156287338","chr1",156286957,156287338,2,"1_1_1",855,0.005,"exon","ENSG00000163468,","-","SRR2048278.9289289,SRR2048277.5149258,","1__156286957__156287338",2
"chr1:156290630|156304709","chr1",156290630,156304709,4,"1_1_0",654,0.012,"exon","ENSG00000163468,","-","SRR2048278.1300022,SRR2048278.4029827,SRR2048278.6209433,SRR2048278.9277334,","1__156290630__156304709",4
"chr1:156290630|156305679","chr1",156290630,156305679,3,"2_1_0",769,0.008,"exon","ENSG00000163468,","-","SRR2048278.1180959,SRR2048278.9282760,SRR2048278.14169503,","1__156290630__156305679",3
"chr1:156294763|156304709","chr1",156294763,156304709,2,"1_0_2",573,0.007,"exon","ENSG00000163468,","-","SRR2048277.9433046,SRR2048278.13030850,","1__156294763__156304709",2
"chr1:156303338|156304709","chr1",156303338,156304709,8,"4_2_5",528,0.029,"exon","ENSG00000163468,","-","SRR2048277.15162200,SRR2048278.5721035,SRR2048278.12823092,SRR2048277.8949688,SRR2048277.12431980,SRR2048277.13563697,SRR2048278.6826378,SRR2048278.16131417,","1__156303338__156304709",8
"chr1:156921365|156925591","chr1",156921365,156925591,1,"1_0_1",49,0.039,"exon","ENSG00000132694,","-","SRR2048278.9281050,","1__156921365__156925591",1
"chr1:156954131|156955965","chr1",156954131,156955965,2,"2_1_0",99,0.039,"exon","ENSG00000132694,","-","SRR2048277.4704760,SRR2048278.7320321,","1__156954131__156955965",2
"chr1:159888553|159890327","chr1",159888553,159890327,2,"2_1_0",182,0.022,"exon","ENSG00000158710,","-","SRR2048278.489451,SRR2048277.12322222,","1__159888553__159890327",2
"chr1:159892430|159892569","chr1",159892430,159892569,1,"1_1_0",10,0.167,"intron","ENSG00000158710,","-","SRR2048277.16726143,","1__159892430__159892569",1
"chr1:159987401|159990861","chr1",159987401,159990861,2,"1_1_1",0,1,"intergenic_region","n/a","-","SRR2048278.16640129,SRR2048277.6745980,","1__159987401__159990861",2
"chr1:160275223|160302347","chr1",160275223,160302347,1,"1_1_0",126,0.016,"exon","ENSG00000122218,","-","SRR2048278.2669875,","1__160275223__160302347",1
"chr1:160293221|160302347","chr1",160293221,160302347,4,"4_2_0",153,0.05,"exon","ENSG00000122218,","-","SRR2048278.2156025,SRR2048278.17685201,SRR2048277.10928995,SRR2048278.10451028,","1__160293221__160302347",4
"chr1:160385438|160390977","chr1",160385438,160390977,1,"1_1_0",15,0.118,"exon","ENSG00000162738,","+","SRR2048278.657160,","1__160385438__160390977",1
"chr1:161293404|161298287","chr1",161293404,161298287,1,"1_1_0",14,0.125,"exon","ENSG00000143252,","+","SRR2048277.11684627,","1__161293404__161298287",1
"chr1:161748034|161753886","chr1",161748034,161753886,3,"2_3_0",53,0.102,"exon","ENSG00000118217,","+","SRR2048277.10481619,SRR2048278.8271777,SRR2048277.220327,","1__161748034__161753886",3
"chr1:162473544|162487980","chr1",162473544,162487980,1,"1_1_0",74,0.026,"exon","ENSG00000152332,","+","SRR2048277.4078537,","1__162473544__162487980",1
"chr1:162535802|162567648","chr1",162535802,162567648,1,"1_1_0",36,0.053,"exon","ENSG00000117143,","+","SRR2048277.10523802,","1__162535802__162567648",1
"chr1:162546567|162586233","chr1",162546567,162586233,1,"1_1_0",64,0.03,"intergenic_region","n/a","+","SRR2048277.2849273,","1__162546567__162586233",1
"chr1:165854379|165865569","chr1",165854379,165865569,3,"3_1_0",45,0.118,"intron","ENSG00000143179,","+","SRR2048278.13916908,SRR2048277.15725260,SRR2048278.4826953,","1__165854379__165865569",3
"chr1:165859441|165865569","chr1",165859441,165865569,3,"2_2_0",91,0.062,"exon","ENSG00000143179,","+","SRR2048278.2004534,SRR2048278.5562659,SRR2048278.15645039,","1__165859441__165865569",3
"chr1:165872419|165875206","chr1",165872419,165875206,1,"1_0_1",172,0.011,"exon","ENSG00000143179,","+","SRR2048277.580361,","1__165872419__165875206",1
"chr1:167358825|167358998","chr1",167358825,167358998,1,"0_1_1",52,0.037,"exon","ENSG00000143190,","+","SRR2048277.7086646,","1__167358825__167358998",1
"chr1:167734820|167745403","chr1",167734820,167745403,3,"2_3_0",52,0.103,"exon","ENSG00000197965,","+","SRR2048277.1868026,SRR2048278.16853018,SRR2048277.12488425,","1__167734820__167745403",3
"chr1:167971720|167974031","chr1",167971720,167974031,1,"1_1_0",44,0.043,"exon","ENSG00000143164,","+","SRR2048277.5573127,","1__167971720__167974031",1
"chr1:168032859|168037701","chr1",168032859,168037701,3,"1_2_0",38,0.136,"exon","ENSG00000143164,","+","SRR2048278.16210436,SRR2048278.17677788,SRR2048277.16424333,","1__168032859__168037701",3
"chr1:168073715|168083787","chr1",168073715,168083787,2,"2_1_0",7,0.364,"exon","ENSG00000143147,","-","SRR2048277.8365567,SRR2048277.15696190,","1__168073715__168083787",2
"chr1:168260398|168269721","chr1",168260398,168269721,1,"1_1_0",2,0.5,"exon","ENSG00000143178,","+","SRR2048277.8997313,","1__168260398__168269721",1
"chr1:168260398|168278115","chr1",168260398,168278115,1,"1_1_0",0,1,"exon","ENSG00000143178,","+","SRR2048278.9347447,","1__168260398__168278115",1
"chr1:169080608|169082817","chr1",169080608,169082817,1,"1_0_1",15,0.118,"intron","ENSG00000143153,","+","SRR2048278.16691705,","1__169080608__169082817",1
"chr1:170508351|170513986","chr1",170508351,170513986,2,"2_2_0",14,0.222,"exon","ENSG00000120370,","+","SRR2048278.9282126,SRR2048278.13659973,","1__170508351__170513986",2
"chr1:171339960|171341682","chr1",171339960,171341682,1,"1_1_0",0,1,"intergenic_region","n/a","-","SRR2048278.13700929,","1__171339960__171341682",1
"chr1:171454825|171496983","chr1",171454825,171496983,2,"1_0_2",526,0.008,"exon","ENSG00000117523,","+","SRR2048277.2891397,SRR2048278.13776209,","1__171454825__171496983",2
"chr1:171492360|171496983","chr1",171492360,171496983,4,"1_2_3",360,0.022,"exon","ENSG00000117523,","+","SRR2048278.4979594,SRR2048278.14857967,SRR2048278.10314284,SRR2048278.13983895,","1__171492360__171496983",4
"chr1:171492360|171502100","chr1",171492360,171502100,1,"1_1_0",306,0.006,"exon","ENSG00000117523,","+","SRR2048277.13851277,","1__171492360__171502100",1
"chr1:171493960|171496983","chr1",171493960,171496983,2,"2_0_1",352,0.011,"exon","ENSG00000117523,","+","SRR2048277.11550401,SRR2048277.9745622,","1__171493960__171496983",2
"chr1:171493960|171506612","chr1",171493960,171506612,1,"1_1_0",165,0.012,"exon","ENSG00000117523,","+","SRR2048277.541807,","1__171493960__171506612",1
"chr1:171537386|171544267","chr1",171537386,171544267,5,"2_4_1",204,0.047,"exon","ENSG00000117523,","+","SRR2048277.3014259,SRR2048277.4773113,SRR2048278.4632395,SRR2048278.5646205,SRR2048278.17294918,","1__171537386__171544267",5
"chr1:171544066|171546776","chr1",171544066,171546776,1,"1_1_0",221,0.009,"exon","ENSG00000117523,","+","SRR2048278.17678196,","1__171544066__171546776",1
"chr1:171548493|171556890","chr1",171548493,171556890,1,"1_1_0",285,0.007,"exon","ENSG00000117523,","+","SRR2048277.9393847,","1__171548493__171556890",1
"chr1:172007459|172025066","chr1",172007459,172025066,1,"1_1_0",8,0.2,"intron","ENSG00000197959,","+","SRR2048278.10931456,","1__172007459__172025066",1
"chr1:172525009|172539870","chr1",172525009,172539870,1,"1_1_0",20,0.091,"exon","ENSG00000094975,","+","SRR2048278.3059098,","1__172525009__172539870",1
"chr1:172557900|172560211","chr1",172557900,172560211,1,"1_1_0",56,0.034,"exon","ENSG00000094975,","+","SRR2048278.11206425,","1__172557900__172560211",1
"chr1:173409602|173411187","chr1",173409602,173411187,1,"1_1_0",4,0.333,"exon","ENSG00000203739,","-","SRR2048278.10685873,","1__173409602__173411187",1
"chr1:173949947|173953757","chr1",173949947,173953757,1,"1_1_0",91,0.022,"exon","ENSG00000135870,","-","SRR2048278.12478344,","1__173949947__173953757",1
"chr1:174188263|174190302","chr1",174188263,174190302,1,"1_1_0",23,0.08,"exon","ENSG00000152061,","+","SRR2048278.4419494,","1__174188263__174190302",1
"chr1:174777837|174781098","chr1",174777837,174781098,1,"1_1_0",16,0.111,"intron","ENSG00000152061,","+","SRR2048277.11988773,","1__174777837__174781098",1
"chr1:175956079|175958615","chr1",175956079,175958615,3,"2_2_0",22,0.214,"exon","ENSG00000143207,","-","SRR2048277.223776,SRR2048277.2747541,SRR2048278.15135959,","1__175956079__175958615",3
"chr1:175996708|176055026","chr1",175996708,176055026,1,"1_1_0",24,0.077,"exon","ENSG00000143207,","-","SRR2048277.10300252,","1__175996708__176055026",1
"chr1:178092191|178094636","chr1",178092191,178094636,3,"2_2_0",7,0.462,"exon","ENSG00000075391,","+","SRR2048278.1840364,SRR2048278.9396858,SRR2048278.10197051,","1__178092191__178094636",3
"chr1:178745817|178858831","chr1",178745817,178858831,1,"1_0_1",32,0.059,"exon","ENSG00000116191,","+","SRR2048277.1020638,","1__178745817__178858831",1
"chr1:179033062|179033631","chr1",179033062,179033631,1,"1_1_0",76,0.026,"exon","ENSG00000116199,","+","SRR2048278.7571232,","1__179033062__179033631",1
"chr1:179100446|179102509","chr1",179100446,179102509,8,"5_3_0",9,0.64,"exon","ENSG00000143322,","-","SRR2048277.15279369,SRR2048277.16743306,SRR2048278.14460973,SRR2048277.11224629,SRR2048277.12356609,SRR2048277.15201495,SRR2048278.12431595,SRR2048278.12820100,","1__179100446__179102509",8
"chr1:179306972|179312770","chr1",179306972,179312770,1,"1_1_0",123,0.016,"exon","ENSG00000057252,","+","SRR2048277.12816756,","1__179306972__179312770",1
"chr1:179337935|179339213","chr1",179337935,179339213,2,"1_1_0",0,1,"exon","ENSG00000162779,","+","SRR2048277.6000057,SRR2048277.14486008,","1__179337935__179339213",2
"chr1:179337935|179364337","chr1",179337935,179364337,1,"1_1_0",0,1,"exon","ENSG00000162779,","+","SRR2048278.4676727,","1__179337935__179364337",1
"chr1:179363038|179401477","chr1",179363038,179401477,1,"1_1_0",0,1,"exon","ENSG00000162779,","+","SRR2048278.7543074,","1__179363038__179401477",1
"chr1:179955304|179975702","chr1",179955304,179975702,2,"1_2_0",53,0.07,"exon","ENSG00000135837,","+","SRR2048278.11957367,SRR2048277.8299820,","1__179955304__179975702",2
"chr1:179972309|179993717","chr1",179972309,179993717,2,"2_2_0",44,0.083,"exon","ENSG00000135837,","+","SRR2048277.1656344,SRR2048278.3337826,","1__179972309__179993717",2
"chr1:180031355|180034407","chr1",180031355,180034407,2,"2_1_0",88,0.043,"exon","ENSG00000135837,","+","SRR2048278.12246382,SRR2048277.4249236,","1__180031355__180034407",2
"chr1:180283827|180464660","chr1",180283827,180464660,1,"0_1_1",54,0.036,"exon","ENSG00000135847,","-","SRR2048278.17127704,","1__180283827__180464660",1
"chr1:180366651|180382606","chr1",180366651,180382606,8,"6_6_0",52,0.235,"exon","ENSG00000135847,","-","SRR2048277.80189,SRR2048277.6525980,SRR2048277.11861596,SRR2048278.9108095,SRR2048278.16839438,SRR2048277.10287859,SRR2048277.14548856,SRR2048278.13840282,","1__180366651__180382606",8
"chr1:180366651|180399397","chr1",180366651,180399397,2,"1_1_0",51,0.073,"exon","ENSG00000135847,","-","SRR2048278.6500239,SRR2048278.8927519,","1__180366651__180399397",2
"chr1:180945254|180974599","chr1",180945254,180974599,1,"1_1_0",21,0.087,"exon","ENSG00000135823,","-","SRR2048278.69868,","1__180945254__180974599",1
"chr1:180953813|180962561","chr1",180953813,180962561,9,"6_5_1",31,0.367,"exon","ENSG00000135823,","-","SRR2048277.1513933,SRR2048277.13538300,SRR2048277.13995893,SRR2048278.2195771,SRR2048278.5924830,SRR2048278.9601182,SRR2048278.14277281,SRR2048278.14772129,SRR2048278.15052677,","1__180953813__180962561",9
"chr1:180953813|180974599","chr1",180953813,180974599,4,"3_4_0",30,0.211,"exon","ENSG00000135823,","-","SRR2048277.7296934,SRR2048277.10083894,SRR2048277.14424705,SRR2048278.18262370,","1__180953813__180974599",4
"chr1:180971742|180974599","chr1",180971742,180974599,2,"2_2_0",29,0.121,"exon","ENSG00000135823,","-","SRR2048278.1083689,SRR2048278.15908538,","1__180971742__180974599",2
"chr1:182781291|182794955","chr1",182781291,182794955,1,"0_1_1",10,0.167,"exon","ENSG00000135838,","+","SRR2048278.4005015,","1__182781291__182794955",1
"chr1:182821368|182828252","chr1",182821368,182828252,1,"1_1_0",143,0.014,"exon","ENSG00000135829,","+","SRR2048277.11903670,","1__182821368__182828252",1
"chr1:183102541|183104291","chr1",183102541,183104291,1,"1_1_0",167,0.012,"exon","ENSG00000135862,","+","SRR2048278.9722383,","1__183102541__183104291",1
"chr1:183470266|183482003","chr1",183470266,183482003,1,"1_0_1",11,0.154,"exon","ENSG00000116698,","+","SRR2048277.15655615,","1__183470266__183482003",1
"chr1:183656367|183711424","chr1",183656367,183711424,1,"1_1_0",1,0.667,"intron","ENSG00000143344,","+","SRR2048277.13401464,","1__183656367__183711424",1
"chr1:184090099|184090384","chr1",184090099,184090384,1,"1_1_0",0,1,"intergenic_region","n/a","+","SRR2048277.15947095,","1__184090099__184090384",1
"chr1:184671945|184686757","chr1",184671945,184686757,1,"1_1_0",23,0.08,"exon","ENSG00000116406,","-","SRR2048277.1265015,","1__184671945__184686757",1
"chr1:185703973|185902956","chr1",185703973,185902956,1,"1_1_0",8,0.2,"exon","ENSG00000143341,","+","SRR2048277.6500357,","1__185703973__185902956",1
"chr1:186302254|186306288","chr1",186302254,186306288,1,"1_1_0",258,0.008,"exon","ENSG00000047410,","-","SRR2048278.7684036,","1__186302254__186306288",1
"chr1:186359843|186360923","chr1",186359843,186360923,5,"3_3_0",8,0.556,"exon","ENSG00000157181,","+","SRR2048277.3573966,SRR2048277.10245756,SRR2048277.15780327,SRR2048277.6786450,SRR2048277.11108300,","1__186359843__186360923",5
"chr1:186367445|186375400","chr1",186367445,186375400,1,"1_1_0",14,0.125,"exon","ENSG00000157181,","+","SRR2048278.4889694,","1__186367445__186375400",1
"chr1:186375215|186394429","chr1",186375215,186394429,1,"1_1_0",3,0.4,"intergenic_region","n/a","+","SRR2048277.8669870,","1__186375215__186394429",1
"chr1:186901895|186934725","chr1",186901895,186934725,1,"1_1_0",7,0.222,"exon","ENSG00000116711,","+","SRR2048277.12381890,","1__186901895__186934725",1
"chr1:192877326|192880633","chr1",192877326,192880633,2,"1_1_0",0,1,"intergenic_region","n/a","+","SRR2048277.3647987,SRR2048277.13278731,","1__192877326__192880633",2
"chr1:192997215|192998787","chr1",192997215,192998787,1,"1_1_0",68,0.029,"exon","ENSG00000116750,","-","SRR2048277.13908022,","1__192997215__192998787",1
"chr1:193038164|193053787","chr1",193038164,193053787,3,"2_2_0",330,0.018,"exon","ENSG00000116747,","+","SRR2048277.6955277,SRR2048277.7549412,SRR2048277.15908744,","1__193038164__193053787",3
"chr1:193038164|193053828","chr1",193038164,193053828,1,"1_1_0",326,0.006,"exon","ENSG00000116747,","+","SRR2048278.12386888,","1__193038164__193053828",1
"chr1:193044950|193046180","chr1",193044950,193046180,2,"1_1_0",112,0.034,"exon","ENSG00000116747,","+","SRR2048278.3968653,SRR2048278.10450389,","1__193044950__193046180",2
"chr1:193110980|193121574","chr1",193110980,193121574,1,"1_1_0",151,0.013,"exon","ENSG00000134371,","+","SRR2048277.6104216,","1__193110980__193121574",1
"chr1:193116997|193121574","chr1",193116997,193121574,1,"1_1_0",216,0.009,"exon","ENSG00000134371,","+","SRR2048278.12146918,","1__193116997__193121574",1
"chr1:193119434|193121574","chr1",193119434,193121574,2,"1_1_0",157,0.025,"exon","ENSG00000134371,","+","SRR2048278.8923210,SRR2048278.16004431,","1__193119434__193121574",2
"chr1:193172925|193181607","chr1",193172925,193181607,6,"3_3_2",127,0.086,"exon","ENSG00000134371,","+","SRR2048277.6566315,SRR2048277.7273524,SRR2048277.11634112,SRR2048277.3490270,SRR2048277.12035877,SRR2048278.16729803,","1__193172925__193181607",6
"chr1:193216536|193219001","chr1",193216536,193219001,1,"1_1_0",9,0.182,"intron","ENSG00000134371,","+","SRR2048277.15674134,","1__193216536__193219001",1
"chr1:193268338|193281233","chr1",193268338,193281233,1,"1_1_0",0,1,"intergenic_region","n/a","+","SRR2048277.1713613,","1__193268338__193281233",1
"chr1:193268338|193367520","chr1",193268338,193367520,3,"1_1_0",0,1,"intergenic_region","n/a","+","SRR2048278.1654958,SRR2048278.2819960,SRR2048278.17258435,","1__193268338__193367520",3
"chr1:193272721|193320369","chr1",193272721,193320369,1,"1_1_0",0,1,"intergenic_region","n/a","+","SRR2048277.8361687,","1__193272721__193320369",1
"chr1:197552282|197742062","chr1",197552282,197742062,1,"1_1_0",14,0.125,"exon","ENSG00000213047,","-","SRR2048278.4554317,","1__197552282__197742062",1
"chr1:197564338|197621445","chr1",197564338,197621445,1,"1_1_0",22,0.083,"exon","ENSG00000213047,","-","SRR2048278.504795,","1__197564338__197621445",1
"chr1:197564338|197684204","chr1",197564338,197684204,1,"1_1_0",19,0.095,"exon","ENSG00000213047,","-","SRR2048278.11727147,","1__197564338__197684204",1
"chr1:197611841|197627499","chr1",197611841,197627499,2,"2_1_0",21,0.16,"exon","ENSG00000213047,","-","SRR2048278.4650296,SRR2048277.6461049,","1__197611841__197627499",2
"chr1:200012902|200090083","chr1",200012902,200090083,1,"1_1_0",1,0.667,"exon","ENSG00000116833,","+","SRR2048278.4501672,","1__200012902__200090083",1
"chr1:200583446|200584737","chr1",200583446,200584737,3,"2_2_0",34,0.15,"exon","ENSG00000118193,","-","SRR2048277.6581021,SRR2048278.2131484,SRR2048278.10281973,","1__200583446__200584737",3
"chr1:200729967|200730226","chr1",200729967,200730226,2,"2_2_0",82,0.047,"exon","ENSG00000118200,","+","SRR2048277.4600430,SRR2048278.16878271,","1__200729967__200730226",2
"chr1:200776504|200784772","chr1",200776504,200784772,1,"1_1_0",36,0.053,"exon","ENSG00000118200,","+","SRR2048277.13472991,","1__200776504__200784772",1
"chr1:200776504|200801973","chr1",200776504,200801973,1,"1_1_0",35,0.054,"exon","ENSG00000118200,","+","SRR2048277.3312069,","1__200776504__200801973",1
"chr1:201816407|201817722","chr1",201816407,201817722,2,"1_2_0",108,0.036,"exon","ENSG00000198700,","+","SRR2048278.10236911,SRR2048278.5209342,","1__201816407__201817722",2
"chr1:201821232|201828122","chr1",201821232,201828122,1,"1_1_0",137,0.014,"exon","ENSG00000198700,","+","SRR2048278.16707654,","1__201821232__201828122",1
"chr1:201823723|201826322","chr1",201823723,201826322,3,"2_1_0",124,0.046,"exon","ENSG00000198700,","+","SRR2048277.15519212,SRR2048277.4074701,SRR2048277.7043634,","1__201823723__201826322",3
"chr1:201832576|201840455","chr1",201832576,201840455,1,"1_1_0",95,0.021,"exon","ENSG00000198700,","+","SRR2048277.13410509,","1__201832576__201840455",1
"chr1:201960691|201966682","chr1",201960691,201966682,1,"1_1_0",27,0.069,"intron","ENSG00000176393,","+","SRR2048277.12351897,","1__201960691__201966682",1
"chr1:201970504|201972589","chr1",201970504,201972589,3,"2_2_0",47,0.113,"exon","ENSG00000176393,","+","SRR2048277.1103841,SRR2048278.8149971,SRR2048278.18180962,","1__201970504__201972589",3
"chr1:202397983|202403896","chr1",202397983,202403896,1,"1_1_0",6,0.25,"exon","ENSG00000077157,","+","SRR2048278.4267922,","1__202397983__202403896",1
"chr1:202714986|202722195","chr1",202714986,202722195,1,"1_1_0",56,0.034,"exon","ENSG00000117139,","-","SRR2048278.3931096,","1__202714986__202722195",1
"chr1:202719787|202733273","chr1",202719787,202733273,1,"1_1_0",47,0.041,"exon","ENSG00000117139,","-","SRR2048278.2474031,","1__202719787__202733273",1
"chr1:202729543|202736188","chr1",202729543,202736188,1,"1_1_0",104,0.019,"exon","ENSG00000117139,","-","SRR2048278.14989378,","1__202729543__202736188",1
"chr1:202731827|202736188","chr1",202731827,202736188,1,"1_1_0",96,0.02,"exon","ENSG00000117139,","-","SRR2048278.3863539,","1__202731827__202736188",1
"chr1:202742246|202746222","chr1",202742246,202746222,3,"2_2_0",131,0.044,"exon","ENSG00000117139,","-","SRR2048278.7766471,SRR2048278.10049077,SRR2048278.16324147,","1__202742246__202746222",3
"chr1:202878138|202880331","chr1",202878138,202880331,1,"1_1_0",21,0.087,"exon","ENSG00000117153,","-","SRR2048278.16570232,","1__202878138__202880331",1
"chr1:203772085|203823011","chr1",203772085,203823011,1,"1_1_0",31,0.061,"exon","ENSG00000058673,","+","SRR2048278.5300588,","1__203772085__203823011",1
"chr1:204082043|204083733","chr1",204082043,204083733,1,"1_1_0",14,0.125,"exon","ENSG00000143842,","+","SRR2048277.10366738,","1__204082043__204083733",1
"chr1:204419307|204419469","chr1",204419307,204419469,1,"1_1_0",4,0.333,"intron","ENSG00000133056,","+","SRR2048278.1744737,","1__204419307__204419469",1
"chr1:204437998|204439014","chr1",204437998,204439014,1,"1_1_0",8,0.2,"exon","ENSG00000133056,","-","SRR2048277.2245618,","1__204437998__204439014",1
"chr1:204494612|204501374","chr1",204494612,204501374,1,"1_1_0",129,0.015,"exon","ENSG00000198625,","+","SRR2048278.7495993,","1__204494612__204501374",1
"chr1:205057855|205091612","chr1",205057855,205091612,1,"1_1_0",24,0.077,"intergenic_region","n/a","-","SRR2048277.11337374,","1__205057855__205091612",1
"chr1:205128675|205132134","chr1",205128675,205132134,2,"2_2_0",20,0.167,"exon","ENSG00000133059,","-","SRR2048278.3599867,SRR2048278.12933256,","1__205128675__205132134",2
"chr1:205138291|205156934","chr1",205138291,205156934,1,"1_1_0",25,0.074,"exon","ENSG00000133059,","-","SRR2048278.690746,","1__205138291__205156934",1
"chr1:205156546|205156934","chr1",205156546,205156934,2,"1_1_0",15,0.211,"exon","ENSG00000133059,","-","SRR2048278.3189386,SRR2048278.18150830,","1__205156546__205156934",2
"chr1:205238078|205239012","chr1",205238078,205239012,6,"4_5_1",12,0.5,"exon","ENSG00000133069,","+","SRR2048277.11458166,SRR2048278.667311,SRR2048278.12309743,SRR2048278.17511146,SRR2048278.17610655,SRR2048278.17911610,","1__205238078__205239012",6
"chr1:205585606|205593019","chr1",205585606,205593019,18,"9_11_0",15,0.706,"exon","ENSG00000158711,","-","SRR2048277.4674254,SRR2048277.5695516,SRR2048277.6552136,SRR2048277.12340808,SRR2048277.12659980,SRR2048277.15487801,SRR2048278.1247064,SRR2048278.9069529,SRR2048278.9874809,SRR2048278.15746767,SRR2048278.18375849,SRR2048277.2429984,SRR2048277.4336855,SRR2048277.5766747,SRR2048277.10660754,SRR2048277.12629554,SRR2048277.15839845,SRR2048278.15077042,","1__205585606__205593019",18
"chr1:205693054|205698749","chr1",205693054,205698749,4,"2_2_2",342,0.023,"exon","ENSG00000069275,","-","SRR2048277.928432,SRR2048278.13317216,SRR2048278.15607734,SRR2048278.6655508,","1__205693054__205698749",4
"chr1:205696828|205698749","chr1",205696828,205698749,1,"1_0_1",355,0.006,"exon","ENSG00000069275,","-","SRR2048278.17257683,","1__205696828__205698749",1
"chr1:206769067|206785710","chr1",206769067,206785710,3,"1_1_0",52,0.103,"exon","ENSG00000143486,","-","SRR2048277.4129735,SRR2048277.15046034,SRR2048278.6830826,","1__206769067__206785710",3
"chr1:208266131|208276592","chr1",208266131,208276592,1,"1_1_0",23,0.08,"exon","ENSG00000076356,","-","SRR2048278.16609203,","1__208266131__208276592",1
"chr1:211845082|211847065","chr1",211845082,211847065,1,"1_1_0",11,0.154,"intron","ENSG00000117650,","-","SRR2048278.2738353,","1__211845082__211847065",1
"chr1:211952260|211966532","chr1",211952260,211966532,7,"6_5_0",53,0.209,"exon","ENSG00000123684,","-","SRR2048277.4900986,SRR2048277.7934377,SRR2048278.12023516,SRR2048278.17298710,SRR2048277.4188315,SRR2048277.7621872,SRR2048277.8368913,","1__211952260__211966532",7
"chr1:211956571|211966532","chr1",211956571,211966532,2,"2_2_0",62,0.061,"exon","ENSG00000123684,","-","SRR2048277.15577945,SRR2048278.1274116,","1__211956571__211966532",2
"chr1:212115312|212119987","chr1",212115312,212119987,2,"1_0_1",128,0.03,"exon","ENSG00000143493,","-","SRR2048277.6656376,SRR2048277.10011502,","1__212115312__212119987",2
"chr1:212125911|212142049","chr1",212125911,212142049,1,"1_1_0",62,0.031,"exon","ENSG00000143493,","-","SRR2048277.15982623,","1__212125911__212142049",1
"chr1:212190228|212194554","chr1",212190228,212194554,1,"1_1_0",81,0.024,"exon","ENSG00000143493,","-","SRR2048278.255542,","1__212190228__212194554",1
"chr1:212218002|212220759","chr1",212218002,212220759,2,"1_2_0",92,0.042,"exon","ENSG00000143476,","+","SRR2048278.13461301,SRR2048277.9386106,","1__212218002__212220759",2
"chr1:212273594|212276294","chr1",212273594,212276294,2,"1_1_0",150,0.026,"exon","ENSG00000143476,","+","SRR2048277.1050488,SRR2048277.16596088,","1__212273594__212276294",2
"chr1:212981078|212985670","chr1",212981078,212985670,1,"1_1_0",27,0.069,"exon","ENSG00000203705,","+","SRR2048278.13326083,","1__212981078__212985670",1
"chr1:213037067|213043510","chr1",213037067,213043510,1,"1_1_0",51,0.038,"intron","ENSG00000162769,","+","SRR2048277.5839657,","1__213037067__213043510",1
"chr1:213037067|213058738","chr1",213037067,213058738,3,"3_2_0",53,0.102,"exon","ENSG00000162769,","+","SRR2048277.366952,SRR2048278.2578373,SRR2048277.16460445,","1__213037067__213058738",3
"chr1:213046020|213068713","chr1",213046020,213068713,1,"1_1_0",63,0.031,"exon","ENSG00000162769,","+","SRR2048277.1692929,","1__213046020__213068713",1
"chr1:213170497|213186760","chr1",213170497,213186760,1,"0_1_1",26,0.071,"exon","ENSG00000174606,","-","SRR2048277.7021571,","1__213170497__213186760",1
"chr1:213251038|213303232","chr1",213251038,213303232,1,"1_1_0",32,0.059,"exon","ENSG00000136643,","+","SRR2048277.3820497,","1__213251038__213303232",1
"chr1:213251038|213341316","chr1",213251038,213341316,1,"1_1_0",52,0.037,"exon","ENSG00000136643,","+","SRR2048277.44291,","1__213251038__213341316",1
"chr1:213277796|213290752","chr1",213277796,213290752,1,"1_1_0",11,0.154,"exon","ENSG00000136643,","+","SRR2048277.2481728,","1__213277796__213290752",1
"chr1:213302870|213349835","chr1",213302870,213349835,1,"1_1_0",28,0.067,"exon","ENSG00000136643,","+","SRR2048277.10742169,","1__213302870__213349835",1
"chr1:213403840|213405598","chr1",213403840,213405598,1,"0_1_1",22,0.083,"exon","ENSG00000136643,","+","SRR2048278.2528222,","1__213403840__213405598",1
"chr1:213403840|213436159","chr1",213403840,213436159,1,"0_1_1",20,0.091,"exon","ENSG00000136643,","+","SRR2048277.10628004,","1__213403840__213436159",1
