"circRNA_ID","chr","circRNA_start","circRNA_end","X.junction_reads","SM_MS_SMS","X.non_junction_reads","junction_reads_ratio","circRNA_type","gene_id","strand","junction_reads_ID","index","count"
"chr14:71867511|71884913","chr14",71867511,71884913,2,"1_1_0",7,0.364,"exon","ENSG00000197555,","+","SRR444975.135456009,SRR444975.135456009,","14__71867511__71884913",2
"chr14:71880665|71884913","chr14",71880665,71884913,9,"2_3_3",14,0.562,"exon","ENSG00000197555,","+","SRR444975.37848513,SRR444975.139388878,SRR444975.139388883,SRR444975.37848513,SRR444975.66156547,SRR444975.14324703,SRR444975.14324703,SRR444975.67566446,SRR444975.166177837,","14__71880665__71884913",9
"chr14:71880665|71933964","chr14",71880665,71933964,2,"1_1_0",12,0.25,"exon","ENSG00000197555,","+","SRR444975.19524748,SRR444975.168006493,","14__71880665__71933964",2
"chr14:71880665|72056087","chr14",71880665,72056087,1,"1_1_0",39,0.049,"exon","ENSG00000197555,","+","SRR444975.195959104,","14__71880665__72056087",1
"chr14:72054288|72056087","chr14",72054288,72056087,1,"1_1_0",108,0.018,"exon","ENSG00000197555,","+","SRR444975.45826579,","14__72054288__72056087",1
"chr14:73137029|73137192","chr14",73137029,73137192,2,"1_1_0",25,0.138,"exon","ENSG00000205683,","+","SRR444975.4821081,SRR444975.57466150,","14__73137029__73137192",2
"chr14:73544077|73550259","chr14",73544077,73550259,2,"1_1_1",145,0.027,"exon","ENSG00000119707,","+","SRR444975.40852384,SRR444975.63419233,","14__73544077__73550259",2
"chr14:73614503|73614802","chr14",73614503,73614802,16,"7_9_3",182,0.15,"exon","ENSG00000080815,","+","SRR444975.29285363,SRR444975.104318723,SRR444975.118681908,SRR444975.119536536,SRR444975.23520330,SRR444975.114147482,SRR444975.198193274,SRR444975.120392286,SRR444975.165851441,SRR444975.167808649,SRR444975.181488948,SRR444975.196402868,SRR444975.86755021,SRR444975.120392286,SRR444975.165851441,SRR444975.167808649,","14__73614503__73614802",16
"chr14:73614503|73614814","chr14",73614503,73614814,14,"9_8_0",114,0.197,"exon","ENSG00000080815,","+","SRR444975.8494715,SRR444975.8781331,SRR444975.11131382,SRR444975.34414330,SRR444975.123442672,SRR444975.145903823,SRR444975.191468667,SRR444975.4910875,SRR444975.11131382,SRR444975.37498521,SRR444975.96820207,SRR444975.123442672,SRR444975.191468667,SRR444975.66254414,","14__73614503__73614814",14
"chr14:73614503|73616258","chr14",73614503,73616258,1,"1_1_0",68,0.029,"intron","ENSG00000080815,","+","SRR444975.33211643,","14__73614503__73616258",1
"chr14:73614503|73640415","chr14",73614503,73640415,15,"9_6_2",178,0.144,"exon","ENSG00000080815,","+","SRR444975.31936817,SRR444975.32013805,SRR444975.143446099,SRR444975.106549209,SRR444975.132099603,SRR444975.136138712,SRR444975.188899794,SRR444975.191844158,SRR444975.2990470,SRR444975.56958172,SRR444975.171352249,SRR444975.171584856,SRR444975.149506565,SRR444975.171352249,SRR444975.180045082,","14__73614503__73640415",15
"chr14:73614503|73653628","chr14",73614503,73653628,2,"2_2_0",172,0.023,"exon","ENSG00000080815,","+","SRR444975.161509405,SRR444975.194609764,","14__73614503__73653628",2
"chr14:73614503|73664837","chr14",73614503,73664837,3,"1_3_0",218,0.027,"exon","ENSG00000080815,","+","SRR444975.114319649,SRR444975.28414468,SRR444975.31548305,","14__73614503__73664837",3
"chr14:73637505|73653628","chr14",73637505,73653628,1,"1_1_0",197,0.01,"exon","ENSG00000080815,","+","SRR444975.112473867,","14__73637505__73653628",1
"chr14:73749067|73754022","chr14",73749067,73754022,1,"1_1_0",108,0.018,"exon","ENSG00000133961,","-","SRR444975.150828361,","14__73749067__73754022",1
"chr14:74121550|74138300","chr14",74121550,74138300,2,"0_1_1",56,0.067,"exon","ENSG00000119661,","+","SRR444975.18050305,SRR444975.154780281,","14__74121550__74138300",2
"chr14:74138245|74156218","chr14",74138245,74156218,2,"1_2_0",95,0.04,"exon","ENSG00000119661,","+","SRR444975.134049944,SRR444975.133777603,","14__74138245__74156218",2
"chr14:74203701|74204000","chr14",74203701,74204000,1,"1_1_0",32,0.059,"exon","ENSG00000156030,","-","SRR444975.83346673,","14__74203701__74204000",1
"chr14:74325519|74340917","chr14",74325519,74340917,1,"1_1_0",37,0.051,"exon","ENSG00000140043,ENSG00000258653,","+","SRR444975.99909733,","14__74325519__74340917",1
"chr14:74358730|74364965","chr14",74358730,74364965,1,"1_1_0",256,0.008,"exon","ENSG00000258653,ENSG00000119725,","+","SRR444975.176371646,","14__74358730__74364965",1
"chr14:74358730|74377120","chr14",74358730,74377120,3,"3_1_0",91,0.062,"intron","ENSG00000258653,ENSG00000119725,","+","SRR444975.165520949,SRR444975.150802544,SRR444975.153170996,","14__74358730__74377120",3
"chr14:74364774|74370813","chr14",74364774,74370813,2,"1_1_0",339,0.012,"exon","ENSG00000258653,ENSG00000119725,","+","SRR444975.120686558,SRR444975.177323107,","14__74364774__74370813",2
"chr14:74420186|74422212","chr14",74420186,74422212,1,"1_0_1",115,0.017,"exon","ENSG00000119723,","+","SRR444975.149936366,","14__74420186__74422212",1
"chr14:74975307|74975655","chr14",74975307,74975655,2,"1_1_0",21,0.16,"exon","ENSG00000119681,","-","SRR444975.134515165,SRR444975.134515165,","14__74975307__74975655",2
"chr14:75130602|75159031","chr14",75130602,75159031,1,"1_1_0",113,0.017,"exon","ENSG00000119682,","-","SRR444975.29087620,","14__75130602__75159031",1
"chr14:75136352|75138186","chr14",75136352,75138186,5,"4_3_0",106,0.086,"exon","ENSG00000119682,","-","SRR444975.87352156,SRR444975.139143922,SRR444975.135683808,SRR444975.135683808,SRR444975.138808987,","14__75136352__75138186",5
"chr14:75245150|75245386","chr14",75245150,75245386,1,"1_1_0",44,0.043,"exon","ENSG00000119596,","+","SRR444975.6703185,","14__75245150__75245386",1
"chr14:75269259|75291010","chr14",75269259,75291010,1,"1_0_1",27,0.069,"exon","ENSG00000119596,","+","SRR444975.188194721,","14__75269259__75291010",1
"chr14:75506614|75509180","chr14",75506614,75509180,2,"1_1_0",1,0.8,"exon","ENSG00000119684,","-","SRR444975.132212711,SRR444975.132212711,","14__75506614__75509180",2
"chr14:75576388|75577074","chr14",75576388,75577074,2,"1_1_1",82,0.047,"exon","ENSG00000119638,","-","SRR444975.33890375,SRR444975.48945366,","14__75576388__75577074",2
"chr14:76184204|76198762","chr14",76184204,76198762,1,"1_1_0",92,0.021,"exon","ENSG00000119685,","+","SRR444975.141188773,","14__76184204__76198762",1
"chr14:76198681|76201632","chr14",76198681,76201632,2,"2_1_0",69,0.055,"exon","ENSG00000119685,","+","SRR444975.50182154,SRR444975.25100992,","14__76198681__76201632",2
"chr14:76330010|76368567","chr14",76330010,76368567,1,"1_1_0",47,0.041,"exon","ENSG00000119685,","+","SRR444975.145581697,","14__76330010__76368567",1
"chr14:76633006|76647192","chr14",76633006,76647192,5,"3_3_1",200,0.048,"exon","ENSG00000089916,","+","SRR444975.70177909,SRR444975.174803656,SRR444975.10339333,SRR444975.37866598,SRR444975.145144849,","14__76633006__76647192",5
"chr14:76633006|76662315","chr14",76633006,76662315,11,"3_4_1",165,0.118,"exon","ENSG00000089916,","+","SRR444975.43380825,SRR444975.94270500,SRR444975.94270500,SRR444975.49621082,SRR444975.77908791,SRR444975.138757775,SRR444975.770722,SRR444975.7751048,SRR444975.71912661,SRR444975.79717871,SRR444975.173397584,","14__76633006__76662315",11
"chr14:77762507|77772784","chr14",77762507,77772784,1,"1_1_0",23,0.08,"exon","ENSG00000009830,","-","SRR444975.8516804,","14__77762507__77772784",1
"chr14:77908903|77910651","chr14",77908903,77910651,1,"1_0_1",122,0.016,"exon","ENSG00000151445,","-","SRR444975.202962885,","14__77908903__77910651",1
"chr14:77914837|77920445","chr14",77914837,77920445,3,"1_1_1",102,0.056,"exon","ENSG00000151445,","-","SRR444975.119168701,SRR444975.126175256,SRR444975.182342868,","14__77914837__77920445",3
"chr14:77917530|77920445","chr14",77917530,77920445,1,"1_1_0",74,0.026,"exon","ENSG00000151445,","-","SRR444975.98523656,","14__77917530__77920445",1
"chr14:77930941|77932010","chr14",77930941,77932010,1,"1_1_0",353,0.006,"exon","ENSG00000100591,","+","SRR444975.200630721,","14__77930941__77932010",1
"chr14:78023384|78043258","chr14",78023384,78043258,1,"1_1_0",233,0.009,"exon","ENSG00000100596,","-","SRR444975.152584926,","14__78023384__78043258",1
"chr14:78036727|78043258","chr14",78036727,78043258,3,"1_1_1",201,0.029,"exon","ENSG00000100596,","-","SRR444975.124804586,SRR444975.124804586,SRR444975.166262366,","14__78036727__78043258",3
"chr14:78043110|78045452","chr14",78043110,78045452,1,"1_1_0",235,0.008,"exon","ENSG00000100596,","-","SRR444975.90048138,","14__78043110__78045452",1
"chr14:78139903|78142192","chr14",78139903,78142192,1,"1_1_0",53,0.036,"exon","ENSG00000100601,","-","SRR444975.117699196,","14__78139903__78142192",1
"chr14:78187054|78202349","chr14",78187054,78202349,1,"1_1_0",26,0.071,"exon","ENSG00000100603,","-","SRR444975.172793557,","14__78187054__78202349",1
"chr14:80963812|80997230","chr14",80963812,80997230,5,"4_4_1",26,0.278,"exon","ENSG00000100629,","-","SRR444975.83521382,SRR444975.22240306,SRR444975.39562287,SRR444975.43191857,SRR444975.194576435,","14__80963812__80997230",5
"chr14:81329101|81373837","chr14",81329101,81373837,1,"1_1_0",9,0.182,"intron","ENSG00000100629,","-","SRR444975.74626246,","14__81329101__81373837",1
"chr14:81651875|81670448","chr14",81651875,81670448,1,"1_1_0",236,0.008,"exon","ENSG00000165417,","-","SRR444975.53203569,","14__81651875__81670448",1
"chr14:86018022|86019080","chr14",86018022,86019080,1,"1_1_0",1,0.667,"intron","ENSG00000185070,","+","SRR444975.48081593,","14__86018022__86019080",1
"chr14:86054557|86063751","chr14",86054557,86063751,2,"1_1_0",1,0.8,"intron","ENSG00000185070,","+","SRR444975.13520496,SRR444975.47584063,","14__86054557__86063751",2
"chr14:88883055|88899556","chr14",88883055,88899556,2,"2_2_0",48,0.077,"exon","ENSG00000042317,","+","SRR444975.81655448,SRR444975.92844581,","14__88883055__88899556",2
"chr14:89319315|89327676","chr14",89319315,89327676,1,"1_1_0",184,0.011,"exon","ENSG00000165533,","+","SRR444975.130979491,","14__89319315__89327676",1
"chr14:89878278|89878834","chr14",89878278,89878834,4,"2_2_0",39,0.17,"exon","ENSG00000053254,","-","SRR444975.491429,SRR444975.139354238,SRR444975.491429,SRR444975.139354238,","14__89878278__89878834",4
"chr14:90429452|90433766","chr14",90429452,90433766,1,"1_0_1",142,0.014,"exon","ENSG00000042088,","+","SRR444975.109474239,","14__90429452__90433766",1
"chr14:91142867|91252672","chr14",91142867,91252672,1,"1_1_0",60,0.032,"exon","ENSG00000165914,","-","SRR444975.183682006,","14__91142867__91252672",1
"chr14:91184845|91196540","chr14",91184845,91196540,1,"1_1_0",27,0.069,"intron","ENSG00000165914,","-","SRR444975.33484706,","14__91184845__91196540",1
"chr14:91196419|91202266","chr14",91196419,91202266,1,"1_1_0",56,0.034,"intron","ENSG00000165914,","-","SRR444975.103281361,","14__91196419__91202266",1
"chr14:91655254|91666249","chr14",91655254,91666249,1,"1_1_0",126,0.016,"exon","ENSG00000133943,","+","SRR444975.122392201,","14__91655254__91666249",1
"chr14:91947920|91957146","chr14",91947920,91957146,5,"4_2_1",19,0.345,"exon","ENSG00000100796,","-","SRR444975.95247372,SRR444975.134139076,SRR444975.103000809,SRR444975.139882388,SRR444975.204158147,","14__91947920__91957146",5
"chr14:92592466|92627590","chr14",92592466,92627590,1,"1_1_0",409,0.005,"exon","ENSG00000165934,","+","SRR444975.140583469,","14__92592466__92627590",1
"chr14:92625439|92625576","chr14",92625439,92625576,1,"1_1_0",610,0.003,"exon","ENSG00000165934,","+","SRR444975.181551588,","14__92625439__92625576",1
"chr14:93676170|93677054","chr14",93676170,93677054,2,"1_1_0",89,0.043,"exon","ENSG00000012963,ENSG00000259066,","+","SRR444975.82114886,SRR444975.11282353,","14__93676170__93677054",2
"chr14:93730131|93730339","chr14",93730131,93730339,2,"1_1_0",47,0.078,"exon","ENSG00000011114,","-","SRR444975.97150477,SRR444975.83894778,","14__93730131__93730339",2
"chr14:93760204|93761283","chr14",93760204,93761283,2,"1_2_0",36,0.1,"exon","ENSG00000011114,","-","SRR444975.101735758,SRR444975.49983769,","14__93760204__93761283",2
"chr14:93760204|93762503","chr14",93760204,93762503,10,"6_8_0",34,0.37,"exon","ENSG00000011114,","-","SRR444975.89223779,SRR444975.183764678,SRR444975.36031755,SRR444975.143480205,SRR444975.143847044,SRR444975.13474250,SRR444975.47176048,SRR444975.148309567,SRR444975.179842530,SRR444975.13474250,","14__93760204__93762503",10
"chr14:94711924|94718233","chr14",94711924,94718233,1,"1_1_0",32,0.059,"exon","ENSG00000119698,","+","SRR444975.164547135,","14__94711924__94718233",1
"chr14:95898416|95899746","chr14",95898416,95899746,1,"0_1_1",149,0.013,"exon","ENSG00000176438,","-","SRR444975.180488489,","14__95898416__95899746",1
"chr14:96555668|96555847","chr14",96555668,96555847,1,"1_1_0",118,0.017,"exon","ENSG00000227051,","-","SRR444975.139868703,","14__96555668__96555847",1
"chr14:96729079|96730077","chr14",96729079,96730077,3,"0_1_1",566,0.01,"exon","ENSG00000258691,ENSG00000100739,","-","SRR444975.16227471,SRR444975.192876757,SRR444975.176548752,","14__96729079__96730077",3
"chr14:96761297|96761504","chr14",96761297,96761504,2,"0_1_1",115,0.034,"exon","ENSG00000066739,","-","SRR444975.25707816,SRR444975.25707816,","14__96761297__96761504",2
"chr14:96807859|96813678","chr14",96807859,96813678,5,"2_3_0",44,0.185,"exon","ENSG00000066739,","-","SRR444975.149032252,SRR444975.151404462,SRR444975.164917013,SRR444975.74136168,SRR444975.126320668,","14__96807859__96813678",5
"chr14:96986392|96987409","chr14",96986392,96987409,2,"1_2_1",165,0.024,"exon","ENSG00000090060,","+","SRR444975.7385053,SRR444975.197426381,","14__96986392__96987409",2
"chr14:96986392|96991728","chr14",96986392,96991728,1,"1_1_0",133,0.015,"exon","ENSG00000090060,","+","SRR444975.2461695,","14__96986392__96991728",1
"chr14:96986392|96994343","chr14",96986392,96994343,1,"1_0_1",110,0.018,"exon","ENSG00000090060,","+","SRR444975.48090642,","14__96986392__96994343",1
"chr14:97022184|97022750","chr14",97022184,97022750,1,"1_1_0",171,0.012,"exon","ENSG00000090060,","+","SRR444975.12379634,","14__97022184__97022750",1
"chr14:97299804|97327072","chr14",97299804,97327072,32,"16_14_0",170,0.274,"exon","ENSG00000100749,","+","SRR444975.82492656,SRR444975.83006715,SRR444975.117870528,SRR444975.156454038,SRR444975.163160099,SRR444975.167047212,SRR444975.8303289,SRR444975.8506475,SRR444975.9109588,SRR444975.21607381,SRR444975.48003465,SRR444975.79712429,SRR444975.83385237,SRR444975.116015737,SRR444975.145194933,SRR444975.174452217,SRR444975.191162078,SRR444975.197098119,SRR444975.197185546,SRR444975.25166226,SRR444975.44922843,SRR444975.69429480,SRR444975.71563242,SRR444975.115657063,SRR444975.186110732,SRR444975.23489871,SRR444975.50723768,SRR444975.92212990,SRR444975.92922267,SRR444975.105001127,SRR444975.110603222,SRR444975.182676145,","14__97299804__97327072",32
"chr14:97312432|97327072","chr14",97312432,97327072,2,"2_2_0",221,0.018,"exon","ENSG00000100749,","+","SRR444975.76076677,SRR444975.203396763,","14__97312432__97327072",2
"chr14:98597365|98597536","chr14",98597365,98597536,1,"1_1_0",0,1,"intron","ENSG00000259097,","-","SRR444975.98379608,","14__98597365__98597536",1
"chr14:99924616|99932150","chr14",99924616,99932150,39,"15_15_1",184,0.298,"exon","ENSG00000183576,","-","SRR444975.2261536,SRR444975.28855650,SRR444975.39837027,SRR444975.48375641,SRR444975.73962625,SRR444975.94584819,SRR444975.112120944,SRR444975.148656354,SRR444975.149688071,SRR444975.182678864,SRR444975.582029,SRR444975.20297134,SRR444975.20949370,SRR444975.61837857,SRR444975.77530070,SRR444975.107376078,SRR444975.132843880,SRR444975.140990256,SRR444975.148656354,SRR444975.156417649,SRR444975.164755188,SRR444975.187475371,SRR444975.2339175,SRR444975.37884088,SRR444975.53287317,SRR444975.67117661,SRR444975.121160547,SRR444975.142167151,SRR444975.174780307,SRR444975.47970376,SRR444975.75149227,SRR444975.95193985,SRR444975.107668006,SRR444975.121192188,SRR444975.140645240,SRR444975.153048763,SRR444975.168504019,SRR444975.174780307,SRR444975.180477456,","14__99924616__99932150",39
"chr14:100316461|100331983","chr14",100316461,100331983,3,"2_1_0",104,0.055,"exon","ENSG00000066629,","+","SRR444975.97259331,SRR444975.80299356,SRR444975.34106222,","14__100316461__100331983",3
"chr14:100847247|100848083","chr14",100847247,100848083,2,"1_2_0",35,0.103,"exon","ENSG00000176473,","+","SRR444975.94215089,SRR444975.195490135,","14__100847247__100848083",2
"chr14:101379769|101435882","chr14",101379769,101435882,2,"1_2_0",94,0.041,"intergenic_region","n/a","+","SRR444975.163783867,SRR444975.78368215,","14__101379769__101435882",2
"chr14:101396784|101415933","chr14",101396784,101415933,3,"1_2_2",113,0.05,"intergenic_region","n/a","+","SRR444975.5216529,SRR444975.166155373,SRR444975.58459397,","14__101396784__101415933",3
"chr14:101396784|101455127","chr14",101396784,101455127,1,"1_1_0",67,0.029,"intergenic_region","n/a","+","SRR444975.98506924,","14__101396784__101455127",1
"chr14:101396784|101464448","chr14",101396784,101464448,1,"1_1_0",43,0.044,"intergenic_region","n/a","+","SRR444975.136198636,","14__101396784__101464448",1
"chr14:101402109|101415933","chr14",101402109,101415933,9,"6_5_0",133,0.119,"intergenic_region","n/a","+","SRR444975.67051387,SRR444975.141493244,SRR444975.99176846,SRR444975.202203123,SRR444975.55757099,SRR444975.90266330,SRR444975.180241800,SRR444975.51589775,SRR444975.53517867,","14__101402109__101415933",9
"chr14:101402109|101435061","chr14",101402109,101435061,1,"1_1_0",121,0.016,"intergenic_region","n/a","+","SRR444975.50668879,","14__101402109__101435061",1
"chr14:101402109|101455127","chr14",101402109,101455127,3,"2_2_0",87,0.065,"intergenic_region","n/a","+","SRR444975.133136271,SRR444975.164018030,SRR444975.182739741,","14__101402109__101455127",3
"chr14:101403740|101415933","chr14",101403740,101415933,14,"9_8_1",147,0.16,"exon","ENSG00000225746,","+","SRR444975.20560912,SRR444975.34824280,SRR444975.54259587,SRR444975.96455384,SRR444975.105423054,SRR444975.10976885,SRR444975.39707215,SRR444975.103637050,SRR444975.39324572,SRR444975.84324156,SRR444975.39324572,SRR444975.76442004,SRR444975.124709564,SRR444975.206215182,","14__101403740__101415933",14
"chr14:101403740|101435882","chr14",101403740,101435882,3,"2_1_1",127,0.045,"intergenic_region","n/a","+","SRR444975.17659143,SRR444975.63396136,SRR444975.147972155,","14__101403740__101435882",3
"chr14:101403740|101437151","chr14",101403740,101437151,1,"1_1_0",88,0.022,"intergenic_region","n/a","+","SRR444975.143157437,","14__101403740__101437151",1
"chr14:101403740|101452077","chr14",101403740,101452077,2,"1_1_1",136,0.029,"intergenic_region","n/a","+","SRR444975.31320687,SRR444975.40449827,","14__101403740__101452077",2
"chr14:101403740|101465450","chr14",101403740,101465450,1,"1_1_0",77,0.025,"intergenic_region","n/a","+","SRR444975.170426107,","14__101403740__101465450",1
"chr14:101405217|101415933","chr14",101405217,101415933,1,"1_1_0",167,0.012,"exon","ENSG00000225746,","+","SRR444975.178145544,","14__101405217__101415933",1
"chr14:101409099|101455127","chr14",101409099,101455127,1,"1_1_0",163,0.012,"intergenic_region","n/a","+","SRR444975.149363907,","14__101409099__101455127",1
"chr14:101411146|101435882","chr14",101411146,101435882,1,"1_1_0",155,0.013,"intergenic_region","n/a","+","SRR444975.84113160,","14__101411146__101435882",1
"chr14:101411146|101455127","chr14",101411146,101455127,4,"1_1_0",129,0.058,"intergenic_region","n/a","+","SRR444975.62017790,SRR444975.124737481,SRR444975.157745620,SRR444975.161278951,","14__101411146__101455127",4
"chr14:101413371|101455127","chr14",101413371,101455127,2,"2_1_0",164,0.024,"intergenic_region","n/a","+","SRR444975.204944165,SRR444975.63706478,","14__101413371__101455127",2
"chr14:101416739|101437151","chr14",101416739,101437151,1,"1_1_0",81,0.024,"intergenic_region","n/a","+","SRR444975.178377394,","14__101416739__101437151",1
"chr14:101416739|101449879","chr14",101416739,101449879,1,"1_1_0",146,0.014,"intergenic_region","n/a","+","SRR444975.160650563,","14__101416739__101449879",1
"chr14:101434985|101435882","chr14",101434985,101435882,1,"1_1_0",123,0.016,"exon","ENSG00000271417,","+","SRR444975.47272805,","14__101434985__101435882",1
"chr14:101440463|101444031","chr14",101440463,101444031,1,"1_1_0",80,0.024,"intron","ENSG00000271417,","+","SRR444975.153530897,","14__101440463__101444031",1
"chr14:101440463|101444059","chr14",101440463,101444059,2,"1_2_0",76,0.05,"intron","ENSG00000271417,","+","SRR444975.172403558,SRR444975.172362407,","14__101440463__101444059",2
"chr14:101446914|101455127","chr14",101446914,101455127,1,"1_1_0",92,0.021,"intergenic_region","n/a","+","SRR444975.107045259,","14__101446914__101455127",1
"chr14:101446914|101460244","chr14",101446914,101460244,1,"1_1_0",71,0.027,"intergenic_region","n/a","+","SRR444975.152106719,","14__101446914__101460244",1
"chr14:101448841|101457902","chr14",101448841,101457902,2,"1_1_1",47,0.078,"intergenic_region","n/a","+","SRR444975.187801131,SRR444975.172364519,","14__101448841__101457902",2
"chr14:101525576|101535876","chr14",101525576,101535876,1,"0_1_1",20,0.091,"intergenic_region","n/a","+","SRR444975.95717954,","14__101525576__101535876",1
"chr14:102484788|102498804","chr14",102484788,102498804,1,"1_1_0",60,0.032,"exon","ENSG00000197102,","+","SRR444975.41120522,","14__102484788__102498804",1
"chr14:102486230|102489217","chr14",102486230,102489217,7,"4_5_0",64,0.179,"exon","ENSG00000197102,","+","SRR444975.61898126,SRR444975.80344691,SRR444975.109719376,SRR444975.124073485,SRR444975.191222305,SRR444975.162605141,SRR444975.191222305,","14__102486230__102489217",7
"chr14:102506573|102507010","chr14",102506573,102507010,59,"24_15_7",53,0.69,"exon","ENSG00000197102,","+","SRR444975.11467429,SRR444975.31745588,SRR444975.60923668,SRR444975.63885214,SRR444975.74527065,SRR444975.79785657,SRR444975.91302344,SRR444975.104870114,SRR444975.111362991,SRR444975.119021503,SRR444975.181571944,SRR444975.186697568,SRR444975.191590232,SRR444975.4287069,SRR444975.37632026,SRR444975.48170928,SRR444975.77725304,SRR444975.107082695,SRR444975.117702475,SRR444975.145027180,SRR444975.172921780,SRR444975.8447544,SRR444975.15367385,SRR444975.37509676,SRR444975.40193647,SRR444975.42473069,SRR444975.46098709,SRR444975.50912209,SRR444975.58121218,SRR444975.63256646,SRR444975.78137858,SRR444975.99366817,SRR444975.111602652,SRR444975.131705144,SRR444975.151065406,SRR444975.155236628,SRR444975.167975275,SRR444975.185676803,SRR444975.188554154,SRR444975.192063661,SRR444975.4101806,SRR444975.7647171,SRR444975.19800724,SRR444975.20847198,SRR444975.42930456,SRR444975.46057038,SRR444975.54212333,SRR444975.58121218,SRR444975.69395839,SRR444975.90456430,SRR444975.93364139,SRR444975.99366817,SRR444975.130656859,SRR444975.150664356,SRR444975.167975275,SRR444975.188491771,SRR444975.190440191,SRR444975.192063661,SRR444975.195975449,","14__102506573__102507010",59
"chr14:102506573|102509085","chr14",102506573,102509085,6,"3_3_0",58,0.171,"exon","ENSG00000197102,","+","SRR444975.59956674,SRR444975.104727143,SRR444975.135891375,SRR444975.104727143,SRR444975.127821557,SRR444975.200988035,","14__102506573__102509085",6
"chr14:102515165|102515345","chr14",102515165,102515345,1,"1_1_0",31,0.061,"intron","ENSG00000197102,ENSG00000258959,","+","SRR444975.1544531,","14__102515165__102515345",1
"chr14:102659800|102661457","chr14",102659800,102661457,6,"1_3_2",70,0.146,"exon","ENSG00000140153,","+","SRR444975.165861044,SRR444975.163332669,SRR444975.132098025,SRR444975.107958112,SRR444975.138037585,SRR444975.198256921,","14__102659800__102661457",6
"chr14:102659800|102664184","chr14",102659800,102664184,4,"2_2_1",11,0.421,"exon","ENSG00000140153,","+","SRR444975.141551358,SRR444975.174505712,SRR444975.174505712,SRR444975.204379306,","14__102659800__102664184",4
"chr14:102661275|102676199","chr14",102661275,102676199,4,"3_3_0",130,0.058,"exon","ENSG00000140153,","+","SRR444975.40445793,SRR444975.81733279,SRR444975.168553896,SRR444975.119878010,","14__102661275__102676199",4
"chr14:102792322|102805560","chr14",102792322,102805560,4,"2_2_0",23,0.258,"exon","ENSG00000022976,","+","SRR444975.62230818,SRR444975.50589436,SRR444975.89259233,SRR444975.55026835,","14__102792322__102805560",4
"chr14:102842987|102881130","chr14",102842987,102881130,1,"1_1_0",40,0.048,"exon","ENSG00000196663,","+","SRR444975.61662798,","14__102842987__102881130",1
"chr14:102873675|102894719","chr14",102873675,102894719,1,"1_1_0",46,0.042,"exon","ENSG00000196663,","+","SRR444975.170710850,","14__102873675__102894719",1
"chr14:102891316|102901548","chr14",102891316,102901548,1,"1_1_0",52,0.037,"exon","ENSG00000196663,","+","SRR444975.51204622,","14__102891316__102901548",1
"chr14:103128660|103130275","chr14",103128660,103130275,2,"2_2_0",0,1,"intron","ENSG00000089902,","+","SRR444975.134054651,SRR444975.100181225,","14__103128660__103130275",2
"chr14:103173688|103180954","chr14",103173688,103180954,2,"1_1_0",149,0.026,"exon","ENSG00000089902,","+","SRR444975.39334975,SRR444975.40014451,","14__103173688__103180954",2
"chr14:103180760|103187714","chr14",103180760,103187714,1,"1_1_0",194,0.01,"exon","ENSG00000089902,","+","SRR444975.83500429,","14__103180760__103187714",1
"chr14:103296671|103342862","chr14",103296671,103342862,2,"2_2_0",80,0.048,"exon","ENSG00000131323,","+","SRR444975.4545578,SRR444975.60003335,","14__103296671__103342862",2
"chr14:103336522|103342862","chr14",103336522,103342862,4,"3_2_0",116,0.065,"exon","ENSG00000131323,","+","SRR444975.106314050,SRR444975.161914024,SRR444975.176262080,SRR444975.197723786,","14__103336522__103342862",4
"chr14:103355897|103363738","chr14",103355897,103363738,1,"1_1_0",161,0.012,"exon","ENSG00000131323,","+","SRR444975.203952836,","14__103355897__103363738",1
"chr14:103372463|103372625","chr14",103372463,103372625,1,"1_1_0",81,0.024,"exon","ENSG00000131323,","-","SRR444975.96900947,","14__103372463__103372625",1
"chr14:103404441|103406661","chr14",103404441,103406661,1,"1_1_0",56,0.034,"exon","ENSG00000198752,","-","SRR444975.146736423,","14__103404441__103406661",1
"chr14:103410228|103413021","chr14",103410228,103413021,2,"1_1_0",44,0.083,"exon","ENSG00000198752,","-","SRR444975.192923522,SRR444975.189715203,","14__103410228__103413021",2
"chr14:103425968|103436598","chr14",103425968,103436598,1,"1_1_0",67,0.029,"exon","ENSG00000198752,","-","SRR444975.32592358,","14__103425968__103436598",1
"chr14:103432619|103433507","chr14",103432619,103433507,1,"1_1_0",61,0.032,"exon","ENSG00000198752,","-","SRR444975.73044510,","14__103432619__103433507",1
"chr14:103465902|103478525","chr14",103465902,103478525,4,"2_3_0",62,0.114,"exon","ENSG00000198752,","-","SRR444975.163494,SRR444975.64705462,SRR444975.133162076,SRR444975.117353050,","14__103465902__103478525",4
"chr14:103803014|103806140","chr14",103803014,103806140,1,"1_1_0",809,0.002,"exon","ENSG00000100664,","+","SRR444975.187313090,","14__103803014__103806140",1
"chr14:103865288|103871604","chr14",103865288,103871604,5,"2_2_1",120,0.077,"intron","ENSG00000075413,","+","SRR444975.183848040,SRR444975.63925565,SRR444975.9563502,SRR444975.167732061,SRR444975.204756493,","14__103865288__103871604",5
"chr14:103871413|103871604","chr14",103871413,103871604,2,"1_1_0",252,0.016,"exon","ENSG00000075413,","+","SRR444975.28048538,SRR444975.28048538,","14__103871413__103871604",2
